$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,
DLX,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,
ELWS,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
PHI0,0,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,5.195747,4.928017,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.353618,4.096425,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,3.497961,4.238028,4.446137,4.446137,4.446137,4.446137,4.446137,4.446137,4.446137,4.446137,4.446137,4.446137,4.446137,4.446137,4.446137,4.578197,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.832826,4.764132,4.218306,4.218306,4.218306,4.218306,4.218306,4.218306,4.410728,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,4.43039,3.843842,3.56107,3.56107,3.56107,3.56107,3.56107,3.56107,3.56107,3.56107,3.112853,3.046173,3.046173,3.046173,3.046173,3.046173,3.046173,3.046173,3.046173,3.046173,3.046173,3.046173,3.182189,4.431594,4.431594,4.431594,4.431594,4.431594,4.431594,4.431594,4.431594,4.431594,4.431594,0,0,5.497787,5.497787,5.497787,5.497787,5.497787,5.497787,5.497787,5.497787,6.161855,0.319636,0.319636,0.319636,0.319636,0.319636,0.319636,0.319636,0.319636,0.319636,0.22705,5.722022,5.722022,5.722022,5.722022,5.722022,5.722022,5.722022,5.722022,5.722022,5.722022,5.722022,5.722022,5.722022,5.722022,5.426844,5.261879,5.261879,5.261879,5.261879,5.261879,5.261879,5.261879,5.261879,5.261879,5.296555,6.118381,6.118381,6.118381,6.13993,0.369496,0.369496,0.369496,0.369496,0.369496,0.369496,0.369496,0.369496,0.369496,0.369496,0.369496,0.369496,0.081321,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.854921,5.931771,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,6.272839,0.1512,0.404435,0.404435,0.404435,0.404435,0.404435,0.404435,0.404435,0.404435,0.404435,0.404435,0.404435,0.384137,6.162026,6.162026,6.162026,6.162026,6.162026,6.162026,6.162026,6.162026,6.162026,6.162026,6.162026,0.542162,1.150311,1.150311,1.150311,1.150311,1.150311,1.150311,1.150311,1.150311,1.150311,1.150311,0.548245,0.022557,0.022557,0.022557,0.022557,0.022557,0.022557,6.137778,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,5.671294,0,0,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,2.201956,0,0,1.060535,1.060535,1.060535,1.060535,1.060535,1.060535,1.138296,1.509271,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,1.544585,0,
FRIC,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.03,0.028,0.028,0.03,0.028,0.03,0.03,0.03,0.03,0,0,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,
LAYERH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K
0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2,0,10.93,10.93,17.93,12.4,14.07,11.67,20.8,19.93,14.53,16.13,10.8,12.8,10.6,15.6,16,17.13,26.87,12.8,21.27,27.53,53.2,50.13,55.47,49.07,34.07,28.67,26.8,28.27,25.47,19.27,23.07,21.33,27.27,27.6,30.8,26.07,32.47,32,27.53,30.6,30.6,33.4,30.8,30,34,31.73,26.2,22.8,25.73,35.8,36.4,35.33,35.6,30.47,28,23.07,22,26.53,32.4,27.13,31.53,30.4,28.13,32.87,36.4,35.33,36.47,35.93,32.33,32.73,35.33,26.47,26.13,36.6,44.6,26.73,27,39.33,51.47,51.87,47.6,63,65.8,51.2,58.6,59.27,59.4,42.47,35.6,35.73,44.67,61.07,70.27,68.6,58.4,89.6,96.87,73.73,75.27,91.47,119,120.27,90.87,121.47,103.53,91.93,104,95.8,76.13,76.47,80.13,81.6,57.33,75.2,85,64.2,76.27,82.93,62.47,54.67,62.87,55.8,62.47,61.87,63.87,62.8,61,57.6,64.67,61.67,64.47,61.2,65.93,57.93,77.8,78.27,82.47,76.4,124.53,66.4,112.27,94,118.47,127.87,97,124.73,148.4,138.33,129.73,140.67,201.13,194.6,172.8,178.67,184.47,180.8,176.67,303.93,359.53,214.2,258.53,247.8,336.2,237.2,263.73,191.27,281.47,219.2,145.27,203.87,204.13,221.53,154.33,147.4,165.8,142.87,85.47,83.07,80.6,113.8,119.73,212.93,89.47,108.47,111.93,96.2,107.07,67.73,104.6,120.47,131.67,124.4,59.47,70.47,77.27,102.93,122.93,131.27,64.6,125.6,54.33,56.67,57.67,39.93,63.33,84.73,77.87,88.47,108.73,129,117.27,105.73,178.27,0,0,75.47,143.27,152.07,38.07,78.93,117.6,106.87,66.27,84.13,109.73,96.27,156.4,223.73,135.33,150,236.33,171.93,154.4,242.13,465.47,273.07,187.2,309.27,271.93,256.33,320.53,379.53,329.07,615.53,258.13,196,197,122.27,130.2,59.8,80.87,114.67,250.33,217.6,253.4,198,224.6,209.13,189.2,200,202.73,138.07,180.07,265.53,206.27,161.2,209.47,97.87,163.27,142.13,128.27,134.27,141.73,171.6,77.73,94.8,197.47,263.07,226.67,292.27,358.13,462.67,464.07,366,343,318.13,267.67,223,366.87,203.6,232,187.27,238.53,250.2,258.47,175.6,356.6,197.67,261.67,207.2,195.13,175.33,159.33,188.4,233.13,204.8,190.2,281.13,194.67,247.2,304.53,306.6,401.33,366.27,223.33,303.07,302.67,279.33,226.6,257.8,275,307.67,220.2,258.07,248,239.2,442.73,419.8,747.53,219.8,366.73,402.2,456.73,252.73,285.33,213.67,227.87,422.73,426.13,292.93,176.6,143.8,333.87,198.8,286.07,258.8,155.87,236.53,138.53,531.33,724.6,578.87,362.67,272.4,250.47,171.87,219.47,271.27,495.8,288.4,433.73,450.6,307.67,310.47,438.67,235.67,159.87,308,423.13,308.07,318.47,239.07,322.27,230.13,147.47,174.13,0,0,5.47,8.2,87.53,90,151.73,164.87,176,92.73,183.13,232.27,270,252.33,285.13,199.33,288.6,215.2,261.13,194.67,301.13,257.93,329.07,330.6,276.2,175.4,255.6,267.4,311.53,281.53,442.8,362.47,410.67,365.33,419.33,464.67,378.4,263.07,304.47,305.67,356.93,307.4,380.67,324.6,281.8,291.53,270.87,263.2,208.33,237.07,191.67,159.8,141.53,116.27,153.07,119.2,140.2,91.47,97.07,176.2,130.27,131.8,126.53,177.67,131.33,138.8,182.67,237.8,245.6,180.87,58.27,34.27,36.2,58.33,70.27,51.93,34.4,41.2,33.2,39.2,22.73,9.47,23.87,18.53,9.13,0,0,215.81,436.17,515.54,468.61,409.65,765.52,647.97,568.52,643.47,643.28,763.06,816.08,868.69,1082.74,1017.5,869.75,778.28,699.4,626.75,476.34,435.02,2318.64,419.33,0,2
0.2,0,9.67,9.67,16.47,10.87,13,11.4,18.87,19.4,13.8,15.33,10,11.53,9.6,14.93,14.67,15.4,24.53,10.93,18.73,24,50.2,49.07,55.07,48.07,33,27.93,26.2,27.27,24.53,18.6,22.73,20.8,27,27.2,30.13,24.87,31.73,30.87,26.07,29.67,29.33,31.93,30.27,27.73,29.4,29.33,25.27,22,24.07,32.8,33.73,34.6,35.2,30,27.6,21.87,20.67,23.53,30.4,26.6,30.47,27.6,25.2,28.93,32.2,31.47,36,35.73,31.93,31.2,33.4,23.93,22.6,30.07,33.67,20.87,18.6,29.6,37.47,36.13,39.33,48.27,57.07,42.07,46.4,49.4,52.27,37.27,31.33,32.27,36.07,47.73,56.33,57.4,50.67,83.67,89.93,66.07,67.4,80.93,106.93,109.13,86.47,112.67,95.4,82.67,94.47,90.07,69.13,70.33,74,77.4,56.73,74.33,83,62.27,73.53,77.53,58.47,51.2,60,55.53,62.47,61.87,63.6,61.73,60.2,56.87,63.53,59,63.2,60.07,64.07,55.13,71.73,77.4,80,73.73,108.2,57.13,106.93,86.13,105.07,112.4,77.73,109.93,128.2,120.07,116.13,117.2,151.73,153,144.93,176.6,169.47,153.2,148.87,259.87,324.93,207.87,253.33,235.27,314.67,221.53,247.67,177.67,266.13,212.6,142,195.4,199.47,214.13,149.6,142.13,160.73,136.27,84.07,81.27,79.93,110.8,116.4,209.93,87.87,105.47,111.4,92.73,106.87,67.73,104.6,119.67,130.73,124.4,58.73,70.07,76.33,101.13,121.27,127,59.93,125.6,54.33,55.33,54.33,38.53,61.2,81.53,75.27,86.4,108.2,129,117.27,105.73,178.27,0,0,74.6,142.2,151.4,37.87,78.6,117.33,106.27,65.87,82.6,105.47,91.27,143.4,219.6,134.73,149.6,232.8,162.13,126.93,165.07,406.4,267.73,175.93,291.6,264.13,251.4,316.87,375.8,324.87,603.07,252.07,192.07,188,119.73,123.53,58.33,77.13,97.47,210.67,187.33,226.53,167.93,187.2,189.73,158.73,169.07,167.33,130.13,178.4,261.8,201.4,154.93,203.67,89.87,157.27,135.07,124.07,129.6,123.87,152.13,68.27,85.07,184.27,260.27,224.67,288.93,353.6,452.2,448.6,357.07,332.4,313.8,264.6,217.27,360.27,202.4,229.73,179.4,220.33,225.87,247.8,169.2,341,193.2,246.4,198.6,186,164.6,151.87,177.6,216.4,191.2,178.73,257.27,176.8,243.67,302.07,306.6,401.27,366.27,223.27,299.4,299.2,273.33,223.27,246.53,252,277.93,202.73,237.6,224.27,212.67,407.33,395.67,706.8,213.93,366.27,398.6,442.93,245.93,275.67,208.2,225.13,422.13,425.93,291.07,174.27,141.73,328.47,196.4,281.93,256.73,153.33,230.4,137.27,520.67,720.07,557.6,340.8,270.13,247.4,166.33,210.53,269.6,490.87,286.93,431.4,450.27,307.67,310.2,435.33,234.13,158.8,304.93,419.33,297.6,313.73,239.07,321.2,228.73,147.2,174.13,0,0,4.93,4.67,75.8,62.53,126.33,131.8,149.93,76.27,159.6,193.8,203.13,196,231.87,147,201.87,158.07,236.93,169.93,256.6,218.27,256.67,265.53,189.6,137.53,212.87,241.13,262.73,239.73,395.93,297.8,314,261.6,349.93,402.53,321.87,220.8,217.67,212.33,235.33,221,285,238.33,211.07,222.27,180.6,184.67,151.33,206.93,174.4,146.73,121.13,92.2,101.87,98.4,118.47,77.13,82.93,158.53,118.33,121.13,114.13,155.6,110.67,104.33,144.87,219.2,227.93,129.33,35.27,25.47,23.73,39.47,45.07,35.87,22.4,36.13,27.73,29.93,15.6,7.6,21.87,17.4,8.73,0,0,182.27,406.04,475.84,437.64,369.67,737.67,632.52,529.24,617.2,610.12,730.47,778.59,819.88,981.3,929.61,789.81,701.92,633.34,542.39,408.73,351.37,1534.47,357.87,0,3
