JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),            TDS,     EPI(g/m2),     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),PLIM_ALG1           ,PLIM_ALG2           ,PLIM_ALG3           ,NLIM_ALG1           ,NLIM_ALG2           ,NLIM_ALG3           ,LLIM_ALG1           ,LLIM_ALG2           ,LLIM_ALG3           ,EPLIM_1,ENLIM_1,ELLIM_1,
     1.011,     1.000,     2.011,    20.000,     0.007,     0.122,     0.000,     0.450,     2.011,    10.930,     1.000,    20.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,        35.000,        10.000,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,
     1.015,     1.042,     2.042,    17.648,     0.146,     1.994,     0.000,     0.450,     2.042,    10.930,     1.000,    17.836,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         3.358,         9.996,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.019,     1.143,     1.949,    17.552,     0.170,     2.294,     0.000,     0.450,     1.949,    10.930,     1.000,    17.714,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         2.073,         9.992,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.024,     1.331,     1.848,    17.524,     0.161,     2.046,     0.000,     0.450,     1.848,    10.930,     1.000,    17.662,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.692,         9.987,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.028,     1.596,     1.885,    17.522,     0.152,     2.008,     0.000,     0.450,     1.885,    10.930,     1.000,    17.660,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.676,         9.983,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.032,     2.204,     1.911,    17.513,     0.150,     2.022,     0.000,     0.450,     1.911,    10.930,     1.000,    17.647,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.546,         9.979,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.036,     2.802,     1.862,    17.498,     0.153,     2.049,     0.000,     0.450,     1.862,    10.930,     1.000,    17.594,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.345,         9.975,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.040,     3.601,     1.813,    17.489,     0.154,     2.019,     0.000,     0.450,     1.813,    10.930,     1.000,    17.579,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.222,         9.971,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.044,     5.579,     1.799,    17.479,     0.148,     1.975,     0.000,     0.450,     1.799,    10.930,     1.000,    17.536,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.088,         9.966,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.049,     9.020,     1.837,    17.485,     0.145,     1.992,     0.000,     0.450,     1.837,    10.930,     1.000,    17.554,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.165,         9.962,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.053,     7.805,     1.826,    17.483,     0.145,     1.999,     0.000,     0.450,     1.826,    10.930,     1.000,    17.538,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.141,         9.958,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.057,     9.882,     1.823,    17.483,     0.145,     1.998,     0.000,     0.450,     1.823,    10.930,     1.000,    17.534,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.147,         9.954,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.061,     8.428,     1.823,    17.485,     0.145,     2.002,     0.000,     0.450,     1.823,    10.930,     1.000,    17.544,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.169,         9.950,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.065,     6.321,     1.821,    17.481,     0.144,     1.997,     0.000,     0.450,     1.821,    10.930,     1.000,    17.532,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.120,         9.945,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
