 JDAY =    49.1378851548548     
QIN(JB):,.530000,.000000,.000000,.000000,
QTR:,.000000,.000000,.000000,
QDT(JB):,.000000,.000000,.000000,.000000,
QWD:,
QSUM(JB):,.000000,.000000,.000000,.000000,
QGT:,
QPI:,
QPU:,
QSP:,

SEG,BRANCH,ACTIVE,KT,WSE,SZ,Z,Q,QC,QERR,H2KT,H1KT,BHR1,BHR2,T1,T2,SUKT,UKT,AVHR,SELWS
330,2,A,10,.577451,-.677461,-.677451,3.889071,3.888982,.002274,.777461,.777451,95.900092,95.904796,17.979109,17.979109,.033098,.033097,.777420,.577461
331,2,A,10,.577390,-.677400,-.677390,3.921754,3.921835,-.002064,.777400,.777390,135.756327,135.759291,17.983433,17.983433,.021495,.021493,.777387,.577400
332,2,A,10,.577385,-.677395,-.677385,3.977674,3.977904,-.005782,.777395,.777385,138.120334,138.124228,17.995570,17.995570,.022855,.022854,.777415,.577395
333,2,A,10,.577446,-.677456,-.677446,4.039270,4.038636,.015689,.777456,.777446,71.541145,71.545427,18.000447,18.000447,.049222,.049221,.777199,.577456
334,2,A,10,.576952,-.676962,-.676952,4.106793,4.106345,.010894,.776962,.776952,58.366357,58.369872,18.004892,18.004892,.060748,.060746,.776738,.576962
335,2,A,10,.576524,-.676534,-.676524,4.142037,4.144064,-.048937,.776534,.776524,50.475069,50.477730,18.007866,18.007866,.072287,.072285,.776211,.576534
336,2,A,10,.575898,-.675908,-.675898,4.184297,4.186184,-.045105,.775908,.775898,47.813471,47.815937,18.011173,18.011173,.078064,.078061,.775668,.575908
337,2,A,10,.575438,-.675449,-.675438,4.218661,4.218048,.014537,.775449,.775438,43.318427,43.320638,18.014021,18.014021,.085537,.085535,.775048,.575449
338,2,A,10,.574657,-.674667,-.674657,4.252807,4.252507,.007060,.774667,.774657,63.892080,63.895374,18.016488,18.016488,.059150,.059148,.774518,.574667
339,2,A,10,.574379,-.674389,-.674379,4.316819,4.316854,-.000812,.774389,.774379,89.622396,89.626698,18.021569,18.021569,.042832,.042829,.774378,.574389
340,2,A,10,.574377,-.674387,-.674377,4.381711,4.381570,.003222,.774387,.774377,80.267345,80.270963,18.028198,18.028198,.047303,.047300,.774319,.574387
341,2,A,10,.574262,-.674272,-.674262,4.425863,4.425406,.010318,.774272,.774262,53.697686,53.700025,18.033263,18.033263,.068765,.068761,.774033,.574272
342,2,A,10,.573804,-.673814,-.673804,4.452374,4.451733,.014411,.773814,.773804,36.401308,36.402909,18.037179,18.037179,.103204,.103200,.773337,.573814
343,2,A,10,.572869,-.672879,-.672869,4.474177,4.473432,.016664,.772879,.772869,49.661067,49.663442,18.038939,18.038939,.082068,.082064,.772449,.572879
344,2,A,10,.572029,-.672039,-.672029,4.522978,4.523003,-.000541,.772039,.772029,58.681475,58.684109,18.043873,18.043873,.070322,.070319,.772034,.572039
345,2,A,10,.572039,-.672049,-.672039,4.553082,4.552445,.013999,.772049,.772039,54.171110,54.173496,18.047444,18.047444,.076990,.076987,.771702,.572049
346,2,A,10,.571364,-.671374,-.671364,4.594879,4.594603,.006020,.771374,.771364,59.778474,59.781155,18.051775,18.051775,.070045,.070043,.771226,.571374
347,2,A,10,.571087,-.671097,-.671087,4.633322,4.632893,.009270,.771097,.771087,48.967317,48.969355,18.056713,18.056713,.084968,.084965,.770838,.571097
348,2,A,10,.570589,-.670599,-.670589,4.656547,4.655766,.016777,.770599,.770589,43.313875,43.315775,18.059781,18.059781,.093141,.093136,.770100,.570599
349,2,A,10,.569611,-.669621,-.669611,4.690244,4.689912,.007077,.769621,.769611,40.415426,40.417240,18.064289,18.064289,.100958,.100955,.769381,.569621
350,2,A,10,.569152,-.669162,-.669152,4.710770,4.710172,.012689,.769162,.769152,65.135144,65.138388,18.066425,18.066425,.064732,.064730,.768894,.569162
351,2,A,10,.568636,-.668646,-.668636,4.786990,4.787249,-.005430,.768646,.768636,115.259720,115.265841,18.073103,18.073103,.036862,.036860,.768678,.568646
352,2,A,10,.568719,-.668729,-.668719,4.893981,4.893804,.003635,.768729,.768719,113.437834,113.444118,18.089055,18.089055,.038814,.038812,.768674,.568729
353,2,A,10,.568628,-.668638,-.668628,4.976540,4.975787,.015130,.768638,.768628,72.393220,72.397616,18.089136,18.089136,.062704,.062703,.768332,.568638
354,2,A,10,.568035,-.668045,-.668035,7.186583,7.182917,.051023,.768045,.768035,45.495725,45.498711,18.169156,18.169156,.145450,.145460,.765773,.568045
355,2,A,10,.563510,-.663520,-.663510,7.225959,7.222593,.046580,.763520,.763510,38.115454,38.117954,18.171141,18.171141,.174329,.174356,.760979,.563520
356,2,A,10,.558447,-.658457,-.658447,7.261369,7.257912,.047612,.758457,.758447,31.155270,31.157271,18.173187,18.173187,.212797,.212835,.755228,.558457
357,2,A,10,.552009,-.652019,-.652009,7.287142,7.282638,.061813,.752019,.752009,28.101008,28.102874,18.174597,18.174597,.234056,.234118,.747579,.552019
358,2,A,10,.543150,-.643160,-.643150,7.317411,7.313917,.047759,.743160,.743150,32.632932,32.635186,18.176218,18.176218,.208273,.208382,.740087,.543160
359,2,A,10,.537023,-.637032,-.637023,7.353825,7.350242,.048725,.737032,.737023,45.326176,45.329803,18.177575,18.177575,.154750,.154774,.734766,.537032
360,2,A,10,.532509,-.632519,-.632509,7.425795,7.422733,.041243,.732519,.732509,42.129354,42.133243,18.180599,18.180599,.162940,.162983,.730348,.532519
361,2,A,10,.528188,-.628198,-.628188,7.470284,7.466934,.044835,.728198,.728188,49.412252,49.415938,18.181869,18.181869,.132391,.132388,.726399,.528198
362,2,A,10,.524610,-.624620,-.624610,7.533965,7.533318,.008595,.724620,.724610,64.462621,64.467080,18.185098,18.185098,.102789,.102782,.724329,.524620
363,2,A,10,.524049,-.624059,-.624049,7.603431,7.600687,.036094,.724059,.724049,50.810021,50.813870,18.188067,18.188067,.133351,.133363,.722530,.524059
364,2,A,10,.521011,-.621021,-.621011,7.652424,7.648768,.047779,.721021,.721011,41.684415,41.687643,18.190282,18.190282,.165599,.165626,.718541,.521021
365,2,A,10,.516072,-.616082,-.616072,7.700702,7.697510,.041444,.716082,.716072,48.176294,48.180201,18.191989,18.191989,.144413,.144430,.714232,.516082
366,2,A,10,.512393,-.612404,-.612393,7.768463,7.765978,.031987,.712404,.712393,46.660176,46.663627,18.194640,18.194640,.152903,.152925,.710848,.512404
367,2,A,10,.509303,-.609313,-.609303,7.805190,7.801042,.053154,.709313,.709303,30.012365,30.014437,18.196746,18.196746,.242410,.242467,.704672,.509313
368,2,A,10,.500041,-.600053,-.600041,7.826145,7.828151,-.025627,.700053,.700041,25.190111,25.191792,18.198051,18.198051,.276975,.277074,.691069,.500053
369,2,A,10,.482096,-.582105,-.582096,7.853139,7.851488,.021029,.682105,.682096,36.044040,36.045785,18.199237,18.199237,.191037,.191018,.680876,.482105
370,2,A,10,.479656,-.579665,-.579656,7.881454,7.880513,.011941,.679665,.679656,41.147788,41.149490,18.201471,18.201471,.167411,.167401,.679040,.479665
371,2,A,10,.478424,-.578433,-.578424,7.905219,7.902532,.033996,.678433,.678424,33.884527,33.886072,18.203684,18.203684,.200643,.200653,.676293,.478433
372,2,A,10,.474162,-.574171,-.574162,7.931763,7.926880,.061557,.674171,.674162,25.237738,25.239373,18.205576,18.205576,.270954,.271044,.668667,.474171
373,2,A,10,.463173,-.563183,-.563173,7.963394,7.951572,.148446,.663183,.663173,18.809832,18.812923,18.206897,18.206897,.364210,.364513,.644310,.463183
374,2,A,10,.425447,-.525467,-.525447,8.022630,8.019609,.037654,.625467,.625447,12.402959,12.406467,18.208065,18.208065,.494103,.494480,.569573,.425467
375,2,A,10,.313699,-.413739,-.413699,8.043592,8.056827,-.164551,.513739,.513699,5.539503,5.540256,18.208832,18.208832,.901225,.903011,.418134,.313739
376,2,A,10,.122569,-.222511,-.222569,8.058413,8.042170,.201564,.322511,.322569,2.685689,2.683746,18.209181,18.209181,1.439218,1.442108,.260992,.122511
377,2,A,10,-.000585,-.099164,-.099415,7.999722,7.998534,.014851,.199164,.199415,12.039819,12.031916,18.209579,18.209579,.283045,.283313,.198109,-.000836
378,2,A,10,-.003197,-.096686,-.096803,.000000,.000000,.000000,.196686,.196803,21.766421,21.753524,18.177993,18.177993,.000000,.000000,.196803,-.003314
379,3,I,10,2.000000,.000000,.000000,.000000,.000000,.000000,.100000,.100000,.433000,.433000,.000000,.000000,.000000,.000000,.100000,2.000000
380,3,I,10,1.077570,.000000,.000000,.000000,.000000,-.161227,.100000,.100000,.323000,.323000,.000000,.000000,.000000,.000000,.100000,1.077570
381,3,I,10,1.039952,.000000,.000000,.000000,.000000,-.184036,.100000,.100000,.516500,.516500,.000000,.000000,.000000,.000000,.100000,1.039952
382,3,I,10,.892362,-.106260,-.106260,.000000,.000000,.000750,.100000,.206260,.894716,.426500,22.800000,.000000,.000000,.000000,.206260,.892362
383,3,I,10,.006260,-.106260,-.106260,-.000000,-.000000,.622004,.100000,.206260,.306151,.230000,17.652654,.000000,.000000,-.000000,.206260,.006260
384,3,I,10,.006260,-.106260,-.106260,-.000000,-.000000,.567600,.100000,.206260,.620731,.513500,17.652654,.000000,.000000,-.000000,.206260,.006260
385,3,I,10,.006260,-.106260,-.106260,-.000000,-.000000,.423688,.100000,.206260,.716937,.540000,17.652654,.000000,.000000,-.000000,.206260,.006260
386,3,I,10,.006260,-.106260,-.106260,-.000055,-.000055,.425779,.100000,.206260,.908675,.346500,17.652655,.000000,.000000,-.000068,.206283,.006260
387,3,I,10,.006306,-.106306,-.106306,-.003842,-.005188,-35.015540,.206306,.206306,2.026398,2.026398,17.652658,17.652658,-.001964,-.001964,.206283,.006306
388,3,I,10,.006260,-.106260,-.106260,-.004034,-.005378,-33.333422,.206260,.206260,3.761369,3.761369,17.652659,17.652659,-.001016,-.001016,.206260,.006260
389,3,I,10,.006260,-.106260,-.106260,-.004035,-.005380,-33.322050,.206260,.206260,5.720232,5.720232,17.652660,17.652660,-.000622,-.000622,.206260,.006260
390,3,I,10,.006260,-.106260,-.106260,-.004037,-.005381,-33.307053,.206260,.206260,7.487733,7.487733,17.652660,17.652660,-.000430,-.000430,.206260,.006260
391,3,I,10,.006260,-.106260,-.106260,-.004037,-.005382,-33.306457,.206260,.206260,8.340627,8.340627,17.652661,17.652661,-.000359,-.000359,.206260,.006260
392,3,I,10,.006260,-.106260,-.106260,-.004029,-.005373,-33.375416,.206260,.206260,8.240956,8.240956,17.652661,17.652661,-.000365,-.000365,.206260,.006260
393,3,I,10,.006260,-.106260,-.106260,-.004031,-.005376,-33.353392,.206260,.206260,12.233508,12.233508,17.652660,17.652660,-.000261,-.000261,.206260,.006260
394,3,I,10,.006260,-.106260,-.106260,-.004035,-.005379,-33.323698,.206260,.206260,16.641443,16.641443,17.652660,17.652660,-.000185,-.000185,.206260,.006260
395,3,I,10,.006260,-.106260,-.106260,-.004041,-.005385,-33.276849,.206260,.206260,21.202425,21.202425,17.652660,17.652660,-.000128,-.000128,.206260,.006260
396,3,I,10,.006260,-.106260,-.106260,-.004038,-.005383,-33.297402,.206260,.206260,19.541944,19.541944,17.652661,17.652661,-.000136,-.000136,.206260,.006260
397,3,I,10,.006260,-.106260,-.106260,-.004027,-.005372,-33.384310,.206260,.206260,13.566127,13.566127,17.652660,17.652660,-.000212,-.000212,.206260,.006260
398,3,I,10,.006260,-.106260,-.106260,-.004034,-.005379,-33.327406,.206260,.206260,14.179028,14.179028,17.652660,17.652660,-.000211,-.000211,.206260,.006260
399,3,I,10,.006260,-.106260,-.106260,-.004034,-.005379,-33.328919,.206260,.206260,13.895208,13.895208,17.652659,17.652659,-.000221,-.000221,.206260,.006260
400,3,I,10,.006260,-.106260,-.106260,-.004033,-.005378,-33.336378,.206260,.206260,12.847082,12.847082,17.652660,17.652660,-.000241,-.000241,.206260,.006260
401,3,I,10,.006260,-.106260,-.106260,-.004035,-.005380,-33.321972,.206260,.206260,12.132214,12.132214,17.652660,17.652660,-.000257,-.000257,.206260,.006260
402,3,I,10,.006260,-.106260,-.106260,-.004032,-.005377,-33.346798,.206260,.206260,10.353100,10.353100,17.652660,17.652660,-.000299,-.000299,.206260,.006260
403,3,I,10,.006260,-.106260,-.106260,-.004021,-.005365,-33.438394,.206260,.206260,10.277326,10.277326,17.652660,17.652660,-.000329,-.000329,.206260,.006260
404,3,I,10,.006260,-.106260,-.106260,-.004033,-.005378,-33.334639,.206260,.206260,12.449163,12.449163,17.652660,17.652660,-.000297,-.000297,.206260,.006260
405,3,I,10,.006260,-.106260,-.106260,-.004035,-.005380,-33.320216,.206260,.206260,14.072809,14.072809,17.652660,17.652660,-.000273,-.000273,.206260,.006260
406,3,I,10,.006260,-.106260,-.106260,-.004029,-.005373,-33.372605,.206260,.206260,13.544024,13.544024,17.652659,17.652659,-.000280,-.000280,.206260,.006260
407,3,I,10,.006260,-.106260,-.106260,-.004022,-.005366,-33.432249,.206260,.206260,16.435623,16.435623,17.652659,17.652659,-.000213,-.000213,.206260,.006260
408,3,I,10,.006260,-.106260,-.106260,-.004040,-.005384,-33.284602,.206260,.206260,19.522749,19.522749,17.652660,17.652660,-.000176,-.000176,.206260,.006260
409,3,I,10,.006260,-.106260,-.106260,-.004034,-.005378,-33.333674,.206260,.206260,17.026602,17.026602,17.652659,17.652659,-.000203,-.000203,.206260,.006260
410,3,I,10,.006260,-.106260,-.106260,-.004033,-.005377,-33.342231,.206260,.206260,14.792841,14.792841,17.652659,17.652659,-.000238,-.000238,.206260,.006260
411,3,I,10,.006260,-.106260,-.106260,-.004031,-.005375,-33.357930,.206260,.206260,13.297603,13.297603,17.652659,17.652659,-.000263,-.000263,.206260,.006260
412,3,I,10,.006260,-.106260,-.106260,-.004030,-.005375,-33.360038,.206260,.206260,13.900771,13.900771,17.652659,17.652659,-.000246,-.000246,.206260,.006260
413,3,I,10,.006260,-.106260,-.106260,-.004041,-.005386,-33.270126,.206260,.206260,16.161835,16.161835,17.652660,17.652660,-.000209,-.000209,.206260,.006260
414,3,I,10,.006260,-.106260,-.106260,-.004034,-.005379,-33.330360,.206260,.206260,13.221911,13.221911,17.652659,17.652659,-.000266,-.000266,.206260,.006260
415,3,I,10,.006260,-.106260,-.106260,-.004027,-.005372,-33.385668,.206260,.206260,8.817675,8.817675,17.652659,17.652659,-.000447,-.000447,.206260,.006260
416,3,I,10,.006260,-.106260,-.106260,-.004031,-.005376,-33.353701,.206260,.206260,8.236892,8.236892,17.652659,17.652659,-.000484,-.000484,.206260,.006260
417,3,I,10,.006260,-.106260,-.106260,-.004033,-.005378,-33.336608,.206260,.206260,8.292286,8.292286,17.652659,17.652659,-.000464,-.000464,.206260,.006260
418,3,I,10,.006260,-.106260,-.106260,-.004034,-.005379,-33.328342,.206260,.206260,8.167142,8.167142,17.652660,17.652660,-.000449,-.000449,.206260,.006260
419,3,I,10,.006260,-.106260,-.106260,-.004032,-.005377,-33.345478,.206260,.206260,8.071764,8.071764,17.652659,17.652659,-.000456,-.000456,.206260,.006260
420,3,I,10,.006260,-.106260,-.106260,-.004032,-.005377,-33.344349,.206260,.206260,8.611353,8.611353,17.652660,17.652660,-.000430,-.000430,.206260,.006260
421,3,I,10,.006260,-.106260,-.106260,-.004034,-.005379,-33.330554,.206260,.206260,9.342969,9.342969,17.652660,17.652660,-.000382,-.000382,.206260,.006260
422,3,I,10,.006260,-.106260,-.106260,-.004036,-.005381,-33.310105,.206260,.206260,9.666204,9.666204,17.652659,17.652659,-.000348,-.000348,.206260,.006260
423,3,I,10,.006260,-.106260,-.106260,-.004037,-.005381,-33.308222,.206260,.206260,8.563069,8.563069,17.652660,17.652660,-.000382,-.000382,.206260,.006260
424,3,I,10,.006260,-.106260,-.106260,-.004032,-.005377,-33.343558,.206260,.206260,6.795447,6.795447,17.652659,17.652659,-.000509,-.000509,.206260,.006260
425,3,I,10,.006260,-.106260,-.106260,-.004031,-.005376,-33.353865,.206260,.206260,5.769177,5.769177,17.652660,17.652660,-.000647,-.000647,.206260,.006260
426,3,I,10,.006260,-.106260,-.106260,-.004030,-.005375,-33.359770,.206260,.206260,5.664608,5.664608,17.652659,17.652659,-.000723,-.000723,.206260,.006260
427,3,I,10,.006260,-.106260,-.106260,-.004033,-.005377,-33.339536,.206260,.206260,6.113628,6.113628,17.652660,17.652660,-.000683,-.000683,.206260,.006260
428,3,I,10,.006260,-.106260,-.106260,-.004036,-.005381,-33.328103,.206260,.206260,5.801504,5.801504,17.652659,17.652659,-.000716,-.000716,.206260,.006260
429,3,I,10,.006260,-.106260,-.106260,-.004033,-.005378,-33.342166,.206260,.206260,4.598389,4.598389,17.652659,17.652659,-.000888,-.000888,.206260,.006260
430,3,I,10,.006260,-.106260,-.106260,-.004031,-.005376,-33.358551,.206260,.206260,3.728342,3.728342,17.652660,17.652660,-.001092,-.001092,.206260,.006260
431,3,I,10,.006260,-.106260,-.106260,-.004032,-.005376,-33.353482,.206260,.206260,3.574993,3.574993,17.652660,17.652660,-.001180,-.001180,.206260,.006260
432,3,I,10,.006260,-.106260,-.106260,-.004034,-.005379,-33.334151,.206260,.206260,3.631879,3.631879,17.652660,17.652660,-.001163,-.001163,.206260,.006260
433,3,I,10,.006260,-.106260,-.106260,-.004035,-.005380,-33.322028,.206260,.206260,3.503590,3.503590,17.652660,17.652660,-.001195,-.001195,.206260,.006260
434,3,I,10,.006260,-.106260,-.106260,-.004033,-.005378,-33.340704,.206260,.206260,3.120521,3.120521,17.652659,17.652659,-.001388,-.001388,.206260,.006260
435,3,I,10,.006260,-.106260,-.106260,-.004029,-.005374,-33.374149,.206260,.206260,2.655905,2.655905,17.652659,17.652659,-.001630,-.001630,.206260,.006260
436,3,I,10,.006260,-.106260,-.106260,-.004035,-.005379,-33.326402,.206260,.206260,2.967481,2.967481,17.652660,17.652660,-.001502,-.001502,.206260,.006260
437,3,I,10,.006260,-.106260,-.106260,-.004034,-.005379,-33.332935,.206260,.206260,2.807277,2.807277,17.652660,17.652660,-.001541,-.001541,.206260,.006260
438,3,I,10,.006260,-.106260,-.106260,-.004031,-.005375,-33.361497,.206260,.206260,2.478149,2.478149,17.652660,17.652660,-.001715,-.001715,.206260,.006260
439,3,I,10,.006260,-.106260,-.106260,-.004033,-.005378,-33.341642,.206260,.206260,2.594467,2.594467,17.652660,17.652660,-.001641,-.001641,.206260,.006260
440,3,I,10,.006260,-.106260,-.106260,-.004034,-.005379,-33.333164,.206260,.206260,2.700727,2.700727,17.652660,17.652660,-.001571,-.001571,.206260,.006260
441,3,I,10,.006260,-.106260,-.106260,-.004035,-.005380,-33.325514,.206260,.206260,2.698352,2.698352,17.652660,17.652660,-.001591,-.001591,.206260,.006260
442,3,I,10,.006260,-.106260,-.106260,-.004031,-.005375,-33.361501,.206260,.206260,2.298926,2.298926,17.652660,17.652660,-.001805,-.001805,.206260,.006260
443,3,I,10,.006260,-.106260,-.106260,-.004033,-.005377,-33.342696,.206260,.206260,2.416417,2.416417,17.652660,17.652660,-.001793,-.001793,.206260,.006260
444,3,I,10,.006260,-.106260,-.106260,-.004037,-.005381,-33.308896,.206260,.206260,2.524946,2.524946,17.652660,17.652660,-.001775,-.001775,.206260,.006260
445,3,I,10,.006260,-.106260,-.106260,-.004031,-.005376,-33.354622,.206260,.206260,2.215212,2.215212,17.652658,17.652658,-.002184,-.002184,.206260,.006260
446,3,I,10,.006260,-.106260,-.106260,-.004031,-.005376,-33.352002,.206260,.206260,1.971200,1.971200,17.652657,17.652657,-.002604,-.002604,.206260,.006260
447,3,I,10,.006260,-.106260,-.106260,-.004034,-.005379,-33.330738,.206260,.206260,1.719891,1.719891,17.652657,17.652657,-.002978,-.002978,.206260,.006260
448,3,I,10,.006260,-.106260,-.106260,-.004029,-.005374,-33.372495,.206260,.206260,1.339859,1.339859,17.652658,17.652658,-.003802,-.003802,.206260,.006260
449,3,I,10,.006260,-.106260,-.106260,-.004029,-.005373,-33.376729,.206260,.206260,1.183485,1.183485,17.652659,17.652659,-.004080,-.004080,.206260,.006260
450,3,I,10,.006260,-.106260,-.106260,-.004031,-.005376,-33.356021,.206260,.206260,1.369005,1.369005,17.652660,17.652660,-.003651,-.003651,.206260,.006260
451,3,I,10,.006260,-.106260,-.106260,-.004035,-.005379,-33.323152,.206260,.206260,1.640664,1.640664,17.652659,17.652659,-.003182,-.003182,.206260,.006260
452,3,I,10,.006260,-.106260,-.106260,-.004033,-.005377,-33.339418,.206260,.206260,1.593501,1.593501,17.652655,17.652655,-.003227,-.003227,.206260,.006260
453,3,I,10,.006260,-.106260,-.106260,-.004030,-.005374,-33.371336,.206260,.206260,1.481586,1.481586,17.645935,17.645935,-.003627,-.003627,.206260,.006260
454,3,I,10,.006260,-.106260,-.106260,-.004030,-.005379,-33.471640,.206260,.206260,1.573757,1.573757,17.652654,17.652654,-.003418,-.003418,.206260,.006260
455,3,I,10,.006260,-.106260,-.106260,-.004031,-.005376,-33.351636,.206260,.206260,1.465009,1.465009,17.652652,17.652652,-.003638,-.003638,.206260,.006260
456,3,I,10,.006260,-.106260,-.106260,-.004037,-.005382,-33.309405,.206260,.206260,1.332854,1.332854,17.645197,17.645197,-.004038,-.004038,.206260,.006260
457,3,I,10,.006260,-.106260,-.106260,-.004040,-.005385,-33.284126,.206260,.206260,1.014459,1.014459,17.652652,17.652652,-.005308,-.005308,.206260,.006260
458,3,I,10,.006259,-.106259,-.106259,-.004018,-.005362,-33.464991,.206259,.206259,.428497,.428497,17.652654,17.652654,-.012515,-.012515,.206257,.006259
459,3,I,10,.006256,-.106256,-.106256,-.003928,-.005273,-34.231111,.206256,.206256,.231060,.231060,17.651716,17.651716,-.022820,-.022820,.206258,.006256
460,3,I,10,.006261,-.106261,-.106261,-.004030,-.005376,-33.387041,.206261,.206261,.480413,.480413,17.276766,17.276766,-.006581,-.006581,.206265,.006261
461,3,I,10,.006269,-.106269,-.106269,-.004572,-.005914,-29.355839,.100000,.206269,.544494,.506500,17.652542,.000000,.000000,-.010861,.206566,.006269
462,3,I,10,.006863,-.106863,-.106863,-.011616,-.012964,-11.605274,.100000,.206863,2.611249,2.370000,17.652654,.000000,.000000,-.004965,.206794,.006863
463,3,I,10,.006724,-.106724,-.106724,.000000,.000000,.000000,.100000,.206724,.000000,.000000,17.652509,.000000,.000000,.000000,.000000,.006724
464,4,I,10,2.000000,-.668496,-.668486,.000000,.000000,.000000,.768496,.768486,70.539003,70.540800,22.800000,22.800000,.000000,.000000,.768486,2.000000
465,4,A,10,.568486,-.668496,-.668486,.026960,.026964,-.013955,.768496,.768486,123.330254,123.333155,18.289508,18.289508,.000215,.000215,.768487,.568496
466,4,A,10,.568487,-.668497,-.668487,.087024,.087033,-.010607,.768497,.768487,192.611855,192.616204,18.289869,18.289869,.000446,.000446,.768487,.568497
467,4,A,10,.568488,-.668498,-.668488,.157419,.157435,-.010052,.768498,.768488,203.992326,203.996831,18.290657,18.290657,.000764,.000764,.768488,.568498
468,4,A,10,.568489,-.668499,-.668489,.222181,.222193,-.005336,.768499,.768489,163.332600,163.336582,18.291962,18.291962,.001349,.001349,.768488,.568499
469,4,A,10,.568487,-.668497,-.668487,.276886,.276905,-.006838,.768497,.768487,173.735593,173.741056,18.294188,18.294188,.001583,.001583,.768488,.568497
470,4,A,10,.568488,-.668498,-.668488,.386090,.386111,-.005564,.768498,.768488,219.456233,219.462996,18.296738,18.296738,.001750,.001750,.768489,.568498
471,4,A,10,.568490,-.668499,-.668490,.479767,.479773,-.001052,.768499,.768490,202.492322,202.498057,18.298827,18.298827,.002353,.002353,.768489,.568499
472,4,A,10,.568488,-.668498,-.668488,.558147,.558156,-.001704,.768498,.768488,219.262956,219.268617,18.300978,18.300978,.002520,.002520,.768488,.568498
473,4,A,10,.568489,-.668499,-.668489,.649576,.649586,-.001655,.768499,.768489,225.237081,225.243142,18.302983,18.302983,.002857,.002857,.768490,.568499
474,4,A,10,.568491,-.668501,-.668491,.739994,.739985,.001165,.768501,.768491,180.196887,180.203509,18.304574,18.304574,.004079,.004079,.768490,.568501
475,4,A,10,.568489,-.668499,-.668489,.848261,.848241,.002458,.768499,.768489,165.863656,165.871112,18.306326,18.306326,.005087,.005087,.768485,.568499
476,4,A,10,.568482,-.668492,-.668482,.963666,.963663,.000278,.768492,.768482,200.516313,200.524213,18.308502,18.308502,.004769,.004768,.768482,.568492
477,4,A,10,.568482,-.668492,-.668482,1.085228,1.085239,-.001023,.768492,.768482,216.085813,216.094717,18.310733,18.310733,.004977,.004977,.768484,.568492
478,4,A,10,.568486,-.668496,-.668486,1.230809,1.230793,.001316,.768496,.768486,178.485044,178.494493,18.312557,18.312557,.006848,.006848,.768484,.568496
479,4,A,10,.568481,-.668491,-.668481,1.368758,1.368720,.002757,.768491,.768481,145.181739,145.190244,18.314184,18.314184,.009386,.009386,.768473,.568491
480,4,A,10,.568466,-.668475,-.668466,1.485968,1.485930,.002538,.768475,.768466,130.887458,130.894837,18.315780,18.315780,.011309,.011309,.768457,.568475
481,4,A,10,.568448,-.668458,-.668448,1.590136,1.590107,.001798,.768458,.768448,121.232479,121.239084,18.317399,18.317399,.013078,.013077,.768441,.568458
482,4,A,10,.568434,-.668444,-.668434,1.684157,1.684097,.003599,.768444,.768434,98.094590,98.100405,18.318874,18.318874,.017106,.017104,.768415,.568444
483,4,A,10,.568396,-.668406,-.668396,1.764675,1.764559,.006554,.768406,.768396,74.564182,74.568883,18.320032,18.320032,.023551,.023549,.768349,.568406
484,4,A,10,.568302,-.668312,-.668302,1.825325,1.825136,.010335,.768312,.768302,59.329637,59.333389,18.320841,18.320841,.030581,.030579,.768205,.568312
485,4,A,10,.568108,-.668118,-.668108,1.877075,1.877126,-.002719,.768118,.768108,192.627561,192.636862,18.323329,18.323329,.009717,.009716,.768116,.568118
486,4,A,10,.568123,-.668133,-.668123,2.104049,2.104141,-.004368,.768133,.768123,204.807823,204.817149,18.328038,18.328038,.010244,.010243,.768136,.568133
487,4,A,10,.568150,-.668160,-.668150,2.156970,2.156910,.002774,.768160,.768150,63.404589,63.408012,18.329671,18.329671,.033489,.033486,.768093,.568160
488,4,A,10,.568035,-.668045,-.668035,.000000,.000000,.000000,.768045,.768035,50.993397,50.996724,18.169156,18.169156,.000000,.000000,.768035,.568045
