 JDAY =    49.1378851548548     
QIN(JB):,.530000,.000000,.000000,.000000,
QTR:,.000000,.000000,.000000,
QDT(JB):,.000000,.000000,.000000,.000000,
QWD:,
QSUM(JB):,.000000,.000000,.000000,.000000,
QGT:,
QPI:,
QPU:,
QSP:,

SEG,BRANCH,ACTIVE,KT,WSE,SZ,Z,Q,QC,QERR,H2KT,H1KT,BHR1,BHR2,T1,T2,SUKT,UKT,AVHR,SELWS
162,1,A,10,.007762,-.107795,-.107762,-1.495461,-1.495558,-.006444,.207795,.207762,14.138006,14.140966,17.634342,17.634342,-.076068,-.075581,.207567,.007795
163,1,A,10,.007373,-.107417,-.107373,-1.446545,-1.446616,-.004897,.207417,.207373,14.459901,14.464009,17.636429,17.636429,-.077296,-.076729,.207220,.007417
164,1,A,10,.007068,-.107114,-.107068,-1.372221,-1.372325,-.007560,.207114,.207068,15.352768,15.356785,17.638101,17.638101,-.065586,-.065053,.206837,.007114
165,1,A,10,.006607,-.106645,-.106607,-1.325222,-1.326086,-.065172,.206645,.206607,15.226805,15.229301,17.639493,17.639493,-.060361,-.059848,.206313,.006645
166,1,A,10,.006018,-.106043,-.106018,-1.297017,-1.297450,-.033398,.206043,.206018,13.797326,13.798575,17.640613,17.640613,-.050039,-.049651,.205786,.006043
167,1,A,10,.005554,-.105564,-.105554,-1.288448,-1.288589,-.010961,.205564,.205554,14.558795,14.558762,17.641531,17.641531,-.035703,-.035429,.205316,.005564
168,1,A,10,.005079,-.105072,-.105079,-1.298293,-1.298450,-.012034,.205072,.205079,15.656093,15.654755,17.642391,17.642391,-.031691,-.031461,.204848,.005072
169,1,A,10,.004617,-.104589,-.104617,-1.327481,-1.328734,-.094379,.204589,.204617,12.506937,12.504552,17.643515,17.643515,-.045859,-.045604,.204417,.004589
170,1,A,10,.004217,-.104168,-.104217,-1.368382,-1.370003,-.118461,.204168,.204217,11.211363,11.207506,17.644972,17.644972,-.052068,-.051916,.204128,.004168
171,1,A,10,.004038,-.103973,-.104038,-1.444484,-1.444449,.002423,.203973,.204038,13.093571,13.087781,17.646593,17.646593,-.041863,-.041955,.204132,.003973
172,1,A,10,.004226,-.104142,-.104226,-1.543793,-1.543702,.005900,.204142,.204226,16.809730,16.801328,17.648344,17.648344,-.034893,-.035114,.204374,.004142
173,1,A,10,.004523,-.104419,-.104523,-1.696667,-1.696490,.010452,.204419,.204523,17.715425,17.705202,17.650016,17.650016,-.035706,-.036020,.204767,.004419
174,1,A,10,.005011,-.104884,-.105011,-1.850629,-1.850396,.012620,.204884,.205011,17.321095,17.306125,17.651309,17.651309,-.039054,-.039462,.205339,.004884
175,1,A,10,.005668,-.105454,-.105668,-2.146610,-2.145596,.047223,.205454,.205668,19.455930,19.379252,17.651752,17.651752,-.036819,-.038270,.206780,.005454
176,1,A,10,.007893,-.106579,-.107893,-4.170330,-4.150752,.469449,.206579,.207893,21.083573,20.441937,17.651827,17.651827,-.048877,-.068679,.219262,.006579
177,1,A,10,.030631,-.118564,-.130631,-21.488388,-21.394665,.436157,.218564,.230631,19.430138,18.627863,17.651983,17.651983,-.390863,-.638753,.265273,.018564
178,1,A,10,.099914,-.192053,-.199914,-56.474162,-28.218997,50.032023,.292053,.299914,10.749317,9.278146,17.652677,17.652677,-2.614469,-3.208779,.148782,.092053
179,1,A,10,-.202350,.058882,.102350,10.522399,-65.529780,722.764614,.041118,-.002350,5.735482,4.877737,17.674353,17.674353,-6.433527,-4.772322,.089279,-.158882
180,1,A,10,-.019091,-.099982,-.080909,12.032945,-53.951322,548.363395,.199982,.180909,10.158593,10.149122,17.685478,17.685478,-.088913,-1.652839,.213111,-.000018
181,1,A,10,.045312,-.131438,-.145312,.215016,-65.813909,30708.864630,.231438,.245312,12.443516,11.969864,17.654336,17.654336,-.015213,-1.188190,.228424,.031438
182,1,A,10,.011535,-.109155,-.111535,-2.157065,-68.160888,-3059.889915,.209155,.211535,21.527389,21.443645,17.655299,17.655299,-.010756,-.824863,.209404,.009155
183,1,A,10,.007273,-.107208,-.107273,-2.325028,-68.326240,-2838.727522,.207208,.207273,22.244408,22.241248,17.656434,17.656434,-.004828,-.888525,.206863,.007208
184,1,A,10,.006454,-.106515,-.106454,-2.255176,-68.255704,-2926.624547,.206515,.206454,12.204957,12.210711,17.657489,17.657489,-.005293,-1.655738,.205772,.006515
185,1,A,10,.005089,-.105168,-.105089,-2.153016,-68.153604,-3065.493992,.205168,.205089,11.243973,11.251122,17.659104,17.659104,-.000552,-1.857256,.204239,.005168
186,1,A,10,.003389,-.103471,-.103389,-2.040621,-68.041205,-3234.338182,.203471,.203389,11.462406,11.468544,17.660939,17.660939,-.001102,-2.069904,.202495,.003471
187,1,A,10,.001601,-.101663,-.101601,-1.968989,-67.969474,-3351.999422,.201663,.201601,11.089787,11.092331,17.663725,17.663725,.005486,-2.200392,.200892,.001663
188,1,A,10,.000182,-.100186,-.100182,-1.964596,-67.964902,-3359.485019,.200186,.200182,9.058698,9.057793,17.673928,17.673928,-.016768,-2.484464,.199902,.000186
189,1,A,10,-.000379,-.099582,-.099621,-1.996239,-67.996612,-3306.236802,.199582,.199621,8.330402,8.327228,17.706430,17.706430,-.007274,-1.816966,.199529,-.000418
190,1,A,10,-.000563,-.099344,-.099437,-2.059943,-68.060103,-3203.980214,.199344,.199437,13.129445,13.123355,17.707588,17.707588,.014807,-1.145237,.199362,-.000656
191,1,A,10,-.000713,-.099195,-.099287,-2.174335,-68.179316,-3035.639237,.199195,.199287,19.485425,19.475002,17.717739,17.717739,.000603,-.958235,.198045,-.000805
192,1,A,10,-.003197,-.096686,-.096803,4.796872,-60.384324,1358.827127,.196686,.196803,20.494895,20.487765,18.177993,18.177993,-.099453,-.903338,.192624,-.003314
193,1,A,10,-.011555,-.088433,-.088445,5.590214,-60.404767,1180.544834,.188433,.188445,14.336181,14.333782,18.162508,18.162508,-.076176,-1.091324,.190817,-.011567
194,1,A,10,-.006811,-.093126,-.093189,5.543737,-60.456309,1190.533541,.193126,.193189,10.254041,10.252853,18.164155,18.164155,.097686,-1.432845,.193147,-.006874
195,1,A,10,-.006896,-.093123,-.093104,5.559386,-60.440413,1187.177798,.193123,.193104,11.491917,11.494539,18.162110,18.162110,.098861,-1.270374,.193234,-.006877
196,1,A,10,-.006636,-.093432,-.093364,5.621474,-60.377645,1174.053682,.193432,.193364,14.862353,14.868546,18.162112,18.162112,.087994,-1.017534,.193421,-.006568
197,1,A,10,-.006522,-.093567,-.093478,5.744718,-60.254613,1148.869829,.193567,.193478,19.672999,19.682307,18.163564,18.163564,.080443,-.817741,.193505,-.006433
198,1,A,10,-.006467,-.093627,-.093533,5.901640,-60.098388,1118.333632,.193627,.193533,20.464684,20.474480,18.166576,18.166576,.085958,-.801011,.193461,-.006373
199,1,A,10,-.006610,-.093478,-.093390,6.024981,-59.960728,1095.201927,.193478,.193390,14.698011,14.704402,18.171255,18.171255,.137689,-1.083312,.193244,-.006522
200,1,A,10,-.006902,-.093167,-.093098,6.074603,-59.906657,1086.182268,.193167,.193098,14.049736,14.053547,18.173132,18.173132,.150970,-1.266828,.192418,-.006833
201,1,A,10,-.008261,-.091782,-.091739,6.153344,-59.846405,1072.583367,.191782,.191739,13.394800,13.397062,18.177694,18.177694,.166415,-1.409363,.191935,-.008218
202,1,A,10,-.007870,-.092140,-.092130,6.162940,-59.838798,1070.945637,.192140,.192130,7.872830,7.872229,18.180325,18.180325,.277991,-2.490073,.189729,-.007860
203,1,A,10,-.012671,-.087284,-.087329,6.136102,-59.864439,1075.610301,.187284,.187329,7.949814,7.946910,18.182055,18.182055,.242428,-2.158397,.186698,-.012716
204,1,A,10,-.013933,-.085981,-.086067,6.073546,-59.925900,1086.670754,.185981,.186067,7.786655,7.781957,18.184594,18.184594,.238984,-2.040824,.186679,-.014019
205,1,A,10,-.012708,-.087146,-.087292,5.994932,-60.005383,1100.935126,.187146,.187292,8.359157,8.347617,18.186498,18.186498,.226965,-2.049154,.186946,-.012854
206,1,A,10,-.013399,-.086269,-.086601,5.726289,-60.272080,1152.550521,.186269,.186601,10.691638,10.656278,18.188913,18.188913,.186542,-1.673843,.188035,-.013731
207,1,A,10,-.010530,-.088589,-.089470,4.928583,-61.066158,1339.020527,.188589,.189470,11.009707,10.922623,18.191082,18.191082,.160889,-1.632256,.193606,-.011411
208,1,A,10,-.002258,-.095605,-.097742,3.104262,-62.884596,2125.750024,.195605,.197742,12.153084,11.970460,18.192521,18.192521,.109301,-1.644495,.205978,-.004395
209,1,A,10,.014213,-.110704,-.114213,-.559961,-66.544872,-11783.835025,.210704,.214213,17.113975,16.863613,18.192856,18.192856,.014527,-1.345420,.223144,.010704
210,1,A,10,.032076,-.129354,-.132076,-4.396550,-70.395456,-1501.152256,.229354,.232076,24.890542,24.760783,18.192715,18.192715,-.049060,-.967415,.232493,.029354
211,1,A,10,.032910,-.132888,-.132910,-4.425313,-70.437642,-1491.698624,.232888,.232910,27.727341,27.741438,18.185328,18.185328,-.041525,-.764435,.228305,.032888
212,1,A,10,.023700,-.123964,-.123700,-3.965232,-69.972542,-1664.652111,.223964,.223700,24.669908,24.680654,18.180464,18.180464,-.015160,-.714079,.221121,.023964
213,1,A,10,.018543,-.118453,-.118543,-4.110285,-70.115251,-1605.848790,.218453,.218543,30.834379,30.815599,18.178793,18.178793,.043320,-.452511,.217428,.018453
214,1,A,10,.016314,-.116156,-.116314,-4.536936,-70.535945,-1454.704412,.216156,.216314,38.623420,38.609396,18.120773,18.120773,.085182,-.298126,.216657,.016156
215,1,A,10,.017000,-.117000,-.117000,.000000,.000000,.000000,.217000,.217000,38.684590,38.684590,17.900000,17.900000,.000000,.000000,.217000,.017000
216,2,I,10,2.000000,-.681187,-.681176,.000000,.000000,.000000,.781187,.781176,55.987739,55.988520,22.800000,22.800000,.000000,.000000,.781176,2.000000
217,2,A,10,.581176,-.681187,-.681176,.011723,.011725,-.014943,.781187,.781176,79.352514,79.353650,17.695947,17.695947,.000035,.000035,.781176,.581187
218,2,A,10,.581176,-.681187,-.681176,.034069,.034075,-.016532,.781187,.781176,105.787271,105.788809,17.696189,17.696189,.000112,.000112,.781177,.581187
219,2,A,10,.581177,-.681188,-.681177,.057866,.057871,-.007581,.781188,.781177,68.199205,68.200196,17.696718,17.696718,.000410,.000410,.781177,.581188
220,2,A,10,.581177,-.681187,-.681177,.063818,.063823,-.008024,.781187,.781177,41.547755,41.548365,17.698184,17.698184,.000785,.000785,.781176,.581187
221,2,A,10,.581175,-.681185,-.681175,.076166,.076176,-.013458,.781185,.781175,69.085888,69.086915,17.701045,17.701045,.000478,.000478,.781176,.581185
222,2,A,10,.581176,-.681187,-.681176,.094605,.094617,-.012718,.781187,.781176,79.275109,79.276281,17.703046,17.703046,.000499,.000499,.781177,.581187
223,2,A,10,.581178,-.681189,-.681178,.111308,.111319,-.009485,.781189,.781178,61.006004,61.006906,17.704987,17.704987,.000894,.000893,.781178,.581189
224,2,A,10,.581178,-.681189,-.681178,.121659,.121670,-.009467,.781189,.781178,49.608734,49.609512,17.707943,17.707943,.001360,.001360,.781178,.581189
225,2,A,10,.581177,-.681188,-.681177,.134632,.134650,-.013485,.781188,.781177,58.950595,58.951580,17.712447,17.712447,.001250,.001250,.781178,.581188
226,2,A,10,.581179,-.681189,-.681179,.151206,.151225,-.013004,.781189,.781179,61.869599,61.870630,17.717247,17.717247,.001272,.001272,.781179,.581189
227,2,A,10,.581180,-.681190,-.681180,.165551,.165571,-.012342,.781190,.781180,70.792201,70.793430,17.722565,17.722565,.001144,.001144,.781180,.581190
228,2,A,10,.581179,-.681190,-.681179,.188088,.188113,-.013629,.781190,.781179,110.587822,110.589725,17.727724,17.727724,.000743,.000743,.781181,.581190
229,2,A,10,.581182,-.681192,-.681182,.222618,.222637,-.008335,.781192,.781182,114.606156,114.608013,17.730845,17.730845,.000851,.000851,.781182,.581192
230,2,A,10,.581183,-.681194,-.681183,.243808,.243818,-.004225,.781194,.781183,90.527350,90.528840,17.733059,17.733059,.001332,.001332,.781183,.581194
231,2,A,10,.581182,-.681193,-.681182,.267321,.267336,-.005515,.781193,.781182,104.135250,104.137254,17.735425,17.735425,.001431,.001431,.781183,.581193
232,2,A,10,.581184,-.681194,-.681184,.303918,.303931,-.004441,.781194,.781184,103.842124,103.844193,17.737310,17.737310,.001756,.001756,.781185,.581194
233,2,A,10,.581186,-.681196,-.681186,.329409,.329416,-.002047,.781196,.781186,77.307688,77.309203,17.738831,17.738831,.002661,.002661,.781185,.581196
234,2,A,10,.581184,-.681195,-.681184,.349364,.349366,-.000811,.781195,.781184,66.959487,66.961017,17.740700,17.740700,.003308,.003308,.781182,.581195
235,2,A,10,.581179,-.681190,-.681179,.375289,.375309,-.005292,.781190,.781179,105.073946,105.076940,17.743308,17.743308,.002263,.002262,.781181,.581190
236,2,A,10,.581183,-.681193,-.681183,.439161,.439181,-.004556,.781193,.781183,118.821932,118.825463,17.745228,17.745228,.002451,.002451,.781185,.581193
237,2,A,10,.581187,-.681198,-.681187,.481257,.481255,.000517,.781198,.781187,80.909165,80.911489,17.746550,17.746550,.004169,.004169,.781184,.581198
238,2,A,10,.581181,-.681191,-.681181,.508890,.508896,-.001142,.781191,.781181,77.042744,77.045192,17.748378,17.748378,.004495,.004495,.781179,.581191
239,2,A,10,.581178,-.681188,-.681178,.554669,.554700,-.005661,.781188,.781178,90.819315,90.822224,17.750885,17.750885,.004075,.004075,.781179,.581188
240,2,A,10,.581181,-.681191,-.681181,.596164,.596180,-.002565,.781191,.781181,90.584331,90.587029,17.753635,17.753635,.004423,.004422,.781180,.581191
241,2,A,10,.581179,-.681189,-.681179,.635625,.635651,-.004094,.781189,.781179,104.299074,104.302048,17.757347,17.757347,.004134,.004134,.781178,.581189
242,2,A,10,.581178,-.681188,-.681178,.685349,.685395,-.006680,.781188,.781178,134.786280,134.789905,17.762164,17.762164,.003414,.003413,.781179,.581188
243,2,A,10,.581181,-.681191,-.681181,.744351,.744389,-.005133,.781191,.781181,145.516844,145.520510,17.767116,17.767116,.003452,.003451,.781180,.581191
244,2,A,10,.581180,-.681190,-.681180,.795330,.795394,-.008093,.781190,.781180,186.479092,186.483949,17.772382,17.772382,.002781,.002780,.781182,.581190
245,2,A,10,.581185,-.681196,-.681185,.890056,.890093,-.004082,.781196,.781185,165.609402,165.613878,17.776720,17.776720,.003495,.003494,.781187,.581196
246,2,A,10,.581190,-.681200,-.681190,.929685,.929673,.001322,.781200,.781190,88.891566,88.893890,17.779034,17.779034,.007100,.007100,.781183,.581200
247,2,A,10,.581177,-.681187,-.681177,.959821,.959822,-.000159,.781187,.781177,76.684890,76.686879,17.781662,17.781662,.008380,.008379,.781174,.581187
248,2,A,10,.581171,-.681181,-.681171,.989317,.989326,-.000863,.781181,.781171,70.685804,70.687414,17.784496,17.784496,.008665,.008664,.781170,.581181
249,2,A,10,.581170,-.681180,-.681170,1.008087,1.008114,-.002634,.781180,.781170,66.233298,66.234570,17.787343,17.787343,.008632,.008631,.781175,.581180
250,2,A,10,.581180,-.681190,-.681180,1.027502,1.027496,.000537,.781190,.781180,47.747466,47.748417,17.789929,17.789929,.011841,.011840,.781176,.581190
251,2,A,10,.581173,-.681183,-.681173,1.036678,1.036646,.003023,.781183,.781173,34.363511,34.364219,17.791472,17.791472,.015046,.015045,.781156,.581183
252,2,A,10,.581139,-.681149,-.681139,1.048716,1.048738,-.002047,.781149,.781139,42.034341,42.035253,17.793874,17.793874,.011976,.011975,.781143,.581149
253,2,A,10,.581148,-.681158,-.681148,1.063999,1.064016,-.001647,.781158,.781148,53.950032,53.951642,17.796642,17.796642,.009993,.009993,.781151,.581158
254,2,A,10,.581153,-.681164,-.681153,1.097022,1.097036,-.001296,.781164,.781153,59.149741,59.151820,17.799582,17.799582,.010312,.010311,.781155,.581164
255,2,A,10,.581156,-.681166,-.681156,1.126409,1.126400,.000768,.781166,.781156,58.008729,58.010892,17.801966,17.801966,.011573,.011572,.781150,.581166
256,2,A,10,.581144,-.681155,-.681144,1.161906,1.161911,-.000416,.781155,.781144,56.197952,56.200014,17.804596,17.804596,.011652,.011651,.781144,.581155
257,2,A,10,.581143,-.681153,-.681143,1.188230,1.188234,-.000373,.781153,.781143,51.897681,51.899537,17.807039,17.807039,.012159,.012158,.781140,.581153
258,2,A,10,.581138,-.681148,-.681138,1.217501,1.217576,-.006143,.781148,.781138,50.907509,50.909478,17.809659,17.809659,.012960,.012959,.781134,.581148
259,2,A,10,.581131,-.681141,-.681131,1.247320,1.247317,.000195,.781141,.781131,51.752416,51.754237,17.812292,17.812292,.013049,.013049,.781128,.581141
260,2,A,10,.581124,-.681135,-.681124,1.272191,1.272198,-.000525,.781135,.781124,51.706763,51.708476,17.815170,17.815170,.013163,.013162,.781124,.581135
261,2,A,10,.581124,-.681135,-.681124,1.298682,1.298699,-.001282,.781135,.781124,50.659883,50.661640,17.817883,17.817883,.014006,.014005,.781120,.581135
262,2,A,10,.581116,-.681126,-.681116,1.324907,1.324925,-.001291,.781126,.781116,46.010735,46.012289,17.820752,17.820752,.014847,.014846,.781115,.581126
263,2,A,10,.581114,-.681125,-.681114,1.345352,1.345320,.002434,.781125,.781114,45.567332,45.568944,17.823181,17.823181,.015777,.015776,.781099,.581125
264,2,A,10,.581083,-.681094,-.681083,1.373252,1.373283,-.002219,.781094,.781083,67.753925,67.756226,17.826748,17.826748,.011138,.011137,.781087,.581094
265,2,A,10,.581091,-.681101,-.681091,1.414287,1.414331,-.003124,.781101,.781091,81.735540,81.737961,17.831193,17.831193,.009969,.009968,.781098,.581101
266,2,A,10,.581105,-.681115,-.681105,1.445923,1.445915,.000508,.781115,.781105,70.985934,70.987797,17.834552,17.834552,.012601,.012600,.781101,.581115
267,2,A,10,.581097,-.681107,-.681097,1.470132,1.470213,-.005518,.781107,.781097,71.270707,71.272582,17.836871,17.836871,.013957,.013956,.781097,.581107
268,2,A,10,.581097,-.681108,-.681097,1.502149,1.502147,.000174,.781108,.781097,58.042412,58.043946,17.839665,17.839665,.017825,.017824,.781095,.581108
269,2,A,10,.581092,-.681103,-.681092,1.516297,1.516231,.004326,.781103,.781092,44.071410,44.072701,17.841240,17.841240,.023031,.023030,.781059,.581103
270,2,A,10,.581027,-.681037,-.681027,1.540805,1.540854,-.003211,.781037,.781027,46.494336,46.495862,17.843425,17.843425,.021643,.021642,.781035,.581037
271,2,A,10,.581044,-.681054,-.681044,1.562036,1.561994,.002687,.781054,.781044,37.853891,37.855244,17.845285,17.845285,.026484,.026483,.781020,.581054
272,2,A,10,.580996,-.681006,-.680996,1.581448,1.581438,.000667,.781006,.780996,34.188238,34.189563,17.846938,17.846938,.029419,.029417,.780966,.581006
273,2,A,10,.580936,-.680946,-.680936,1.601792,1.601755,.002290,.780946,.780936,33.157460,33.158784,17.848672,17.848672,.029523,.029521,.780912,.580946
274,2,A,10,.580888,-.680899,-.680888,1.621152,1.621148,.000240,.780899,.780888,35.885406,35.886845,17.850491,17.850491,.026645,.026643,.780884,.580899
275,2,A,10,.580879,-.680890,-.680879,1.644942,1.644930,.000737,.780890,.780879,29.562343,29.563491,17.853018,17.853018,.033666,.033664,.780871,.580890
276,2,A,10,.580863,-.680873,-.680863,1.655731,1.655606,.007580,.780873,.780863,21.759572,21.760371,17.853231,17.853231,.050664,.050661,.780696,.580873
277,2,A,10,.580530,-.680540,-.680530,1.668889,1.668894,-.000313,.780540,.780530,36.712978,36.714380,17.854303,17.854303,.028283,.028281,.780530,.580540
278,2,A,10,.580530,-.680541,-.680530,1.697601,1.697665,-.003782,.780541,.780530,57.665656,57.667969,17.857174,17.857174,.017659,.017658,.780550,.580541
279,2,A,10,.580570,-.680581,-.680570,1.738277,1.738284,-.000364,.780581,.780570,63.639445,63.641968,17.860415,17.860415,.017020,.017019,.780571,.580581
280,2,A,10,.580571,-.680581,-.680571,1.773338,1.773331,.000388,.780581,.780571,66.733207,66.735877,17.862576,17.862576,.018246,.018245,.780556,.580581
281,2,A,10,.580540,-.680551,-.680540,1.818413,1.818407,.000349,.780551,.780540,82.459584,82.462925,17.865788,17.865788,.015588,.015587,.780534,.580551
282,2,A,10,.580528,-.680538,-.680528,1.873531,1.873564,-.001772,.780538,.780528,103.071665,103.075855,17.870449,17.870449,.012572,.012571,.780530,.580538
283,2,A,10,.580532,-.680543,-.680532,1.944002,1.944093,-.004654,.780543,.780532,113.765162,113.769845,17.875613,17.875613,.012167,.012166,.780532,.580543
284,2,A,10,.580532,-.680542,-.680532,2.014042,2.014054,-.000616,.780542,.780532,106.157234,106.161422,17.880659,17.880659,.013349,.013348,.780528,.580542
285,2,A,10,.580524,-.680535,-.680524,2.069756,2.069740,.000785,.780535,.780524,94.503452,94.507036,17.885159,17.885159,.014979,.014978,.780516,.580535
286,2,A,10,.580509,-.680519,-.680509,2.121579,2.121577,.000102,.780519,.780509,89.783698,89.787056,17.889582,17.889582,.015674,.015673,.780503,.580519
287,2,A,10,.580498,-.680509,-.680498,2.170479,2.170495,-.000705,.780509,.780498,83.623480,83.626485,17.893913,17.893913,.016664,.016663,.780496,.580509
288,2,A,10,.580494,-.680504,-.680494,2.211757,2.211725,.001447,.780504,.780494,70.025635,70.028138,17.897789,17.897789,.019910,.019909,.780482,.580504
289,2,A,10,.580470,-.680480,-.680470,2.245623,2.245583,.001768,.780480,.780470,71.701825,71.704825,17.900897,17.900897,.020315,.020314,.780455,.580480
290,2,A,10,.580440,-.680450,-.680440,2.301664,2.301732,-.002970,.780450,.780440,69.479039,69.481962,17.904688,17.904688,.021622,.021621,.780437,.580450
291,2,A,10,.580435,-.680446,-.680435,2.333337,2.333274,.002716,.780446,.780435,57.868596,57.870840,17.907292,17.907292,.026586,.026585,.780404,.580446
292,2,A,10,.580373,-.680384,-.680373,2.368888,2.369061,-.007314,.780384,.780373,55.034780,55.036905,17.909620,17.909620,.029261,.029259,.780352,.580384
293,2,A,10,.580331,-.680342,-.680331,2.397072,2.397012,.002466,.780342,.780331,56.807035,56.809112,17.911617,17.911617,.028730,.028728,.780307,.580342
294,2,A,10,.580282,-.680293,-.680282,2.431359,2.431350,.000392,.780293,.780282,62.836678,62.838997,17.913608,17.913608,.027035,.027033,.780277,.580293
295,2,A,10,.580271,-.680281,-.680271,2.466624,2.466580,.001770,.780281,.780271,64.550028,64.552489,17.915241,17.915241,.027613,.027612,.780253,.580281
296,2,A,10,.580235,-.680246,-.680235,2.505245,2.505193,.002102,.780246,.780235,56.798737,56.800902,17.917195,17.917195,.030910,.030908,.780210,.580246
297,2,A,10,.580184,-.680194,-.680184,2.531592,2.531509,.003250,.780194,.780184,63.744598,63.747245,17.918764,17.918764,.026865,.026863,.780154,.580194
298,2,A,10,.580123,-.680134,-.680123,2.584566,2.584599,-.001296,.780134,.780123,66.575700,66.578473,17.921321,17.921321,.024752,.024750,.780132,.580134
299,2,A,10,.580142,-.680152,-.680142,2.614781,2.614687,.003572,.780152,.780142,56.103169,56.105450,17.923154,17.923154,.028475,.028473,.780105,.580152
300,2,A,10,.580069,-.680079,-.680069,2.653067,2.653038,.001092,.780079,.780069,54.249093,54.251402,17.925185,17.925185,.029572,.029570,.780055,.580079
301,2,A,10,.580041,-.680052,-.680041,2.683439,2.683939,-.018642,.780052,.780041,47.849141,47.851136,17.926847,17.926847,.034251,.034249,.780007,.580052
302,2,A,10,.579974,-.679984,-.679974,2.712943,2.712901,.001553,.779984,.779974,45.443045,45.444866,17.928137,17.928137,.037894,.037892,.779932,.579984
303,2,A,10,.579891,-.679901,-.679891,2.738660,2.738565,.003448,.779901,.779891,44.107577,44.109221,17.929162,17.929162,.040679,.040676,.779845,.579901
304,2,A,10,.579799,-.679810,-.679799,2.762306,2.762235,.002554,.779810,.779799,49.032222,49.033932,17.929962,17.929962,.037665,.037662,.779768,.579810
305,2,A,10,.579737,-.679747,-.679737,2.789799,2.789852,-.001889,.779747,.779737,58.286325,58.288366,17.930940,17.930940,.032820,.032818,.779733,.579747
306,2,A,10,.579729,-.679739,-.679729,2.823115,2.823473,-.012701,.779739,.779729,60.829448,60.831558,17.931405,17.931405,.033173,.033171,.779717,.579739
307,2,A,10,.579705,-.679715,-.679705,2.853250,2.853172,.002711,.779715,.779705,55.712909,55.714825,17.932336,17.932336,.036415,.036413,.779673,.579715
308,2,A,10,.579641,-.679652,-.679641,2.880958,2.880925,.001152,.779652,.779641,59.135074,59.137330,17.933016,17.933016,.034913,.034911,.779607,.579652
309,2,A,10,.579573,-.679584,-.679573,2.920234,2.920855,-.021297,.779584,.779573,56.826999,56.829245,17.934057,17.934057,.037031,.037029,.779561,.579584
310,2,A,10,.579548,-.679559,-.679548,2.948473,2.948296,.006019,.779559,.779548,51.815715,51.817891,17.934695,17.934695,.040254,.040252,.779472,.579559
311,2,A,10,.579396,-.679406,-.679396,2.985689,2.986110,-.014130,.779406,.779396,61.285629,61.288452,17.935575,17.935575,.034723,.034720,.779376,.579406
312,2,A,10,.579356,-.679366,-.679356,3.033071,3.032988,.002724,.779366,.779356,65.911518,65.914667,17.936441,17.936441,.033351,.033349,.779326,.579366
313,2,A,10,.579296,-.679306,-.679296,3.080167,3.080568,-.013013,.779306,.779296,75.164253,75.167914,17.937294,17.937294,.030964,.030962,.779259,.579306
314,2,A,10,.579222,-.679232,-.679222,3.142825,3.142815,.000345,.779232,.779222,82.930470,82.934438,17.939329,17.939329,.027768,.027766,.779216,.579232
315,2,A,10,.579211,-.679221,-.679211,3.199719,3.199610,.003401,.779221,.779211,67.152571,67.155618,17.941689,17.941689,.034400,.034397,.779171,.579221
316,2,A,10,.579131,-.679142,-.679131,3.234514,3.234241,.008432,.779142,.779131,56.681562,56.684261,17.943112,17.943112,.042282,.042280,.779014,.579142
317,2,A,10,.578896,-.678906,-.678896,3.280669,3.280585,.002566,.778906,.778896,61.768137,61.771223,17.945100,17.945100,.036266,.036263,.778863,.578906
318,2,A,10,.578829,-.678840,-.678829,3.326866,3.326822,.001313,.778840,.778829,61.588226,61.591172,17.947503,17.947503,.033935,.033932,.778812,.578840
319,2,A,10,.578794,-.678804,-.678794,3.369135,3.368985,.004444,.778804,.778794,53.664209,53.666763,17.949911,17.949911,.040050,.040046,.778732,.578804
320,2,A,10,.578670,-.678681,-.678670,3.403406,3.403448,-.001219,.778681,.778670,48.038194,48.040611,17.951933,17.951933,.044359,.044355,.778581,.578681
321,2,A,10,.578492,-.678502,-.678492,3.441669,3.441511,.004598,.778502,.778492,49.710998,49.713563,17.954007,17.954007,.043617,.043613,.778421,.578502
322,2,A,10,.578351,-.678361,-.678351,3.480473,3.480399,.002149,.778361,.778351,57.098665,57.101386,17.956159,17.956159,.038748,.038743,.778311,.578361
323,2,A,10,.578271,-.678282,-.678271,3.523197,3.523144,.001484,.778282,.778271,54.532770,54.535231,17.959085,17.959085,.040407,.040403,.778248,.578282
324,2,A,10,.578225,-.678235,-.678225,3.554452,3.554215,.006668,.778235,.778225,47.340593,47.342843,17.961383,17.961383,.047002,.046997,.778118,.578235
325,2,A,10,.578012,-.678022,-.678012,3.590360,3.590641,-.007834,.778022,.778012,48.145284,48.147645,17.963624,17.963624,.047862,.047856,.777948,.578022
326,2,A,10,.577884,-.677894,-.677884,3.625232,3.625017,.005949,.777894,.777884,45.490583,45.492819,17.965932,17.965932,.052656,.052652,.777777,.577894
327,2,A,10,.577671,-.677681,-.677671,3.657734,3.657727,.000188,.777681,.777671,62.262384,62.265557,17.967504,17.967504,.041291,.041287,.777599,.577681
328,2,A,10,.577528,-.677538,-.677528,3.720097,3.720184,-.002334,.777538,.777528,83.306074,83.310175,17.971101,17.971101,.033384,.033381,.777527,.577538
329,2,A,10,.577526,-.677536,-.677526,3.778457,3.780736,-.060316,.777536,.777526,104.152379,104.158006,17.973467,17.973467,.031331,.031330,.777488,.577536
