$City of Spokane WWTP Outflow, m3/s, 01/01/2001 to 12/31/2001,
,
Jday,Q
345.5,1.627
346.5,1.6
347.5,2.952
348.5,2.446
349.5,2.021
350.5,2.2
351.5,2.066
352.5,1.933
353.5,1.861
354.5,1.81
355.5,1.801
356.5,1.787
357.5,1.702
358.5,1.728
359.5,1.559
360.5,1.69
361.5,1.695
362.5,1.684
363.5,1.612
364.5,1.588
365.5,1.642
