JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),            TDS,           Gen1,           Gen2,           Gen3,           ISS1,            PO4,            NH4,            NO3,             DO,     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),DODOM   (kg/d),DOREAR  (kg/d),DOSED   (kg/d),DOSOD   (kg/d),PLIM_ALG1           ,NLIM_ALG1           ,LLIM_ALG1           ,
    34.602,   360.000,     3.817,    10.368,    -0.009,     0.081,     0.000,     0.752,     3.816,    33.600,     1.000,     0.000,     9.493,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.708,          30.2,          0.00,          2.48,          158.,         0.159,          50.0,          75.8,          1.03,          10.3,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.664E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    34.800,   360.000,     3.773,    10.347,    -0.010,    -0.115,     0.000,     0.751,     3.772,    33.600,     1.000,     0.000,     9.587,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.760,          29.9,          0.00,          2.68,          134.,         0.120,          50.0,          74.3,          1.03,          10.3,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.622E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    35.000,   360.000,     3.670,    10.380,    -0.005,     0.263,     0.000,     0.751,     3.669,    33.600,     1.000,     0.000,     9.710,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.904,          30.3,          0.00,          2.88,          108.,         0.116,          50.0,          72.5,          1.04,          10.3,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.630E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    35.201,   360.000,     3.423,    10.495,    -0.017,    -0.308,     0.000,     0.751,     3.422,    28.500,     1.000,     0.000,     9.855,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.296,          31.8,          0.00,          3.09,          82.3,         0.100,          50.0,          70.3,          1.08,          10.5,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.401E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    35.400,   360.000,     3.427,    10.840,    -0.016,     0.072,     0.000,     0.751,     3.426,    28.500,     1.000,     0.000,    10.158,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.281,          36.3,          0.00,          3.32,          50.9,         0.107,          50.0,          67.0,          1.19,          10.8,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.200E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    35.602,   360.000,     3.292,    11.053,    -0.011,     0.281,     0.000,     0.751,     3.291,    28.500,     1.000,     0.000,    10.340,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.587,          39.1,          0.00,          3.54,          33.0,         0.134,          50.0,          64.2,          1.25,          10.8,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.120E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    35.800,   360.000,     3.217,    11.192,    -0.014,    -0.157,     0.000,     0.751,     3.216,    28.500,     1.000,     0.000,    10.510,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.653,          40.8,          0.00,          3.75,          22.6,         0.131,          50.0,          61.9,          1.30,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.636E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    36.000,   360.000,     3.217,    11.283,    -0.009,     0.118,     0.000,     0.751,     3.216,    28.500,     1.000,     0.000,    10.680,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.652,          42.0,          0.00,          3.96,          16.1,         0.128,          50.0,          59.8,          1.33,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.291E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    36.201,   360.000,     3.050,    11.325,    -0.005,     0.359,     0.000,     0.751,     3.049,    27.200,     1.000,     0.000,    10.763,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.798,          42.6,          0.00,          4.16,          12.3,         0.105,          50.0,          58.1,          1.34,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.147E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    36.400,   360.000,     3.029,    11.393,    -0.010,     0.008,     0.000,     0.751,     3.028,    27.200,     1.000,     0.000,    10.881,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.831,          43.4,          0.00,          4.37,          8.95,     0.984E-01,          50.0,          56.2,          1.36,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.165E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    36.602,   360.000,     2.829,    11.442,    -0.003,     0.475,     0.000,     0.751,     2.828,    27.200,     1.000,     0.000,    10.957,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.243,          44.0,          0.00,          4.57,          6.69,     0.754E-01,          50.0,          54.5,          1.38,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.347E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    36.800,   360.000,     2.638,    11.450,    -0.008,     0.054,     0.000,     0.751,     2.637,    27.200,     1.000,     0.000,    11.024,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.635,          44.1,          0.00,          4.77,          5.46,     0.824E-01,          50.0,          53.0,          1.38,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.403E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    37.000,   360.000,     2.617,    11.539,    -0.006,     0.093,     0.000,     0.751,     2.616,    27.200,     1.000,     0.000,    11.135,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.654,          45.3,          0.00,          4.97,          3.75,     0.780E-01,          50.0,          51.1,          1.41,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.884E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    37.201,   360.000,     2.378,    11.557,    -0.000,     0.359,     0.000,     0.751,     2.377,    25.600,     1.000,     0.000,    11.166,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.892,          45.5,          0.00,          5.18,          2.97,     0.583E-01,          50.0,          49.7,          1.42,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.791E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    37.400,   360.000,     2.456,    11.669,    -0.014,    -0.287,     0.000,     0.751,     2.455,    27.200,     1.000,     0.000,    11.290,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.841,          46.9,          0.00,          5.38,          1.83,     0.529E-01,          50.0,          47.8,          1.45,          11.1,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.137E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    37.602,   360.000,     2.491,    11.696,    -0.002,     0.209,     0.000,     0.750,     2.490,    27.200,     1.000,     0.000,    11.342,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.786,          46.6,          0.00,          5.49,          48.9,     0.453E-01,          50.0,          47.1,          1.45,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.867E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    37.800,   360.000,     2.374,    11.680,    -0.002,     0.125,     0.000,     0.750,     2.373,    25.600,     1.000,     0.000,    11.338,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.904,          46.1,          0.00,          5.63,          62.2,     0.330E-01,          50.0,          46.4,          1.44,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.408E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.000,   360.000,     2.434,    11.690,    -0.001,     0.182,     0.000,     0.750,     2.433,    25.600,     1.000,     0.000,    11.376,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.815,          45.8,          0.00,          5.76,          74.5,     0.281E-01,          50.0,          45.6,          1.43,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.153E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.201,   360.000,     2.197,    11.680,     0.000,     0.206,     0.000,     0.750,     2.196,    25.600,     1.000,     0.000,    11.387,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.338,          45.7,          0.00,          5.97,          58.8,     0.177E-01,          50.0,          44.3,          1.43,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.960E-01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.400,   134.889,     2.284,    11.718,    -0.019,    -0.605,     0.000,     0.750,     2.283,    25.600,     1.000,     0.000,    11.457,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.089,          46.2,          0.00,          6.17,          48.0,     0.148E-01,          50.0,          43.0,          1.44,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.243E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.602,   360.000,     2.446,    11.689,     0.005,     0.247,     0.000,     0.750,     2.445,    27.200,     1.000,     0.000,    11.458,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.846,          44.9,          0.00,          6.15,          136.,     0.141E-01,          50.0,          43.6,          1.41,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.846E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.800,   360.000,     2.376,    11.656,     0.012,     0.235,     0.000,     0.750,     2.375,    25.600,     1.000,     0.000,    11.376,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.897,          44.3,          0.00,          6.29,          135.,     0.106E-01,          50.0,          43.0,          1.40,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.108E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.000,   360.000,     2.434,    11.600,     0.006,    -0.159,     0.000,     0.750,     2.433,    25.600,     1.000,     0.000,    11.207,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.817,          43.4,          0.00,          6.43,          131.,     0.892E-02,          50.0,          42.7,          1.37,          10.6,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.146E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.201,   360.000,     2.344,    11.585,     0.015,     0.278,     0.000,     0.750,     2.343,    25.600,     1.000,     0.000,    11.154,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.952,          43.7,          0.00,          6.73,          83.9,     0.612E-02,          50.0,          40.8,          1.38,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.110E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.400,   360.000,     2.359,    11.573,    -0.004,    -0.449,     0.000,     0.750,     2.358,    25.600,     1.000,     0.000,    11.132,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.942,          43.6,          0.00,          6.95,          66.5,     0.401E-02,          50.0,          39.7,          1.38,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.987E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.600,   360.000,     2.462,    11.541,     0.011,     0.276,     0.000,     0.750,     2.461,    27.200,     1.000,     0.000,    11.121,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.820,          42.7,          0.00,          7.05,          71.1,     0.311E-02,          50.0,          39.5,          1.36,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.144E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.800,   360.000,     2.337,    11.547,     0.011,     0.157,     0.000,     0.750,     2.336,    25.600,     1.000,     0.000,    11.091,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.966,          43.3,          0.00,          7.34,          45.5,     0.223E-02,          50.0,          37.8,          1.38,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.102E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.000,   360.000,     2.294,    11.535,     0.005,    -0.064,     0.000,     0.750,     2.293,    25.600,     1.000,     0.000,    11.055,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.061,          43.2,          0.00,          7.55,          36.6,     0.156E-02,          50.0,          36.8,          1.38,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.986E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.201,   360.000,     2.161,    11.524,     0.013,     0.399,     0.000,     0.750,     2.160,    25.600,     1.000,     0.000,    11.057,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.469,          43.0,          0.00,          7.75,          30.5,     0.106E-02,          50.0,          35.9,          1.37,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.985E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.400,   360.000,     1.971,    11.472,    -0.008,    -0.194,     0.000,     0.750,     1.970,    25.600,     1.000,     0.000,    11.073,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.156,          41.9,          0.00,          7.84,          33.2,     0.914E-03,          50.0,          35.9,          1.35,          10.6,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.152E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.602,   360.000,     2.174,    11.501,     0.001,     0.193,     0.000,     0.750,     2.173,    25.600,     1.000,     0.000,    11.201,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.775,          41.4,          0.00,          7.83,          65.6,     0.157E-02,          50.0,          36.2,          1.33,          10.6,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.195E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.800,   360.000,     1.999,    11.497,     0.007,     0.305,     0.000,     0.750,     1.998,    25.600,     1.000,     0.000,    11.180,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.075,          41.3,          0.00,          8.03,          58.6,     0.104E-02,          50.0,          35.3,          1.33,          10.6,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.165E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.000,   360.000,     1.828,    11.494,     0.004,     0.184,     0.000,     0.750,     1.827,    24.100,     1.000,     0.000,    11.166,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.612,          41.4,          0.00,          8.26,          45.3,     0.533E-03,          50.0,          34.2,          1.34,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.110E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.201,   360.000,     1.803,    11.510,     0.000,     0.133,     0.000,     0.750,     1.802,    24.100,     1.000,     0.000,    11.196,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.764,          41.6,          0.00,          8.43,          48.5,     0.370E-03,          50.0,          33.5,          1.34,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.865E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.400,   360.000,     1.555,    11.476,     0.006,     0.173,     0.000,     0.750,     1.554,    24.100,     1.000,     0.000,    11.183,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.500,          41.3,          0.00,          8.63,          32.3,     0.226E-03,          50.0,          32.6,          1.33,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.105E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.603,   285.826,     1.917,    11.545,    -0.015,    -0.532,     0.000,     0.750,     1.916,    25.600,     1.000,     0.000,    11.349,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.337,          41.6,          0.00,          8.59,          142.,     0.590E-03,          50.0,          33.3,          1.34,          10.5,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.243E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.800,   360.000,     1.883,    11.505,     0.010,     0.322,     0.000,     0.750,     1.882,    25.600,     1.000,     0.000,    11.259,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.429,          40.6,          0.00,          8.69,          141.,     0.333E-03,          50.0,          33.2,          1.32,          10.5,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.223E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.000,   360.000,     1.765,    11.483,    -0.008,    -0.199,     0.000,     0.750,     1.764,    24.100,     1.000,     0.000,    11.226,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     2.070,          40.3,          0.00,          8.85,          121.,     0.151E-03,          50.0,          32.6,          1.31,          10.6,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.158E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.201,   360.000,     1.972,    11.387,     0.006,     0.006,     0.000,     0.750,     1.971,    25.600,     1.000,     0.000,    11.026,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.142,          37.7,          0.00,          8.47,          207.,     0.140E-03,          50.0,          36.0,          1.25,          10.3,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.337E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.400,   360.000,     1.717,    11.418,     0.005,     0.333,     0.000,     0.750,     1.716,    24.100,     1.000,     0.000,    11.106,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     2.502,          38.9,          0.00,          9.01,          112.,     0.659E-04,          50.0,          32.7,          1.28,          10.6,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.179E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.600,   270.868,     1.970,    11.250,    -0.023,    -0.939,     0.000,     0.750,     1.969,    25.600,     1.000,     0.000,    10.962,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.172,          34.1,          0.00,          8.15,          235.,     0.871E-04,          50.0,          39.2,          1.16,          10.1,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.463E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.800,   360.000,     1.980,    11.225,     0.010,     0.300,     0.000,     0.750,     1.979,    25.600,     1.000,     0.000,    10.908,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.108,          33.5,          0.00,          8.27,          215.,     0.622E-04,          50.0,          38.9,          1.15,          10.2,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.460E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.000,   360.000,     1.761,    11.278,    -0.003,     0.062,     0.000,     0.750,     1.760,    24.100,     1.000,     0.000,    10.991,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     2.067,          35.1,          0.00,          8.83,          138.,     0.273E-04,          50.0,          35.5,          1.19,          10.5,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.253E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.201,   360.000,     1.976,    11.139,     0.001,    -0.163,     0.000,     0.750,     1.975,    25.600,     1.000,     0.000,    10.842,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.130,          31.2,          0.00,          8.18,          211.,     0.276E-04,          50.0,          40.3,          1.09,          10.2,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.458E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.400,   360.000,     1.807,    11.207,     0.007,     0.356,     0.000,     0.750,     1.806,    24.100,     1.000,     0.000,    10.897,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.698,          33.2,          0.00,          8.85,          132.,     0.149E-04,          50.0,          36.2,          1.14,          10.4,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.294E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.601,   297.731,     1.892,    11.113,    -0.016,    -0.690,     0.000,     0.750,     1.891,    25.600,     1.000,     0.000,    10.842,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.424,          30.6,          0.00,          8.45,          161.,     0.145E-04,          50.0,          39.2,          1.08,          10.3,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.397E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.802,   352.906,     1.839,    11.126,     0.016,     0.512,     0.000,     0.750,     1.838,    25.600,     1.000,     0.000,    10.819,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.618,          31.0,          0.00,          8.76,          125.,     0.102E-04,          50.0,          37.5,          1.09,          10.3,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.365E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    44.000,   233.706,     1.468,    11.198,     0.022,     0.500,     0.000,     0.750,     1.467,    23.300,     1.000,     0.000,    10.929,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.935,          32.8,          0.00,          9.46,          61.4,     0.593E-05,          50.0,          33.5,          1.14,          10.3,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.325E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
