JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,ICETH(m),Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),            TDS,           Gen1,           Gen2,           Gen3,           ISS1,            PO4,            NH4,            NO3,             DO,     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),DODOM   (kg/d),DOREAR  (kg/d),DOSED   (kg/d),DOSOD   (kg/d),PLIM_ALG1           ,NLIM_ALG1           ,LLIM_ALG1           ,
    37.800,   360.000,     2.377,    11.994,     0.084,     5.488,     0.000,     0.751,     2.681,    35.000,     1.000,     0.000,    11.994,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.905,          50.9,          0.00,          5.80,     0.652E-01,     0.584E-01,          50.0,          43.4,          1.55,          11.3,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.284E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.000,   360.000,     2.440,    11.970,     0.044,     3.118,     0.000,     0.751,     2.744,    35.000,     1.000,     0.000,    11.970,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.812,          50.6,          0.00,          6.00,     0.577E-01,     0.626E-01,          50.0,          42.3,          1.55,          11.3,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.268E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.201,   360.000,     2.199,    12.000,     0.176,    10.275,     0.000,     0.750,     2.503,    35.000,     1.000,     0.000,    12.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.338,          51.0,          0.00,          6.20,     0.262E-01,     0.373E-01,          50.0,          41.0,          1.56,          11.2,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.242E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.400,   134.889,     2.272,    11.982,    -0.299,   -18.815,     0.000,     0.750,     2.576,    35.000,     1.000,     0.000,    11.982,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.125,          50.8,          0.00,          6.39,          1.08,     0.365E-01,          50.0,          39.9,          1.55,          11.2,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.225E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.602,   360.000,     2.448,    11.601,     0.125,     8.369,     0.000,     0.750,     2.752,    39.900,     1.000,     0.000,    11.580,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.901,          40.3,          0.00,          5.34,          518.,     0.334E-01,          50.0,          50.5,          1.29,          10.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.584E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    38.800,   360.000,     2.378,    11.936,     0.093,     5.893,     0.000,     0.750,     2.682,    35.000,     1.000,     0.000,    11.926,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.900,          49.7,          0.00,          6.70,          20.8,     0.291E-01,          50.0,          38.6,          1.53,          11.1,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.133E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.000,   360.000,     2.435,    11.544,    -0.109,    -7.514,     0.000,     0.750,     2.739,    35.000,     1.000,     0.000,    11.544,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.815,          38.6,          0.00,          5.52,          406.,     0.262E-01,          50.0,          49.8,          1.26,          9.87,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.509E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.201,   360.000,     2.344,    11.953,     0.073,     4.627,     0.000,     0.750,     2.648,    35.000,     1.000,     0.000,    11.948,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.961,          50.1,          0.00,          7.13,          7.26,     0.221E-01,          50.0,          36.2,          1.54,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.130E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.400,   360.000,     2.354,    11.932,    -0.185,   -11.096,     0.000,     0.750,     2.658,    35.000,     1.000,     0.000,    11.932,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.959,          49.5,          0.00,          7.27,          15.8,     0.206E-01,          50.0,          35.7,          1.53,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.111E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.600,   360.000,     2.465,    11.234,     0.100,     6.956,     0.000,     0.750,     2.769,    39.900,     1.000,     0.000,    11.226,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.866,          29.8,          0.00,          5.04,          389.,     0.138E-01,          50.0,          55.1,          1.04,          9.23,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.107E+02,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    39.800,   360.000,     2.338,    11.906,     0.118,     7.437,     0.000,     0.750,     2.642,    35.000,     1.000,     0.000,    11.901,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.972,          48.7,          0.00,          7.57,          25.3,     0.139E-01,          50.0,          34.6,          1.51,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.263E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.000,   360.000,     2.296,    11.960,    -0.042,    -2.571,     0.000,     0.750,     2.600,    35.000,     1.000,     0.000,    11.959,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.068,          50.1,          0.00,          7.92,          5.72,     0.109E-01,          50.0,          32.3,          1.54,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.808E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.201,   360.000,     2.164,    11.996,     0.193,    10.717,     0.000,     0.750,     2.468,    35.000,     1.000,     0.000,    11.996,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.475,          51.0,          0.00,          8.20,     0.326E-01,     0.805E-02,          50.0,          30.7,          1.56,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.986E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.400,   360.000,     1.966,    12.000,     0.027,     1.228,     0.000,     0.750,     2.270,    35.000,     1.000,     0.000,    12.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.266,          51.0,          0.00,          8.40,     0.317E-02,     0.731E-02,          50.0,          29.8,          1.57,          11.0,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.117E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.602,   360.000,     2.181,    11.922,    -0.011,    -0.381,     0.000,     0.750,     2.485,    35.000,     1.000,     0.000,    11.922,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.812,          49.1,          0.00,          8.36,          8.39,     0.658E-02,          50.0,          30.9,          1.52,          10.8,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.110E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    40.800,   360.000,     2.003,    11.996,     0.158,     8.263,     0.000,     0.750,     2.307,    35.000,     1.000,     0.000,    11.996,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.152,          50.9,          0.00,          8.79,         0.574,     0.512E-02,          50.0,          28.3,          1.57,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.858E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.000,   360.000,     1.826,    12.000,     0.089,     3.936,     0.000,     0.750,     2.130,    29.600,     1.000,     0.000,    12.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.646,          51.0,          0.00,          9.00,     0.148E-02,     0.329E-02,          50.0,          27.4,          1.57,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.705E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.201,   360.000,     1.806,    12.000,     0.180,     8.105,     0.000,     0.750,     2.110,    29.600,     1.000,     0.000,    12.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.762,          51.0,          0.00,          9.20,     0.110E-02,     0.258E-02,          50.0,          26.6,          1.57,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.620E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.400,   360.000,     1.559,    12.000,     0.156,     5.837,     0.000,     0.750,     1.863,    29.600,     1.000,     0.000,    12.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.576,          51.0,          0.00,          9.40,     0.982E-03,     0.160E-02,          50.0,          25.8,          1.57,          10.9,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.627E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.603,   285.826,     1.902,    10.692,    -0.305,   -15.398,     0.000,     0.750,     2.206,    35.000,     1.000,     0.000,    10.673,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.488,          17.9,          0.00,          3.48,     0.190E+04,     0.833E-03,          50.0,          72.6,         0.746,          7.27,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.186E+02,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    41.800,   360.000,     1.884,    10.553,     0.129,     6.513,     0.000,     0.750,     2.188,    35.000,     1.000,     0.000,    10.552,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.527,          14.4,          0.00,          3.02,     0.173E+04,     0.561E-03,          50.0,          76.1,         0.659,          7.21,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.207E+02,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.000,   360.000,     1.761,    11.903,     0.016,     1.584,     0.000,     0.750,     2.065,    29.600,     1.000,     0.000,    11.903,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     2.113,          48.6,          0.00,          9.61,          58.3,     0.109E-02,          50.0,          26.6,          1.51,          10.7,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.541E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.201,   360.000,     1.975,    10.065,    -0.099,    -5.539,     0.000,     0.750,     2.279,    35.000,     1.000,     0.000,    10.065,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.180,          1.88,          0.00,          1.06,     0.167E+04,     0.355E-04,          50.0,          90.5,         0.355,          6.40,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.243E+02,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.400,   360.000,     1.728,    11.829,     0.252,    11.161,     0.000,     0.750,     2.032,    29.600,     1.000,     0.000,    11.827,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     2.370,          46.7,          0.00,          9.66,          88.9,     0.666E-03,          50.0,          27.5,          1.47,          10.6,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.137E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.600,   270.868,     1.945,    10.515,    -0.324,   -18.749,     0.000,     0.750,     2.249,    35.000,     1.000,     0.000,    10.498,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.316,          13.5,          0.00,          3.70,          785.,     0.239E-03,          50.0,          70.4,         0.644,          8.10,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.153E+02,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    42.800,   360.000,     1.984,    10.053,     0.139,     9.919,     0.000,     0.750,     2.288,    35.000,     1.000,     0.000,    10.053,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.139,          1.65,          0.00,          1.11,     0.176E+04,     0.260E-04,          50.0,          90.2,         0.349,          6.50,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.244E+02,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.000,   360.000,     1.762,    11.684,     0.085,     6.026,     0.000,     0.750,     2.066,    29.600,     1.000,     0.000,    11.683,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     2.070,          43.1,          0.00,          9.58,          97.9,     0.359E-03,          50.0,          29.8,          1.38,          10.4,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.206E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.201,   360.000,     1.969,    10.222,    -0.236,   -12.325,     0.000,     0.750,     2.273,    35.000,     1.000,     0.000,    10.221,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.211,          6.01,          0.00,          2.54,          913.,     0.610E-04,          50.0,          78.8,         0.462,          7.68,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.178E+02,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.400,   360.000,     1.818,    11.112,     0.188,    11.043,     0.000,     0.750,     2.122,    29.600,     1.000,     0.000,    11.112,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.631,          28.6,          0.00,          7.30,          214.,     0.186E-03,          50.0,          45.7,          1.02,          9.76,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.563E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.601,   297.731,     1.874,    11.110,    -0.283,   -15.591,     0.000,     0.750,     2.178,    35.000,     1.000,     0.000,    11.098,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.654,          28.6,          0.00,          7.50,          179.,     0.157E-03,          50.0,          44.6,          1.02,          9.83,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.585E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    43.802,   352.906,     1.854,    10.764,     0.234,    13.782,     0.000,     0.750,     2.158,    35.000,     1.000,     0.000,    10.764,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.684,          19.3,          0.00,          5.90,          245.,     0.959E-04,          50.0,          55.3,         0.795,          9.39,     0.000,     0.000,     0.000,     0.000,     0.000E+00,     0.892E+01,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
    44.000,   233.706,     1.485,    12.000,     0.235,    10.458,     0.000,     0.750,     1.789,    27.100,     1.000,     0.000,    12.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     1.843,          51.0,          0.00,          12.0,     0.204E-02,     0.123E-03,          50.0,          17.8,          1.58,          10.8,     0.000,     0.000,     0.000,     0.000,     0.000E+00,    -0.105E+00,     0.000E+00,     0.000E+00,         1.000,         1.000,         1.000,
