$1980 DeGray Reservoir meteorology                                                    ,,,,,
,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD
250.375,28.9,20.6,2.3,0.87,0
250.5,33.9,20,3.4,1.05,3
250.625,36.1,20,2.3,2.1,3
250.75,32.8,18.3,2.3,2.27,0
250.875,27.2,20,0,0,0
251,24.4,19.4,0,0,0
251.125,23.3,19.4,0,0,0
251.25,22.8,19.4,0,0,5
251.375,29.4,20.6,2.3,1.22,0
251.5,34.4,20,3.4,2.1,2
251.625,37.2,18.9,3.4,2.45,2
251.75,33.9,17.8,2.7,2.27,3
251.875,28.3,18.9,2.7,2.45,1
252,25,18.3,1.9,1.92,0
252.125,23.9,18.3,0,0,0
252.25,23.3,18.9,1.9,3.85,6
252.375,31.7,19.4,0,0,7
252.5,36.7,18.9,2.7,2.8,8
252.625,33.9,19.4,3.8,3.67,8
252.75,25.6,17.2,1.1,2.62,8
252.875,23.9,17.8,1.9,4.02,8
253,22.2,17.8,0,0,2
253.125,21.7,17.8,1.9,4.72,0
253.25,21.1,17.8,2.3,4.55,1
253.375,30.6,19.4,3,5.77,2
253.5,36.1,18.3,2.3,1.4,3
253.625,36.7,18.3,2.3,2.97,3
253.75,32.8,16.1,2.3,2.97,2
253.875,27.8,17.2,2.7,4.55,3
254,26.7,17.2,3.8,6.12,3
254.125,25,18.3,3,0.17,0
254.25,23.9,18.3,2.3,0.7,0
254.375,28.3,17.2,4.5,0.87,0
254.5,31.7,17.8,3,0.87,0
254.625,33.9,18.3,5.3,2.1,5
254.75,28.9,15.6,4.5,2.1,6
254.875,25,15.6,3.4,1.05,6
255,21.7,13.3,1.9,0.87,1
255.125,22.8,11.7,2.3,0.87,0
255.25,18.9,10.6,1.9,0.87,5
255.375,24.4,11.7,2.3,1.92,3
255.5,30,12.8,3,1.92,0
255.625,33.3,13.9,3,1.57,0
255.75,30.6,15,2.3,2.1,0
255.875,25.6,15.6,1.9,2.27,2
256,23.9,14.4,0,0,4
256.125,21.1,15,0,0,7
256.25,20,14.4,0,0,4
256.375,27.8,16.1,1.9,2.62,0
256.5,35,17.8,4.5,4.72,4
256.625,37.8,17.2,5.7,3.67,4
256.75,33.9,16.7,2.7,2.97,1
256.875,28.9,17.8,2.7,3.15,0
257,26.1,17.2,1.9,3.85,0
257.125,22.2,16.7,0,0,0
257.25,21.1,16.7,0,0,3
257.375,29.4,16.1,3,4.72,4
257.5,36.1,17.2,5.7,4.55,5
257.625,37.8,16.1,3.8,4.55,2
257.75,33.9,14.4,2.7,3.67,7
257.875,28.3,15,0,0,0
258,23.9,15.6,2.7,4.02,0
258.125,21.7,15.6,2.7,3.32,0
258.25,21.7,15,3.4,4.37,3
258.375,31.7,15.6,3.4,5.59,7
258.5,37.8,13.9,3,5.24,8
258.625,37.8,16.1,1.9,2.62,8
258.75,28.9,20,3.8,2.45,8
258.875,27.2,18.9,2.3,6.29,6
259,26.1,18.9,1.9,5.94,7
259.125,25,18.9,2.7,0.87,7
259.25,22.8,15.6,3,1.22,7
259.375,23.3,15.6,3.4,1.22,10
259.5,27.2,16.7,2.7,1.05,9
259.625,32.2,17.8,3.4,1.57,0
259.75,30,18.3,1.9,2.1,3
259.875,25.6,18.3,2.3,1.57,2
260,23.9,17.8,1.1,5.94,3
260.125,22.2,17.8,1.9,4.37,3
260.25,21.7,17.2,1.9,3.15,1
260.375,28.3,18.3,2.7,3.67,2
260.5,37.8,17.8,5.7,4.02,4
260.625,38.3,15,5.3,4.02,4
260.75,35,13.9,3.4,3.67,4
260.875,32.2,15,4.9,3.67,7
261,28.9,16.7,3.8,3.5,7
261.125,20,15,5.3,0.52,10
261.25,18.9,15.6,2.7,6.12,10
261.375,21.1,16.1,4.5,0.52,10
261.5,23.3,16.1,4.9,1.05,10
261.625,22.8,16.1,3.4,0.87,10
261.75,21.7,15.6,3.4,1.75,9
261.875,18.3,14.4,3,0.7,0
262,16.7,12.8,2.3,1.4,0
262.125,15,11.7,1.9,1.22,0
262.25,15,12.2,2.3,1.05,0
262.375,20,15.6,3,1.57,7
262.5,23.3,16.1,3.4,1.4,10
262.625,26.7,17.8,3,1.22,10
262.75,25,17.8,1.9,2.1,10
262.875,22.2,17.2,2.3,1.05,1
263,20.6,16.1,1.9,1.22,4
263.125,18.3,14.4,1.1,0.52,3
263.25,17.8,12.8,2.3,1.4,3
263.375,23.9,15,2.3,2.27,0
263.5,30.6,16.7,3.4,2.8,0
263.625,32.2,16.7,2.3,3.67,0
263.75,29.4,16.1,2.7,2.27,0
263.875,22.2,15,1.9,2.62,0
264,21.1,14.4,2.3,2.8,0
264.125,20,15.6,2.3,2.8,0
264.25,20,16.1,0,0,3
264.375,27.2,25.6,2.7,4.2,3
264.5,33.3,19.4,5.3,4.02,7
264.625,33.3,18.3,6.1,3.15,6
264.75,31.7,17.8,4.5,3.67,6
264.875,27.8,20,3.4,3.15,1
265,26.1,20,2.3,3.5,7
265.125,25,20,2.7,3.15,6
265.25,24.4,20.6,3.4,3.32,9
265.375,27.8,21.1,4.5,4.02,9
265.5,31.7,20.6,4.9,4.2,9
265.625,36.1,19.4,6.8,3.85,8
265.75,32.8,18.3,3,3.85,3
265.875,27.2,17.8,2.7,2.8,6
266,27.8,18.9,2.7,3.15,9
266.125,27.8,20,4.5,3.32,7
266.25,26.7,20,3.8,3.85,10
266.375,27.2,20.6,5.3,3.67,9
266.5,33.9,20,4.5,4.02,9
266.625,35,19.4,4.9,4.37,8
266.75,32.8,18.9,4.9,3.85,5
266.875,28.9,18.3,2.7,4.2,3
267,27.2,18.9,2.7,4.37,7
267.125,24.4,18.3,3.4,0.52,5
267.25,22.8,17.8,4.5,1.05,9
267.375,21.7,16.1,4.5,0.7,10
267.5,22.2,15.6,1.9,0.7,10
267.625,26.7,16.7,3,1.05,6
267.75,21.1,15,5.3,1.22,5
267.875,18.9,13.9,4.5,0.87,10
268,18.3,13.9,3.4,0.87,10
268.125,17.8,13.3,4.5,0.87,10
268.25,17.8,14.4,0,0,10
268.375,19.4,16.7,2.7,4.2,10
268.5,20.6,18.9,1.9,2.62,10
268.625,25.6,20.6,2.3,0.52,8
268.75,23.9,20,3.4,0.52,9
268.875,21.7,19.4,1.9,0.87,10
269,21.1,19.4,2.3,1.05,7
269.125,21.1,19.4,4.5,6.29,10
269.25,21.1,19.4,3,1.75,10
269.375,20,18.3,0,0,10
269.5,21.7,19.4,3.4,4.9,10
269.625,23.3,19.4,3,0.17,10
269.75,23.3,18.9,2.3,1.22,8
269.875,21.7,18.9,0,0,10
270,20.6,19.4,3.4,0.35,6
270.125,18.9,10,3.4,0.7,6
270.25,17.2,8.3,5.7,1.05,8
270.375,18.9,7.8,5.7,1.05,8
270.5,20,6.7,5.7,1.4,8
270.625,20.6,7.2,5.3,0.87,10
270.75,17.8,8.9,3.4,1.4,10
270.875,17.2,8.9,3.4,1.05,10
271,16.7,8.3,3,0.52,10
271.125,15,9.4,3.4,0.87,10
271.25,14.4,10,2.3,0.52,10
271.375,15,10.6,2.3,1.22,10
271.5,15,11.7,2.7,1.57,10
271.625,15,11.7,2.7,2.45,10
271.75,12.8,10,2.7,1.4,10
271.875,12.2,10,2.3,1.4,10
272,12.2,10,2.7,1.22,10
272.125,12.2,10,2.7,1.92,10
272.25,12.2,11.1,3,1.22,10
272.375,12.8,11.7,2.7,0.87,10
272.5,13.9,12.8,3.4,1.22,10
272.625,15,13.9,3.4,0.87,10
272.75,15.6,13.9,1.9,0.52,10
272.875,15.6,14.4,3,0.87,10
273,15.6,14.4,2.7,0.7,10
273.125,16.1,14.4,2.7,0.17,10
273.25,16.1,15,3,0.7,10
273.375,17.2,15.6,3.4,0.52,10
273.5,18.9,16.1,3.8,1.05,10
273.625,18.9,16.1,1.9,1.4,10
273.75,18.9,16.1,2.7,6.29,10
273.875,18.3,16.1,2.3,0.35,10
274,17.8,16.1,3.8,5.42,9
274.125,18.3,16.1,3.4,5.42,8
274.25,17.2,15.6,2.7,5.42,5
274.375,21.1,17.2,3.4,5.94,0
274.5,26.7,15.6,3,0.35,4
274.625,27.8,15,3.4,0.87,4
274.75,24.4,15.6,1.9,2.1,6
274.875,18.9,16.1,0,0,0
275,16.7,15,2.3,4.37,0
275.125,15.6,13.9,0,0,0
275.25,14.4,12.8,0,0,0
275.375,20,17.2,2.7,4.2,0
275.5,26.7,17.2,4.5,4.02,3
275.625,28.3,16.7,5.3,4.2,2
275.75,24.4,16.7,3,3.67,0
275.875,21.1,16.1,3,4.37,0
276,19.4,16.7,2.7,4.37,0
276.125,20,16.1,2.7,5.42,0
276.25,18.9,6.7,3.8,0.17,5
276.375,22.8,6.7,4.5,0.52,3
276.5,25,5.6,5.3,6.29,7
276.625,24.4,6.7,3.8,4.9,8
276.75,20,8.3,3.4,4.2,4
276.875,15.6,10,2.7,5.42,0
277,12.2,7.8,3,4.2,0
277.125,13.3,6.1,3,5.59,0
277.25,12.8,3.9,3,5.59,2
277.375,15.6,3.9,5.3,5.94,9
277.5,18.3,2.2,3.4,5.59,10
277.625,20,2.8,7.6,5.77,10
277.75,17.2,2.8,3.4,5.42,10
277.875,11.1,6.1,2.3,4.37,9
278,10,6.7,2.3,4.02,7
278.125,11.1,4.4,3.4,4.2,6
278.25,10.6,5,3,3.85,8
278.375,17.8,7.2,4.5,4.55,2
278.5,24.4,7.8,6.4,5.42,6
278.625,25,6.1,5.3,6.12,0
278.75,19.4,4.4,3,0.52,0
278.875,13.3,8.3,2.7,1.05,2
279,10.6,5,4.5,0.87,0
279.125,8.3,4.4,3,0.7,0
279.25,7.2,3.9,2.7,0.35,0
279.375,11.7,5,3,1.57,0
279.5,16.1,3.9,1.1,0.52,0
279.625,18.9,5,4.5,1.05,0
279.75,14.4,5,2.3,2.1,0
279.875,11.7,5.6,0,0,0
280,9.4,5.6,0,0,0
280.125,7.8,5,0,0,0
280.25,6.7,4.4,1.1,4.2,0
280.375,12.8,6.1,1.9,1.57,8
280.5,18.3,4.4,3,2.8,2
280.625,21.1,5,2.3,3.15,0
280.75,17.2,7.2,2.3,2.62,0
280.875,13.3,8.3,1.9,4.37,0
281,10.6,7.8,2.3,4.37,0
281.125,10.6,7.2,2.7,4.55,0
281.25,10,7.2,2.3,4.55,0
281.375,17.8,11.1,2.7,4.37,0
281.5,25.6,13.3,2.7,4.02,0
281.625,27.8,14.4,4.5,3.32,0
281.75,22.8,14.4,2.7,3.5,0
281.875,18.9,13.9,3,4.2,0
282,17.2,13.9,3.4,4.37,0
282.125,15.6,13.3,3,4.02,0
282.25,14.4,12.2,3.4,4.2,0
282.375,21.7,15,3,3.85,0
282.5,27.8,15.6,3.4,3.67,0
282.625,30,16.7,3,3.85,3
282.75,25,16.7,2.7,3.15,0
282.875,22.8,16.1,3,4.02,0
283,18.9,15.6,2.7,4.2,0
283.125,17.2,14.4,0,0,0
283.25,16.1,14.4,2.3,4.37,0
283.375,22.8,16.7,2.7,3.85,0
283.5,29.4,15.6,3,4.2,4
283.625,31.1,15,4.5,4.2,2
283.75,25,14.4,2.7,3.32,3
283.875,22.8,14.4,3,4.2,0
284,18.9,14.4,2.7,4.2,0
284.125,17.2,13.9,1.9,4.2,0
284.25,16.7,14.4,3,4.02,3
284.375,22.2,16.1,3.4,4.2,5
284.5,30.6,16.1,4.5,4.2,3
284.625,31.7,12.8,6.8,4.2,5
284.75,26.1,14.4,3.4,4.02,2
284.875,22.8,13.9,2.3,5.07,1
285,20,7.2,3,5.94,0
285.125,16.7,2.8,3,6.12,0
285.25,14.4,2.2,2.3,5.77,0
285.375,20,3.3,2.3,5.94,0
285.5,23.9,1.7,5.3,4.72,0
285.625,25,1.7,5.3,5.24,0
285.75,21.1,1.1,3,5.24,0
285.875,12.2,4.4,0,0,0
286,10.6,3.9,1.9,4.72,0
286.125,11.1,1.1,2.3,5.24,0
286.25,7.8,0.6,1.1,5.07,0
286.375,14.4,3.3,3.4,1.4,0
286.5,18.3,3.9,3.4,1.22,0
286.625,20,3.9,1.9,1.4,0
286.75,15,3.9,2.3,3.67,10
286.875,10,5,0,0,0
287,7.8,4.4,0,0,0
287.125,6.7,4.4,1.9,4.37,0
287.25,5.6,3.9,0,0,0
287.375,13.3,7.2,2.7,1.92,0
287.5,19.4,5,2.3,2.97,0
287.625,21.7,4.4,3,2.45,0
287.75,16.7,5.6,0,0,0
287.875,10.6,6.1,2.3,2.97,0
288,10,6.1,0,0,0
288.125,7.8,5,0,0,0
288.25,6.7,4.4,0,0,3
288.375,15.6,8.3,2.3,3.32,6
288.5,23.9,11.1,3,3.5,4
288.625,25.6,10,3.8,3.67,8
288.75,20.6,10.6,2.7,2.8,3
288.875,15,10.6,3.4,2.97,3
289,16.7,10,1.9,2.62,3
289.125,18.9,8.9,3.4,3.67,4
289.25,16.1,10,2.7,3.67,7
289.375,20.6,13.9,4.9,3.32,0
289.5,26.1,16.1,5.3,3.5,2
289.625,27.2,14.4,4.5,3.5,2
289.75,21.7,12.8,2.3,2.62,7
289.875,21.7,12.2,3.4,3.15,8
290,18.9,13.3,1.9,2.62,2
290.125,16.1,13.3,0,0,2
290.25,16.7,13.9,1.9,2.97,10
290.375,19.4,16.7,3.4,3.15,10
290.5,22.8,17.8,4.9,3.15,10
290.625,26.1,18.9,5.3,2.8,8
290.75,24.4,18.3,3.4,2.62,10
290.875,21.7,18.9,3.4,2.45,10
291,22.8,18.9,4.5,2.97,10
291.125,22.8,18.9,5.3,3.15,10
291.25,22.8,19.4,4.5,3.32,10
291.375,21.1,18.9,5.3,5.77,10
291.5,18.3,17.2,1.1,3.15,10
291.625,22.2,21.1,0,0,10
291.75,21.1,18.3,2.3,4.55,10
291.875,17.8,16.1,1.9,2.62,3
292,16.1,15,0,0,8
292.125,17.2,16.1,0,0,10
292.25,15.6,14.4,2.3,5.59,10
292.375,18.3,13.3,3.4,1.05,7
292.5,21.1,11.1,2.3,0.52,9
292.625,21.7,12.8,0,0,10
292.75,18.9,13.9,1.9,2.62,8
292.875,16.7,14.4,1.9,4.55,7
293,17.2,15,2.3,4.37,1
293.125,14.4,8.9,4.5,5.77,0
293.25,11.7,6.1,4.5,6.29,7
293.375,15,5.6,4.5,0.17,2
293.5,18.3,3.3,4.5,6.29,2
293.625,20.6,2.8,4.9,5.77,3
293.75,15,4.4,2.3,0.7,1
293.875,10,6.7,1.9,4.2,1
294,8.9,6.7,2.3,4.2,0
294.125,7.2,5.6,0,0,0
294.25,6.7,5,2.7,4.37,4
294.375,12.8,9.4,1.9,4.02,5
294.5,21.1,6.1,3.4,4.55,2
294.625,22.2,7.2,2.7,4.02,6
294.75,16.7,8.9,2.3,4.02,7
294.875,13.3,8.9,2.7,4.37,0
295,11.1,8.9,2.7,4.37,0
295.125,10,7.8,2.7,4.37,0
295.25,8.9,7.2,1.9,4.37,0
295.375,16.1,11.1,1.9,4.2,0
295.5,23.9,11.1,3.8,3.15,0
295.625,25,10,3.4,4.2,0
295.75,17.8,13.9,2.7,3.15,1
295.875,14.4,10,1.1,4.2,1
296,11.7,10,0,0,0
296.125,11.1,8.9,2.3,4.55,0
296.25,8.9,7.8,1.1,4.02,1
296.375,16.7,13.3,0,0,0
296.5,22.8,10.6,3.8,3.15,0
296.625,23.3,10,3.4,2.8,0
296.75,17.2,10.6,1.1,2.1,0
296.875,14.4,11.1,0,0,0
297,12.2,10,0,0,0
297.125,10,8.9,0,0,0
297.25,8.9,8.9,0,0,0
297.375,16.7,13.3,1.9,1.4,2
297.5,23.3,12.8,3.8,2.45,2
297.625,23.9,11.7,2.7,2.45,6
297.75,18.9,11.7,0,0,4
297.875,14.4,11.7,0,0,7
298,13.9,11.1,0,0,1
298.125,14.4,11.7,0,0,10
298.25,13.9,10.6,6.8,5.24,9
298.375,12.2,7.2,6.4,5.42,10
298.5,13.3,3.3,6.4,5.59,9
298.625,12.2,0.6,6.8,5.94,9
298.75,10,0,6.4,5.24,10
298.875,6.7,-1.1,3,5.59,0
299,2.8,-1.1,2.7,4.2,0
299.125,1.7,-1.1,3,4.37,0
299.25,1.1,-1.1,3,4.37,0
299.375,8.3,3.3,2.7,4.2,0
299.5,16.7,0,4.5,4.02,0
299.625,19.4,3.3,3.4,4.2,0
299.75,13.3,3.3,3,3.85,0
299.875,9.4,3.9,2.3,4.2,0
300,6.7,3.3,0,0,0
300.125,4.4,2.8,0,0,3
300.25,4.4,-1.1,2.7,0.87,3
300.375,10,2.8,4.5,1.75,8
300.5,12.8,2.8,3.4,2.1,10
300.625,12.8,4.4,4.9,0.52,10
300.75,11.7,4.4,3.4,1.57,10
300.875,10.6,6.7,2.7,1.75,10
301,11.1,7.8,2.7,2.27,10
301.125,11.1,8.9,4.5,2.27,10
301.25,12.8,10.6,5.7,2.45,10
301.375,13.9,13.3,3.4,4.37,10
301.5,15.6,13.9,3.4,2.97,10
301.625,21.1,16.7,5.7,3.67,4
301.75,17.2,13.9,1.9,2.45,1
301.875,16.7,14.4,2.7,4.37,0
302,15,13.3,3.4,4.9,0
302.125,11.1,7.2,5.7,4.9,4
302.25,10.6,6.7,6.4,5.24,10
302.375,10.6,5.6,4.5,5.59,10
302.5,10.6,4.4,5.3,5.94,10
302.625,8.3,4.4,3.4,5.94,10
302.75,7.8,3.9,4.9,6.12,10
302.875,7.8,3.9,3,0.17,10
303,7.8,2.2,3.4,0.17,10
303.125,7.8,0.6,3.8,0.17,10
303.25,6.1,-0.6,5.3,0.35,10
303.375,7.8,-0.6,6.1,0.17,7
303.5,10,-1.1,4.5,0.7,5
303.625,10.6,-1.7,3.4,0.87,8
303.75,7.2,-0.6,2.7,2.45,5
303.875,5.6,1.1,0,0,3
304,2.2,-0.6,2.3,4.2,0
304.125,1.1,-1.1,0,0,0
304.25,0,-1.7,1.9,4.55,0
304.375,6.1,3.3,2.3,5.42,0
304.5,12.2,0.6,3,5.94,0
304.625,14.4,-2.2,1.9,5.24,0
304.75,8.3,-1.7,0,0,0
304.875,5,0.6,1.9,3.85,1
305,3.3,0,0,0,0
305.125,1.7,-1.1,2.3,4.37,0
305.25,1.1,-1.7,1.9,4.37,0
305.375,8.3,3.9,1.9,4.02,0
305.5,19.4,2.2,3.4,4.37,0
305.625,21.1,3.3,2.7,4.37,0
305.75,16.1,3.9,1.9,3.15,0
305.875,10,4.4,1.9,4.2,0
306,7.8,3.9,2.7,4.37,0
306.125,7.2,3.9,3,4.37,0
306.25,6.1,3.3,2.7,4.55,0
306.375,13.3,6.7,3,4.55,3
306.5,22.2,7.2,1.1,3.32,6
306.625,24.4,5.6,1.9,4.02,4
306.75,17.2,6.1,2.7,3.85,4
306.875,12.2,6.1,1.9,3.5,2
307,7.8,4.4,0,0,0
307.125,5.6,3.9,0,0,0
307.25,5.6,3.9,0,0,6
307.375,11.1,8.9,0,0,8
307.5,23.3,7.2,4.5,4.2,8
307.625,22.2,7.2,2.3,4.2,9
307.75,17.2,8.3,2.3,2.97,5
307.875,12.8,7.2,1.9,3.5,0
308,10,6.7,1.9,3.85,0
308.125,8.3,6.1,0,0,0
308.25,7.2,5.6,1.9,3.85,5
308.375,13.3,10.6,3.4,4.37,3
308.5,21.7,10,5.3,4.02,3
308.625,24.4,10,3.8,4.02,0
308.75,18.9,10.6,3.4,3.67,0
308.875,16.1,10.6,3.4,4.37,2
309,12.8,8.9,1.9,4.9,0
309.125,8.9,5.6,2.3,4.2,0
309.25,11.7,6.1,3,5.24,5
309.375,16.1,6.1,5.3,3.85,0
309.5,20.6,4.4,3.4,5.42,0
309.625,22.2,1.7,4.5,6.12,0
309.75,17.2,-1.1,0,0,1
309.875,12.2,3.3,2.3,4.02,2
310,8.3,3.3,3,4.55,2
310.125,7.8,2.2,3,4.55,2
310.25,5.6,2.2,2.7,4.37,0
310.375,12.8,5,2.3,4.2,3
310.5,19.4,4.4,3,3.15,1
310.625,21.1,4.4,3,2.45,6
310.75,13.9,4.4,2.3,2.27,2
310.875,11.1,5,0,0,2
311,7.8,3.9,0,0,0
311.125,5.6,3.3,0,0,0
311.25,3.9,2.2,0,0,0
311.375,11.1,7.2,2.3,4.9,0
311.5,22.8,9.4,3.4,4.02,0
311.625,26.1,8.9,3.4,3.85,0
311.75,19.4,8.9,3.4,3.5,0
311.875,17.2,8.9,2.7,4.37,0
312,13.3,7.8,0,0,0
312.125,15.6,9.4,4.5,4.2,0
312.25,13.9,8.3,5.7,3.85,0
312.375,17.8,9.4,5.7,4.02,3
312.5,23.9,11.7,6.4,4.2,0
312.625,26.1,12.2,5.3,3.85,2
312.75,21.1,12.2,4.5,3.67,0
312.875,17.8,12.2,2.3,4.02,0
313,13.9,10.6,2.7,4.72,0
313.125,13.3,11.1,2.3,3.5,0
313.25,15,12.2,3,3.67,0
313.375,17.2,14.4,3.4,4.2,2
313.5,23.9,16.1,4.5,3.15,0
313.625,26.1,16.7,5.3,3.32,0
313.75,21.7,15.6,3,3.15,0
313.875,20,15.6,3.8,3.15,0
314,18.3,15,2.7,3.32,0
314.125,17.8,15,1.9,4.02,1
314.25,17.2,15,3,3.85,0
314.375,18.9,16.7,3.4,4.2,10
314.5,23.9,17.2,0,0,6
314.625,25.6,17.2,1.9,2.27,0
314.75,20,15,1.9,2.27,0
314.875,16.7,14.4,1.9,3.15,0
315,12.8,11.7,1.9,2.97,0
315.125,12.8,11.7,0,0,10
315.25,14.4,12.8,0,0,10
315.375,15.6,13.3,2.3,1.05,0
315.5,22.2,11.1,4.5,1.4,0
315.625,23.9,10,3.8,1.22,0
315.75,16.7,7.8,3,1.22,0
315.875,13.9,6.7,2.7,0.87,0
316,11.1,5,3.4,1.05,0
316.125,9.4,3.9,2.7,0.52,0
316.25,8.3,3.3,2.3,0.7,0
316.375,10.6,4.4,4.9,1.22,0
316.5,15.6,5,3,1.05,0
316.625,18.9,3.9,4.5,1.4,0
316.75,12.2,2.8,3,1.05,0
316.875,8.9,1.7,3,1.22,0
317,10,0,2.7,0.7,0
317.125,5.6,-0.6,2.7,0.52,0
317.25,4.4,-1.1,3,0.35,0
317.375,9.4,1.1,3,1.22,0
317.5,16.7,1.7,3,2.1,0
317.625,20.6,1.1,2.7,2.1,0
317.75,13.3,1.7,1.9,1.92,0
317.875,9.4,2.8,0,0,0
318,6.7,1.7,0,0,0
318.125,5,2.2,0,0,0
318.25,3.3,1.1,0,0,0
318.375,11.1,6.7,0,0,0
318.5,19.4,2.8,3.8,2.97,1
318.625,21.7,1.7,3.4,2.27,5
318.75,15,1.1,2.7,2.62,8
318.875,10.6,3.9,0,0,5
319,13.3,7.2,0,0,8
319.125,13.3,8.3,0,0,10
319.25,11.7,9.4,1.1,0.52,10
319.375,12.2,10.6,3.8,5.94,10
319.5,11.7,10,3,0.7,10
319.625,11.7,10,4.5,5.94,10
319.75,11.7,10,3.4,1.22,10
319.875,11.1,9.4,4.5,6.12,10
320,11.1,8.9,4.9,0.17,10
320.125,10.6,8.3,3.4,0.17,10
320.25,10,7.2,3.4,6.29,10
320.375,9.4,6.7,4.5,0.17,10
320.5,9.4,7.2,4.5,6.29,10
320.625,10,7.2,5.3,6.29,10
320.75,9.4,5.6,4.5,0.35,10
320.875,9.4,8.3,4.9,0.17,10
321,8.3,3.3,6.1,0.52,10
321.125,6.7,2.2,5.7,0.35,10
321.25,6.7,1.7,5.3,0.7,10
321.375,6.7,1.1,6.4,1.05,10
321.5,5.6,2.2,5.7,0.7,10
321.625,5.6,2.2,5.3,0.87,10
321.75,5.6,1.7,6.1,0.52,10
321.875,5,2.8,5.3,0.7,10
322,5,4.4,4.9,0.7,10
322.125,5,4.4,6.1,0.52,10
322.25,5.6,5,4.9,0.35,10
322.375,5.6,5,4.5,6.29,10
322.5,6.1,5,5.3,0.17,10
322.625,6.1,5,3.8,6.29,10
322.75,5,3.9,4.5,6.12,10
322.875,3.9,2.8,4.5,6.12,10
323,3.9,2.2,3,5.59,10
323.125,3.9,2.2,4.9,5.94,10
323.25,3.9,1.1,4.5,6.12,8
323.375,4.4,0.6,5.3,6.12,2
323.5,5,0.6,4.5,5.94,9
323.625,6.1,0,3.8,5.24,9
323.75,4.4,-0.6,3.4,5.42,8
323.875,1.1,-2.8,3,0.35,0
324,-0.6,-3.9,2.3,5.94,0
324.125,-1.1,-3.9,0,0,0
324.25,-2.8,-4.4,1.1,4.9,0
324.375,2.2,-0.6,2.3,5.94,0
324.5,7.2,0.6,1.9,4.72,1
324.625,8.9,1.1,2.3,1.05,3
324.75,4.4,-1.1,2.3,2.27,0
324.875,0.6,-2.2,0,0,0
325,-0.6,-2.8,0,0,0
325.125,-1.7,-3.3,1.9,4.2,0
325.25,-2.2,-3.9,1.9,4.37,0
325.375,1.7,-2.8,2.3,4.2,0
325.5,10,2.8,2.7,3.67,5
325.625,12.2,1.7,1.9,4.02,3
325.75,7.8,-1.1,1.9,4.2,0
325.875,3.3,-1.1,1.9,4.37,0
326,1.7,-1.1,2.7,4.37,0
326.125,0.6,-2.2,1.9,4.2,0
326.25,1.7,-1.1,3,6.12,0
326.375,6.7,2.8,2.7,5.77,8
326.5,10.6,-1.1,3,1.75,9
326.625,11.7,-1.1,2.7,1.22,10
326.75,7.8,-0.6,1.1,3.15,10
326.875,3.9,-0.6,1.1,4.37,6
327,1.1,-1.7,2.7,4.37,8
327.125,1.1,-1.7,0,0,9
327.25,1.1,-0.6,0,0,10
327.375,4.4,1.7,1.9,1.05,10
327.5,8.9,2.2,3,2.45,10
327.625,10,2.8,3,2.27,10
327.75,8.9,3.3,2.3,2.1,10
327.875,7.8,4.4,3,2.1,10
328,7.2,5.6,1.9,1.92,10
328.125,7.2,5.6,3,2.27,10
328.25,7.2,5.6,2.3,1.05,10
328.375,7.8,6.7,2.7,1.22,10
328.5,10.6,8.3,0,0,10
328.625,11.1,7.8,3,5.24,10
328.75,10.6,7.2,2.3,5.94,10
328.875,10,7.2,2.7,5.77,10
329,10,7.2,3,5.42,10
329.125,9.4,7.2,2.7,5.77,10
329.25,9.4,6.7,3.4,5.94,10
329.375,9.4,6.7,3.4,6.29,7
329.5,9.4,5,5.3,0.17,10
329.625,10,3.3,4.5,5.94,10
329.75,6.1,0.6,1.9,1.05,8
329.875,4.4,0.6,3.4,0.17,2
330,3.9,-3.9,3,0.52,2
330.125,0,-6.1,3.4,0.52,2
330.25,0,-6.1,4.5,0.7,0
330.375,2.2,-4.4,5.7,0.7,0
330.5,6.1,-3.9,5.7,0.87,0
330.625,6.7,-4.4,3.8,0.87,7
330.75,5,-5,4.5,0.7,10
330.875,3.9,-3.3,5.3,0.52,10
331,3.9,-3.9,4.9,0.87,10
331.125,3.3,-3.3,4.9,0.87,10
331.25,3.3,-2.8,3.8,0.7,10
331.375,3.9,-2.8,5.7,0.52,10
331.5,2.8,-2.8,2.7,6.12,10
331.625,1.7,-1.1,4.5,0.52,10
331.75,1.1,-1.1,4.5,5.77,10
331.875,1.1,-1.1,4.5,5.77,10
332,1.1,-0.6,5.3,5.24,10
332.125,1.1,-0.6,5.3,4.9,2
332.25,1.1,-1.1,3.4,4.9,8
332.375,1.7,-0.6,3,5.07,3
332.5,4.4,0.6,4.5,5.07,9
332.625,5,-0.6,4.9,5.07,10
332.75,3.9,-0.6,3.4,4.72,10
332.875,3.3,-1.1,3.4,4.55,10
333,1.7,-1.7,2.7,4.37,9
333.125,0.6,-1.7,3,4.2,8
333.25,0,-2.8,2.7,4.37,0
333.375,1.7,0,3.4,4.37,2
333.5,8.9,1.1,3,5.07,7
333.625,10.6,-1.1,5.3,4.9,1
333.75,5.6,-3.9,2.7,3.85,3
333.875,5,-3.3,2.7,4.37,0
334,3.3,-3.3,3,4.55,0
334.125,2.2,-2.8,3,4.55,4
334.25,2.8,-2.8,1.1,4.72,2
334.375,8.9,1.7,4.5,5.59,0
334.5,14.4,-1.7,4.5,5.59,0
