"Layer","n","RMSE","MAE","Bias","PBIAS_pct","NSE","R2","Willmott_d"
"Top",3593,1.95432772791239,1.42343869553622,-0.767437142178833,-4.18404388015825,-0.221680402390103,0.00144320437238367,0.364686538253548
"Bottom",2399,1.29732681200336,0.970440167729357,-0.0636427746601994,-0.363520602117182,-0.0277455350691345,0.0012605857836857,0.220011823183055
