"Layer","n","RMSE","MAE","Bias","PBIAS_pct","NSE","R2","Willmott_d"
"Bottom",2399,2.71494481601073,2.14930471218648,2.14930471218648,6.56325116983069,-1.67578849972368,0.0012761535875644,0.427835312898552
