"Layer","n","RMSE","MAE","Bias","PBIAS_pct","NSE","R2","Willmott_d"
"Top",3593,7.96565335102656,5.96761397397693,5.89311736188528,20.3353754457829,-1.19546429494311,0.133381397640097,0.42916876823931
"Bottom",2399,2.71494481601073,2.14930471218648,2.14930471218648,6.56325116983069,-1.67578849972368,0.0012761535875644,0.427835312898552
