"Layer","n","RMSE","MAE","Bias","PBIAS_pct","NSE","R2","Willmott_d"
"Bottom",2399,4.69508329167564,4.15022155212573,4.15022155212573,13.4685659875596,-3.50603046265694,0.0986488299938898,0.390943253947884
