"Layer","n","RMSE","MAE","Bias","PBIAS_pct","NSE","R2","Willmott_d"
"Bottom",2399,1.4797319492664,1.08434144818633,-0.380031493851339,-2.08478094200764,0.0657558116881287,0.12882682687414,0.429654949757231
