$,
JDAY,     TDH
0.120833663,8
0.12500033,8
0.129166997,8
0.133333664,8
0.137500331,8
0.141666998,8
0.145833665,8
0.150000332,8
0.154166999,8
0.158333666,8
0.162500333,8
0.166667,8
0.170833667,8
0.175000334,8
0.179167001,8
0.183333668,8
0.187500335,8
0.191667002,8
0.195833669,8
0.200000336,8
0.204167003,8
0.20833367,8
0.212500337,8
0.216667004,8
0.220833671,8
0.225000338,8
0.229167005,8
0.233333672,8
0.237500339,8
0.241667006,8
0.245833673,8
0.25000034,8
0.254167007,8
0.258333674,8
0.262500341,8
0.266667008,8
0.270833675,8
0.275000342,8
0.279167009,8
0.283333676,8
0.287500343,8
0.29166701,8
0.295833677,8
0.300000344,8
0.304167011,8
0.308333678,8
0.312500345,8
0.316667012,8
0.320833679,8
0.325000346,8
0.329167013,8
0.33333368,8
0.337500347,8
0.341667014,8
0.345833681,8
0.350000348,8
0.354167015,8
0.358333682,8
0.362500349,8
0.366667016,8
0.370833683,8
0.37500035,8
0.379167017,8
0.383333684,8
0.387500351,8
0.391667018,8
0.395833685,8
0.400000352,8
0.404167019,8
0.408333686,8
0.412500353,8
0.41666702,8
0.420833687,8
0.425000354,8
0.429167021,8
0.433333688,8
0.437500355,8
0.441667022,8
0.445833689,8
0.450000356,8
0.454167023,8
0.45833369,8
0.462500357,8
0.466667024,8
0.470833691,8
0.475000358,8
0.479167025,8
0.483333692,8
0.487500359,8
0.491667026,8
0.495833693,8
0.50000036,8
0.504167027,8
0.508333694,8
0.512500361,8
0.516667028,8
0.520833695,8
0.525000362,8
0.529167029,8
0.533333696,8
0.537500363,8
0.54166703,8
0.545833697,8
0.550000364,8
0.554167031,8
0.558333698,8
0.562500365,8
0.566667032,8
0.570833699,8
0.575000366,8
0.579167033,8
0.5833337,8
0.587500367,8
0.591667034,8
0.595833701,8
0.600000368,8
0.604167035,8
0.608333702,8
0.612500369,8
0.616667036,8
0.620833703,8
0.62500037,8
0.629167037,8
0.633333704,8
0.637500371,8
0.641667038,8
0.645833705,8
0.650000372,8
0.654167039,8
0.658333706,8
0.662500373,8
0.66666704,8
0.670833707,8
0.675000374,8
0.679167041,8
0.683333708,8
0.687500375,8
0.691667042,8
0.695833709,8
0.700000376,8
0.704167043,8
0.70833371,8
0.712500377,8
0.716667044,8
0.720833711,8
0.725000378,8
0.729167045,8
0.733333712,8
0.737500379,8
0.741667046,8
0.745833713,8
0.75000038,8
0.754167047,8
0.758333714,8
0.762500381,8
0.766667048,8
0.770833715,8
0.775000382,8
0.779167049,8
0.783333716,8
0.787500383,8
0.79166705,8
0.795833717,8
0.800000384,8
0.804167051,8
0.808333718,8
0.812500385,8
0.816667052,8
0.820833719,8
0.825000386,8
0.829167053,8
0.83333372,8
0.837500387,8
0.841667054,8
0.845833721,8
0.850000388,8
0.854167055,8
0.858333722,8
0.862500389,8
0.866667056,8
0.870833723,8
0.87500039,8
0.879167057,8
0.883333724,8
0.887500391,8
0.891667058,8
0.895833725,8
0.900000392,8
0.904167059,8
0.908333726,8
0.912500393,8
0.91666706,8
0.920833727,8
0.925000394,8
0.929167061,8
0.933333728,8
0.937500395,8
0.941667062,8
0.945833729,8
0.950000396,8
0.954167063,8
0.95833373,8
0.962500397,8
0.966667064,8
0.970833731,8
0.975000398,8
0.979167065,8
0.983333732,8
0.987500399,8
0.991667066,8
0.995833733,8
6,8
6.004166667,8
6.008333333,8
6.0125,8
6.016666667,8
6.020833333,8
6.025,8
6.029166667,8
6.033333333,8
6.0375,8
6.041666667,8
6.045833333,8
6.05,8
6.054166667,8
6.058333333,8
6.0625,8
6.066666667,8
6.070833333,8
6.075,8
6.079166667,8
6.083333333,8
6.0875,8
6.091666667,8
6.095833333,8
6.1,8
6.104166667,8
6.108333333,8
6.1125,8
6.116666667,8
6.120833333,8
6.125,8
6.129166667,8
6.133333333,8
6.1375,8
6.141666667,8
6.145833333,8
6.15,8
6.154166667,8
6.158333333,8
6.1625,8
6.166666667,8
6.170833333,8
6.175,8
6.179166667,8
6.183333333,8
6.1875,8
6.191666667,8
6.195833333,8
6.2,8
6.204166667,8
6.208333333,8
6.2125,8
6.216666667,8
6.220833333,8
6.225,8
6.229166667,8
6.233333333,8
6.2375,8
6.241666667,8
6.245833333,8
6.25,8
6.254166667,8
6.258333333,8
6.2625,8
6.266666667,8
6.270833333,8
6.275,8
6.279166667,8
6.283333333,8
6.2875,8
6.291666667,8
6.295833333,8
6.3,8
6.304166667,8
6.308333333,8
6.3125,8
6.316666667,8
6.320833333,8
6.325,8
6.329166667,8
6.333333333,8
6.3375,8
6.341666667,8
6.345833333,8
6.35,8
6.354166667,8
6.358333333,8
6.3625,8
6.366666667,8
6.370833333,8
6.375,8
6.379166667,8
6.383333333,8
6.3875,8
6.391666667,8
6.395833333,8
6.4,8
6.404166667,8
6.408333333,8
6.4125,8
6.416666667,8
6.420833333,8
6.425,8
6.429166667,8
6.433333333,8
6.4375,8
6.441666667,8
6.445833333,8
6.45,8
6.454166667,8
6.458333333,8
6.4625,8
6.466666667,8
6.470833333,8
6.475,8
6.479166667,8
6.483333333,8
6.4875,8
6.491666667,8
6.495833333,8
6.5,8
6.504166667,8
6.508333333,8
6.5125,8
6.516666667,8
6.520833333,8
6.525,8
6.529166667,8
6.533333333,8
6.5375,8
6.541666667,8
6.545833333,8
6.55,8
6.554166667,8
6.558333333,8
6.5625,8
6.566666667,8
6.570833333,8
6.575,8
6.579166667,8
6.583333333,8
6.5875,8
6.591666667,8
6.595833333,8
6.6,8
6.604166667,8
6.608333333,8
6.6125,8
6.616666667,8
6.620833333,8
6.625,8
6.629166667,8
6.633333333,8
6.6375,8
6.641666667,8
6.645833333,8
6.65,8
6.654166667,8
6.658333333,8
6.6625,8
6.666666667,8
6.670833333,8
6.675,8
6.679166667,8
6.683333333,8
6.6875,8
6.691666667,8
6.695833333,8
6.7,8
6.704166667,8
6.708333333,8
6.7125,8
6.716666667,8
6.720833333,8
6.725,8
6.729166667,8
6.733333333,8
6.7375,8
6.741666667,8
6.745833333,8
6.75,8
6.754166667,8
6.758333333,8
6.7625,8
6.766666667,8
6.770833333,8
6.775,8
6.779166667,8
6.783333333,8
6.7875,8
6.791666667,8
6.795833333,8
6.8,8
6.804166667,8
6.808333333,8
6.8125,8
6.816666667,8
6.820833333,8
6.825,8
6.829166667,8
6.833333333,8
6.8375,8
6.841666667,8
6.845833333,8
6.85,8
6.854166667,8
6.858333333,8
6.8625,8
6.866666667,8
6.870833333,8
6.875,8
6.879166667,8
6.883333333,8
6.8875,8
6.891666667,8
6.895833333,8
6.9,8
6.904166667,8
6.908333333,8
6.9125,8
6.916666667,8
6.920833333,8
6.925,8
6.929166667,8
6.933333333,8
6.9375,8
6.941666667,8
6.945833333,8
6.95,8
6.954166667,8
6.958333333,8
6.9625,8
6.966666667,8
6.970833333,8
6.975,8
6.979166667,8
6.983333333,8
6.9875,8
6.991666667,8
6.995833333,8
7,8
7.004166667,8
7.008333333,8
7.0125,8
7.016666667,8
7.020833333,8
7.025,8
7.029166667,8
7.033333333,8
7.0375,8
7.041666667,8
7.045833333,8
7.05,8
7.054166667,8
7.058333333,8
7.0625,8
7.066666667,8
7.070833333,8
7.075,8
7.079166667,8
7.083333333,8
7.0875,8
7.091666667,8
7.095833333,8
7.1,8
7.104166667,8
7.108333333,8
7.1125,8
7.116666667,8
7.120833333,8
7.125,8
7.129166667,8
7.133333333,8
7.1375,8
7.141666667,8
7.145833333,8
7.15,8
7.154166667,8
7.158333333,8
7.1625,8
7.166666667,8
7.170833333,8
7.175,8
7.179166667,8
7.183333333,8
7.1875,8
7.191666667,8
7.195833333,8
7.2,8
7.204166667,8
7.208333333,8
7.2125,8
7.216666667,8
7.220833333,8
7.225,8
7.229166667,8
7.233333333,8
7.2375,8
7.241666667,8
7.245833333,8
7.25,8
7.254166667,8
7.258333333,8
7.2625,8
7.266666667,8
7.270833333,8
7.275,8
7.279166667,8
7.283333333,8
7.2875,8
7.291666667,8
7.295833333,8
7.3,8
7.304166667,8
7.308333333,8
7.3125,8
7.316666667,8
7.320833333,8
7.325,8
7.329166667,8
7.333333333,8
7.3375,8
7.341666667,8
7.345833333,8
7.35,8
7.354166667,8
7.358333333,8
7.3625,8
7.366666667,8
7.370833333,8
7.375,8
7.379166667,8
7.383333333,8
7.3875,8
7.391666667,8
7.395833333,8
7.4,8
7.404166667,8
7.408333333,8
7.4125,8
7.416666667,8
7.420833333,8
7.425,8
7.429166667,8
7.433333333,8
7.4375,8
7.441666667,8
7.445833333,8
7.45,8
7.454166667,8
7.458333333,8
7.4625,8
7.466666667,8
7.470833333,8
7.475,8
7.479166667,8
7.483333333,8
7.4875,8
7.491666667,8
7.495833333,8
7.5,8
7.504166667,8
7.508333333,8
7.5125,8
7.516666667,8
7.520833333,8
7.525,8
7.529166667,8
7.533333333,8
7.5375,8
7.541666667,8
7.545833333,8
7.55,8
7.554166667,8
7.558333333,8
7.5625,8
7.566666667,8
7.570833333,8
7.575,8
7.579166667,8
7.583333333,8
7.5875,8
7.591666667,8
7.595833333,8
7.6,8
7.604166667,8
7.608333333,8
7.6125,8
7.616666667,8
7.620833333,8
7.625,8
7.629166667,8
7.633333333,8
7.6375,8
7.641666667,8
7.645833333,8
7.65,8
7.654166667,8
7.658333333,8
7.6625,8
7.666666667,8
7.670833333,8
7.675,8
7.679166667,8
7.683333333,8
7.6875,8
7.691666667,8
7.695833333,8
7.7,8
7.704166667,8
7.708333333,8
7.7125,8
7.716666667,8
7.720833333,8
7.725,8
7.729166667,8
7.733333333,8
7.7375,8
7.741666667,8
7.745833333,8
7.75,8
7.754166667,8
7.758333333,8
7.7625,8
7.766666667,8
7.770833333,8
7.775,8
7.779166667,8
7.783333333,8
7.7875,8
7.791666667,8
7.795833333,8
7.8,8
7.804166667,8
7.808333333,8
7.8125,8
7.816666667,8
7.820833333,8
7.825,8
7.829166667,8
7.833333333,8
7.8375,8
7.841666667,8
7.845833333,8
7.85,8
7.854166667,8
7.858333333,8
7.8625,8
7.866666667,8
7.870833333,8
