JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),            TDS,     EPI(g/m2),     SED(Organic matter in sediments g/m3),    SEDP(OrgP in sediments gP/m3),    SEDN(OrgN in sediments gN/m3),    SEDC(OrgCSediments gC/m3),PLIM_ALG1           ,PLIM_ALG2           ,PLIM_ALG3           ,NLIM_ALG1           ,NLIM_ALG2           ,NLIM_ALG3           ,LLIM_ALG1           ,LLIM_ALG2           ,LLIM_ALG3           ,EPLIM_1,ENLIM_1,ELLIM_1,
     1.074,    13.845,     1.840,    17.493,     0.140,     1.994,     0.000,     0.450,     1.840,    10.930,     1.000,    17.555,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.282,         9.937,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.078,     7.465,     1.845,    17.492,     0.142,     2.003,     0.000,     0.450,     1.845,    10.930,     1.000,    17.553,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.270,         9.933,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.082,     5.466,     1.828,    17.491,     0.143,     2.012,     0.000,     0.450,     1.828,    10.930,     1.000,    17.547,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.255,         9.929,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.086,     6.364,     1.812,    17.489,     0.144,     1.999,     0.000,     0.450,     1.812,    10.930,     1.000,    17.547,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.230,         9.924,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.090,     5.731,     1.825,    17.491,     0.142,     1.994,     0.000,     0.450,     1.825,    10.930,     1.000,    17.548,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.247,         9.920,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.094,     5.649,     1.831,    17.489,     0.142,     1.999,     0.000,     0.450,     1.831,    10.930,     1.000,    17.546,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.231,         9.916,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.099,     5.754,     1.828,    17.490,     0.142,     2.004,     0.000,     0.450,     1.828,    10.930,     1.000,    17.541,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.233,         9.912,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.103,     5.115,     1.821,    17.487,     0.144,     2.002,     0.000,     0.450,     1.821,    10.930,     1.000,    17.548,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.194,         9.908,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.107,     5.325,     1.823,    17.491,     0.142,     1.997,     0.000,     0.450,     1.823,    10.930,     1.000,    17.548,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.255,         9.904,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.111,     5.460,     1.832,    17.488,     0.143,     1.998,     0.000,     0.450,     1.832,    10.930,     1.000,    17.541,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.213,         9.899,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.115,     5.733,     1.832,    17.489,     0.142,     2.001,     0.000,     0.450,     1.832,    10.930,     1.000,    17.552,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.219,         9.895,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.119,     4.966,     1.834,    17.488,     0.143,     1.999,     0.000,     0.450,     1.834,    10.930,     1.000,    17.547,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.213,         9.891,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.124,     5.780,     1.832,    17.489,     0.142,     2.004,     0.000,     0.450,     1.832,    10.930,     1.000,    17.542,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.220,         9.887,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.128,     5.577,     1.823,    17.488,     0.144,     2.003,     0.000,     0.450,     1.823,    10.930,     1.000,    17.543,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.207,         9.883,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.132,     5.314,     1.823,    17.488,     0.142,     1.998,     0.000,     0.450,     1.823,    10.930,     1.000,    17.540,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.213,         9.879,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.136,     3.969,     1.829,    17.488,     0.142,     1.998,     0.000,     0.450,     1.829,    10.930,     1.000,    17.541,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.207,         9.874,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.140,     3.941,     1.830,    17.488,     0.142,     2.001,     0.000,     0.450,     1.830,    10.930,     1.000,    17.543,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.216,         9.870,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.144,     4.067,     1.825,    17.488,     0.141,     2.003,     0.000,     0.450,     1.825,    10.930,     1.000,    17.537,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.217,         9.866,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.149,     3.518,     1.821,    17.488,     0.142,     1.999,     0.000,     0.450,     1.821,    10.930,     1.000,    17.540,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.208,         9.862,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.153,     3.594,     1.828,    17.488,     0.142,     1.996,     0.000,     0.450,     1.828,    10.930,     1.000,    17.548,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.218,         9.858,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.157,     3.567,     1.832,    17.490,     0.141,     2.000,     0.000,     0.450,     1.832,    10.930,     1.000,    17.539,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.238,         9.854,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.161,     3.634,     1.831,    17.489,     0.141,     2.000,     0.000,     0.450,     1.831,    10.930,     1.000,    17.544,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.225,         9.849,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.165,     3.785,     1.829,    17.488,     0.141,     2.001,     0.000,     0.450,     1.829,    10.930,     1.000,    17.536,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.212,         9.845,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.169,     3.725,     1.827,    17.488,     0.141,     2.001,     0.000,     0.450,     1.827,    10.930,     1.000,    17.538,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.219,         9.841,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.174,     3.277,     1.825,    17.487,     0.142,     2.000,     0.000,     0.450,     1.825,    10.930,     1.000,    17.537,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.205,         9.837,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.178,     3.067,     1.827,    17.488,     0.142,     1.999,     0.000,     0.450,     1.827,    10.930,     1.000,    17.541,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.215,         9.833,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.182,     3.115,     1.829,    17.490,     0.142,     1.999,     0.000,     0.450,     1.829,    10.930,     1.000,    17.547,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.236,         9.829,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.186,     3.598,     1.828,    17.488,     0.142,     2.002,     0.000,     0.450,     1.828,    10.930,     1.000,    17.537,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.214,         9.825,     0.000,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.190,     3.792,     1.824,    17.488,     0.143,     2.002,     0.000,     0.450,     1.824,    10.930,     1.000,    17.541,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.211,         9.820,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.194,     3.814,     1.825,    17.488,     0.142,     1.998,     0.000,     0.450,     1.825,    10.930,     1.000,    17.540,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.218,         9.816,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.199,     3.989,     1.830,    17.489,     0.141,     1.999,     0.000,     0.450,     1.830,    10.930,     1.000,    17.539,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.221,         9.812,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.203,     4.325,     1.831,    17.490,     0.141,     2.001,     0.000,     0.450,     1.831,    10.930,     1.000,    17.542,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.232,         9.808,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.207,     3.475,     1.828,    17.489,     0.143,     2.002,     0.000,     0.450,     1.828,    10.930,     1.000,    17.544,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.222,         9.804,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.211,     1.000,     1.826,    17.487,     0.146,     2.000,     0.000,     0.450,     1.826,    10.930,     1.000,    17.561,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.194,         9.800,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.215,     1.000,     1.826,    17.493,     0.146,     2.000,     0.000,     0.450,     1.826,    10.930,     1.000,    17.588,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.283,         9.796,     0.001,     0.000,     0.000,     0.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.220,     1.036,     1.624,    17.540,     0.130,     2.006,     0.000,     0.450,     1.624,    10.930,     1.000,    17.515,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.909,         9.792,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.224,     1.137,     1.645,    17.529,     0.119,     1.891,     0.000,     0.450,     1.645,    10.930,     1.000,    17.512,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.761,         9.787,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.228,     1.377,     1.625,    17.539,     0.127,     1.971,     0.000,     0.450,     1.625,    10.930,     1.000,    17.516,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.893,         9.783,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.232,     1.598,     1.641,    17.561,     0.127,     2.033,     0.000,     0.450,     1.641,    10.930,     1.000,    17.524,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         2.201,         9.779,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.236,     1.854,     1.579,    17.545,     0.138,     2.041,     0.000,     0.450,     1.579,    10.930,     1.000,    17.519,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.973,         9.775,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.240,     1.994,     1.554,    17.516,     0.143,     2.027,     0.000,     0.450,     1.554,    10.930,     1.000,    17.511,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.586,         9.771,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.245,     2.104,     1.538,    17.512,     0.143,     1.988,     0.000,     0.450,     1.538,    10.930,     1.000,    17.508,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.538,         9.767,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.249,     2.096,     1.542,    17.518,     0.142,     1.988,     0.000,     0.450,     1.542,    10.930,     1.000,    17.511,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.612,         9.763,     0.005,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.253,     2.149,     1.507,    17.514,     0.145,     1.998,     0.000,     0.450,     1.507,    10.930,     1.000,    17.511,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.566,         9.759,     0.005,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.257,     2.112,     1.474,    17.550,     0.132,     2.003,     0.000,     0.450,     1.474,    10.930,     1.000,    17.505,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         2.040,         9.755,     0.019,     0.000,     0.001,     0.008,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.261,     2.364,     1.459,    17.504,     0.148,     2.005,     0.000,     0.450,     1.459,    10.930,     1.000,    17.495,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.422,         9.750,     0.019,     0.000,     0.002,     0.008,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.265,     2.477,     1.451,    17.498,     0.148,     2.005,     0.000,     0.450,     1.451,    10.930,     1.000,    17.491,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.348,         9.746,     0.019,     0.000,     0.002,     0.009,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.270,     2.254,     1.447,    17.496,     0.144,     2.002,     0.000,     0.450,     1.447,    10.930,     1.000,    17.487,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.318,         9.742,     0.019,     0.000,     0.002,     0.009,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.274,     2.088,     1.422,    17.488,     0.139,     2.003,     0.000,     0.450,     1.422,    10.930,     1.000,    17.486,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.215,         9.738,     0.020,     0.000,     0.002,     0.009,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.278,     1.985,     1.390,    17.496,     0.160,     2.004,     0.000,     0.450,     1.390,    10.930,     1.000,    17.483,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.324,         9.734,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.282,     1.846,     1.367,    17.489,     0.167,     2.009,     0.000,     0.450,     1.367,    10.930,     1.000,    17.483,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.220,         9.730,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.286,     1.818,     1.351,    17.502,     0.161,     2.009,     0.000,     0.450,     1.351,    10.930,     1.000,    17.484,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.395,         9.726,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.290,     1.951,     1.328,    17.486,     0.174,     2.011,     0.000,     0.450,     1.328,    10.930,     1.000,    17.482,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.185,         9.722,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.295,     1.937,     1.311,    17.484,     0.171,     2.009,     0.000,     0.450,     1.311,    10.930,     1.000,    17.480,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.156,         9.718,     0.004,     0.000,     0.000,     0.002,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.299,     1.804,     1.299,    17.484,     0.166,     2.009,     0.000,     0.450,     1.299,    10.930,     1.000,    17.478,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.153,         9.714,     0.014,     0.000,     0.001,     0.006,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
     1.303,     1.642,     1.278,    17.482,     0.163,     2.014,     0.000,     0.450,     1.278,    10.930,     1.000,    17.477,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,         1.129,         9.709,     0.014,     0.000,     0.001,     0.006,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         1.000,         0.000,         0.000,         0.000,
