 JDAY =    50.2077414320865     
QIN(JB):,.470000,.000000,.000000,.000000,
QTR:,.000000,.000000,.000000,
QDT(JB):,.000000,.000000,.000000,.000000,
QWD:,
QSUM(JB):,.000000,.000000,.000000,.000000,
QGT:,
QPI:,
QPU:,
QSP:,

SEG,BRANCH,ACTIVE,KT,WSE,SZ,Z,Q,QC,QERR,H2KT,H1KT,BHR1,BHR2,T1,T2,SUKT,UKT,AVHR,SELWS
15,1,A,9,.079007,-.079053,-.079007,.210447,.211496,-.498635,.179053,.179007,.555299,.554842,17.476816,17.476816,.382102,.354331,.189330,.079053
16,1,A,9,.099654,-.099076,-.099654,.193661,.193577,.043427,.199076,.199654,.464858,.463976,17.502066,17.502066,.426207,.416422,.187737,.099076
17,1,A,9,.075821,-.075715,-.075821,.185029,.185033,-.001957,.175715,.175821,.672756,.673779,17.480268,17.480268,.292317,.275037,.176768,.075715
18,1,A,9,.077716,-.078057,-.077716,.224077,.224264,-.083333,.178057,.177716,.613279,.613972,17.476758,17.476758,.393730,.365680,.188228,.078057
19,1,A,9,.098739,-.098125,-.098739,.201123,.205831,-2.341112,.198125,.198739,.480790,.485088,17.476650,17.476650,.433008,.428111,.181141,.098125
20,1,A,9,.063543,-.065257,-.063543,.352959,.353193,-.066266,.165257,.163543,.437112,.443983,17.476645,17.476645,.540632,.530199,.124844,.065257
21,1,A,9,-.013855,.012766,.013855,.407934,.411974,-.990203,.087234,.086145,1.019974,1.023111,17.476645,17.476645,.215318,.210984,.087495,-.012766
22,1,A,9,-.011154,.011033,.011154,.447307,.447307,.000069,.088967,.088846,2.175521,2.176645,17.476645,17.476645,.094086,.093798,.089507,-.011033
23,1,A,9,-.009831,.009835,.009831,.445660,.445669,-.002020,.090165,.090169,2.946171,2.945643,17.476645,17.476645,.069014,.069061,.090104,-.009835
24,1,A,9,-.009961,.009987,.009961,.431446,.431455,-.002179,.090013,.090039,3.178278,3.177308,17.476645,17.476645,.062376,.062489,.089866,-.009987
25,1,A,9,-.010307,.010336,.010307,.416556,.416567,-.002677,.089664,.089693,2.707908,2.707023,17.476645,17.476645,.067543,.067589,.089541,-.010336
26,1,A,9,-.010610,.010640,.010610,.403650,.404909,-.311901,.089360,.089390,2.152326,2.151603,17.476645,17.476645,.088744,.088807,.089020,-.010640
27,1,A,9,-.011349,.011379,.011349,.394899,.394900,-.000293,.088621,.088651,1.843416,1.842785,17.476645,17.476645,.089495,.089641,.088305,-.011379
28,1,A,9,-.012041,.012071,.012041,.384927,.385967,-.270139,.087929,.087959,1.765934,1.765305,17.476645,17.476645,.083910,.084092,.087860,-.012071
29,1,A,9,-.012238,.012270,.012238,.374831,.376037,-.321959,.087730,.087762,1.795556,1.794890,17.476645,17.476645,.084881,.085055,.087586,-.012270
30,1,A,9,-.012590,.012623,.012590,.366002,.366003,-.000288,.087377,.087410,1.583062,1.582469,17.476645,17.476645,.083868,.083972,.087278,-.012623
31,1,A,9,-.012855,.012888,.012855,.358267,.358271,-.001016,.087112,.087145,1.568662,1.568070,17.476645,17.476645,.076439,.076505,.086996,-.012888
32,1,A,9,-.013153,.013187,.013153,.348233,.348239,-.001666,.086813,.086847,1.699722,1.699069,17.476645,17.476645,.063637,.063681,.086854,-.013187
33,1,A,9,-.013139,.013173,.013139,.338670,.338676,-.001749,.086827,.086861,1.869952,1.869228,17.476645,17.476645,.054139,.054154,.086836,-.013173
34,1,A,9,-.013189,.013222,.013189,.326496,.326501,-.001467,.086778,.086811,2.062923,2.062116,17.476645,17.476645,.049678,.049687,.086805,-.013222
35,1,A,9,-.013201,.013235,.013201,.314474,.314479,-.001541,.086765,.086799,2.056743,2.055930,17.476645,17.476645,.046612,.046615,.086783,-.013235
36,1,A,9,-.013234,.013268,.013234,.302136,.302140,-.001173,.086732,.086766,1.865024,1.864279,17.476646,17.476646,.052988,.052978,.086743,-.013268
37,1,A,9,-.013281,.013316,.013281,.292141,.292142,-.000593,.086684,.086719,1.691242,1.690552,17.476646,17.476646,.061144,.061170,.086600,-.013316
38,1,A,9,-.013520,.013556,.013520,.281426,.281428,-.000430,.086444,.086480,1.652194,1.651500,17.476646,17.476646,.068914,.068836,.086362,-.013556
39,1,A,9,-.013757,.013794,.013757,.271304,.271308,-.001318,.086206,.086243,1.410277,1.409649,17.476646,17.476646,.080844,.080792,.085959,-.013794
40,1,A,9,-.014325,.014365,.014325,.262574,.262579,-.001747,.085635,.085675,1.518444,1.517741,17.476646,17.476646,.059737,.059755,.085627,-.014365
41,1,A,9,-.014420,.014460,.014420,.250212,.250217,-.001880,.085540,.085580,1.889443,1.888579,17.476647,17.476647,.041720,.041709,.085628,-.014460
42,1,A,9,-.014323,.014362,.014323,.236662,.236667,-.002081,.085638,.085677,2.159797,2.158811,17.476647,17.476647,.032240,.032216,.085704,-.014362
43,1,A,9,-.014269,.014308,.014269,.220653,.220657,-.001792,.085692,.085731,2.323967,2.322908,17.476649,17.476649,.028555,.028526,.085755,-.014308
44,1,A,9,-.014220,.014259,.014220,.204883,.204887,-.001789,.085741,.085780,2.147592,2.146618,17.476650,17.476650,.028307,.028273,.085802,-.014259
45,1,A,9,-.014175,.014214,.014175,.191438,.191441,-.001654,.085786,.085825,1.976970,1.976081,17.476651,17.476651,.029718,.029675,.085843,-.014214
46,1,A,9,-.014138,.014177,.014138,.178220,.178222,-.001046,.085823,.085862,1.880577,1.879736,17.476652,17.476652,.032310,.032270,.085872,-.014177
47,1,A,9,-.014119,.014157,.014119,.166220,.166221,-.000733,.085843,.085881,1.597040,1.596326,17.476653,17.476653,.043761,.043638,.085860,-.014157
48,1,A,9,-.014162,.014200,.014162,.156813,.156815,-.001104,.085800,.085838,1.130923,1.130398,17.476654,17.476654,.065292,.065176,.085626,-.014200
49,1,A,9,-.014587,.014629,.014587,.150442,.150444,-.001576,.085371,.085413,1.296352,1.295722,17.476656,17.476656,.039438,.039382,.085444,-.014629
50,1,A,9,-.014524,.014565,.014524,.137924,.137925,-.001003,.085435,.085476,1.810807,1.809931,17.476659,17.476659,.025705,.025662,.085534,-.014565
51,1,A,9,-.014408,.014449,.014408,.124183,.124184,-.000551,.085551,.085592,1.975627,1.974660,17.476662,17.476662,.021338,.021284,.085634,-.014449
52,1,A,9,-.014323,.014366,.014323,.108904,.108904,-.000720,.085634,.085677,2.031540,2.030529,17.476665,17.476665,.018321,.018266,.085720,-.014366
53,1,A,9,-.014237,.014280,.014237,.093869,.093870,-.001153,.085720,.085763,2.113400,2.112338,17.476668,17.476668,.014293,.014241,.085804,-.014280
54,1,A,9,-.014155,.014199,.014155,.077018,.077019,-.000996,.085801,.085845,2.204245,2.203132,17.476670,17.476670,.011690,.011638,.085886,-.014199
55,1,A,9,-.014073,.014117,.014073,.060465,.060465,-.000546,.085883,.085927,2.123415,2.122343,17.476673,17.476673,.010136,.010080,.085969,-.014117
56,1,A,9,-.013988,.014031,.013988,.044839,.044839,-.000121,.085969,.086012,1.922101,1.921133,17.476675,17.476675,.008876,.008811,.086061,-.014031
57,1,A,9,-.013889,.013933,.013889,.031432,.031432,.000098,.086067,.086111,1.709078,1.708223,17.476677,17.476677,.007538,.007463,.086167,-.013933
58,1,A,9,-.013776,.013819,.013776,.019193,.019193,.000384,.086181,.086224,1.601791,1.600999,17.476678,17.476678,.005086,.005011,.086282,-.013819
59,1,A,9,-.013661,.013703,.013661,.007670,.007670,.002888,.086297,.086339,1.845695,1.844800,17.476680,17.476680,.002163,.002107,.086382,-.013703
60,1,A,9,-.013575,.013616,.013575,-.007653,-.007653,-.005359,.086384,.086425,2.052052,2.051080,17.476681,17.476681,-.000255,-.000298,.086458,-.013616
61,1,A,9,-.013509,.013549,.013509,-.021490,-.021490,-.002471,.086451,.086491,2.030584,2.029653,17.476682,17.476682,-.002751,-.002786,.086518,-.013549
62,1,A,9,-.013456,.013495,.013456,-.035566,-.035567,-.002364,.086505,.086544,2.063207,2.062289,17.476682,17.476682,-.004476,-.004502,.086562,-.013495
63,1,A,9,-.013420,.013458,.013420,-.049026,-.049026,-.001841,.086542,.086580,1.798205,1.797417,17.476683,17.476683,-.007897,-.007924,.086601,-.013458
64,1,A,9,-.013379,.013417,.013379,-.059170,-.059197,-.045213,.086583,.086621,1.724356,1.723593,17.476683,17.476683,-.012522,-.012562,.086648,-.013417
65,1,A,9,-.013324,.013363,.013324,-.071904,-.071907,-.003903,.086637,.086676,1.916327,1.915448,17.476683,17.476683,-.013158,-.013210,.086711,-.013363
66,1,A,9,-.013253,.013294,.013253,-.085493,-.085568,-.087210,.086706,.086747,1.909760,1.908832,17.476683,17.476683,-.017753,-.017835,.086808,-.013294
67,1,A,9,-.013131,.013174,.013131,-.099734,-.099734,-.000689,.086826,.086869,2.037765,2.036716,17.476683,17.476683,-.019468,-.019564,.086948,-.013174
68,1,A,9,-.012973,.013019,.012973,-.117057,-.117057,-.000595,.086981,.087027,2.235434,2.234248,17.476684,17.476684,-.019564,-.019661,.087099,-.013019
69,1,A,9,-.012828,.012875,.012828,-.135236,-.135297,-.044818,.087125,.087172,2.352792,2.351541,17.476684,17.476684,-.023898,-.024006,.087251,-.012875
70,1,A,9,-.012670,.012716,.012670,-.154476,-.154592,-.075032,.087284,.087330,2.355766,2.354514,17.476684,17.476684,-.031359,-.031494,.087465,-.012716
71,1,A,9,-.012399,.012446,.012399,-.172841,-.172843,-.001077,.087554,.087601,2.347556,2.346293,17.476684,17.476684,-.029082,-.029200,.087691,-.012446
72,1,A,9,-.012218,.012266,.012218,-.192476,-.192478,-.000811,.087734,.087782,2.117439,2.116282,17.476684,17.476684,-.032599,-.032723,.087873,-.012266
73,1,A,9,-.012035,.012084,.012035,-.207374,-.207562,-.090992,.087916,.087965,1.767740,1.766761,17.476684,17.476684,-.044842,-.045020,.088105,-.012084
74,1,A,9,-.011754,.011803,.011754,-.221563,-.221873,-.139929,.088197,.088246,1.900631,1.899552,17.476684,17.476684,-.046086,-.046287,.088388,-.011803
75,1,A,9,-.011471,.011522,.011471,-.239915,-.239916,-.000278,.088478,.088529,2.115003,2.113787,17.476684,17.476684,-.041446,-.041589,.088623,-.011522
76,1,A,9,-.011284,.011335,.011284,-.258362,-.258362,-.000176,.088665,.088716,1.782262,1.781237,17.476684,17.476684,-.053264,-.053410,.088852,-.011335
77,1,A,9,-.011012,.011063,.011012,-.270649,-.270650,-.000303,.088937,.088988,1.402077,1.401267,17.476684,17.476684,-.072696,-.072950,.089310,-.011063
78,1,A,9,-.010367,.010419,.010367,-.282191,-.282664,-.167601,.089581,.089633,1.744399,1.743367,17.476684,17.476684,-.063549,-.063866,.089869,-.010419
79,1,A,9,-.009895,.009949,.009895,-.301170,-.301621,-.149759,.090051,.090105,2.423909,2.422443,17.476684,17.476684,-.048639,-.048826,.090212,-.009949
80,1,A,9,-.009681,.009736,.009681,-.326630,-.326631,-.000143,.090264,.090319,2.471038,2.469542,17.476684,17.476684,-.049840,-.049981,.090427,-.009736
81,1,A,9,-.009465,.009520,.009465,-.346485,-.346486,-.000352,.090480,.090535,2.077056,2.075808,17.476684,17.476684,-.070121,-.070262,.090861,-.009520
82,1,A,9,-.008813,.008868,.008813,-.364047,-.364051,-.000955,.091132,.091187,2.359815,2.358385,17.476684,17.476684,-.063984,-.064177,.091425,-.008868
83,1,A,9,-.008337,.008393,.008337,-.389372,-.389376,-.001044,.091607,.091663,2.821077,2.819366,17.476684,17.476684,-.051332,-.051474,.091785,-.008393
84,1,A,9,-.008093,.008149,.008093,-.415398,-.415402,-.000949,.091851,.091907,2.565218,2.563673,17.476684,17.476684,-.059114,-.059238,.092061,-.008149
85,1,A,9,-.007785,.007840,.007785,-.435722,-.435727,-.001150,.092160,.092215,2.249807,2.248447,17.476684,17.476684,-.066270,-.066443,.092319,-.007840
86,1,A,9,-.007577,.007633,.007577,-.456216,-.456221,-.000943,.092367,.092423,2.138644,2.137330,17.476684,17.476684,-.079265,-.079463,.092718,-.007633
87,1,A,9,-.006987,.007045,.006987,-.475144,-.475150,-.001330,.092955,.093013,2.126473,2.125148,17.476684,17.476684,-.084031,-.084195,.093256,-.007045
88,1,A,9,-.006500,.006558,.006500,-.495990,-.495996,-.001146,.093442,.093500,2.123798,2.122465,17.476684,17.476684,-.081594,-.081808,.093562,-.006558
89,1,A,9,-.006376,.006435,.006376,-.513172,-.515138,-.383134,.093565,.093624,1.788901,1.787777,17.476684,17.476684,-.117215,-.117838,.093468,-.006435
90,1,A,9,-.006689,.006747,.006689,-.522063,-.529706,-1.464050,.093253,.093311,1.340023,1.339080,17.476684,17.476684,-.217345,-.219098,.095117,-.006747
91,1,A,9,-.003078,.003157,.003078,-.541257,-.543411,-.397878,.096843,.096922,1.117598,1.116525,17.476684,17.476684,-.348269,-.349171,.108986,-.003157
92,1,A,9,.021050,-.020972,-.021050,-.561756,-.561887,-.023302,.120972,.121050,1.858324,1.856492,17.476684,17.476684,-.195020,-.195476,.125326,.020972
93,1,A,9,.029602,-.029517,-.029602,-.597995,-.598364,-.061719,.129517,.129602,3.447016,3.444290,17.476684,17.476684,-.098444,-.098816,.130320,.029517
94,1,A,9,.031038,-.030950,-.031038,-.643688,-.643690,-.000231,.130950,.131038,4.380332,4.377259,17.476684,17.476684,-.070318,-.070467,.131207,.030950
95,1,A,9,.031375,-.031288,-.031375,-.690572,-.690573,-.000251,.131288,.131375,4.229961,4.227097,17.476684,17.476684,-.077816,-.077926,.131594,.031288
96,1,A,9,.031813,-.031727,-.031813,-.729604,-.729606,-.000270,.131727,.131813,4.502587,4.499487,17.476684,17.476684,-.083730,-.083882,.131977,.031727
97,1,A,9,.032140,-.032056,-.032140,-.781449,-.783589,-.273852,.132056,.132140,4.356952,4.353974,17.476684,17.476684,-.090527,-.090850,.132119,.032056
98,1,A,9,.032098,-.032013,-.032098,-.818925,-.818945,-.002445,.132013,.132098,3.177669,3.175632,17.476684,17.476684,-.145028,-.145270,.132463,.032013
99,1,A,9,.032827,-.032742,-.032827,-.844705,-.844699,.000683,.132742,.132827,2.607873,2.606216,17.476684,17.476684,-.225922,-.226161,.136550,.032742
100,1,A,9,.040273,-.040199,-.040273,-.868574,-.868650,-.008728,.140199,.140273,3.043077,3.041182,17.476684,17.476684,-.194695,-.195156,.143048,.040199
101,1,A,9,.045824,-.045752,-.045824,-.901341,-.901533,-.021338,.145752,.145824,3.981026,3.978560,17.476684,17.476684,-.132779,-.133083,.146626,.045752
102,1,A,9,.047428,-.047351,-.047428,-.942598,-.942618,-.002057,.147351,.147428,4.449256,4.446768,17.476684,17.476684,-.122503,-.122723,.148002,.047351
103,1,A,9,.048575,-.048502,-.048575,-.973749,-.976156,-.247259,.148502,.148575,4.445744,4.443393,17.476684,17.476684,-.132063,-.132365,.149216,.048502
104,1,A,9,.049856,-.049781,-.049856,-1.013135,-1.013139,-.000354,.149781,.149856,4.692506,4.689831,17.476684,17.476684,-.121547,-.121815,.150453,.049781
105,1,A,9,.051049,-.050973,-.051049,-1.056413,-1.056416,-.000273,.150973,.151049,5.223407,5.220513,17.476684,17.476684,-.116173,-.116379,.151551,.050973
106,1,A,9,.052052,-.051975,-.052052,-1.099965,-1.099967,-.000161,.151975,.152052,5.476035,5.473092,17.476684,17.476684,-.115092,-.115214,.152536,.051975
107,1,A,9,.053020,-.052944,-.053020,-1.144704,-1.144706,-.000178,.152944,.153020,5.674845,5.671487,17.476684,17.476684,-.111993,-.112050,.153472,.052944
108,1,A,9,.053924,-.053845,-.053924,-1.200710,-1.200711,-.000110,.153845,.153924,6.267773,6.263883,17.476684,17.476684,-.107705,-.107801,.154248,.053845
109,1,A,9,.054572,-.054488,-.054572,-1.257142,-1.261395,-.338317,.154488,.154572,6.022835,6.019099,17.476684,17.476684,-.122110,-.122482,.154909,.054488
110,1,A,9,.055247,-.055156,-.055247,-1.312782,-1.312805,-.001793,.155156,.155247,5.046461,5.043147,17.476684,17.476684,-.158230,-.158572,.156130,.055156
111,1,A,9,.057013,-.056908,-.057013,-1.360782,-1.360800,-.001342,.156908,.157013,4.756144,4.752329,17.476684,17.476684,-.173696,-.174515,.158305,.056908
112,1,A,9,.059596,-.059464,-.059596,-1.420194,-1.427267,-.498044,.159464,.159596,4.946325,4.941793,17.476685,17.476685,-.172515,-.173749,.160698,.059464
113,1,A,9,.061799,-.061656,-.061799,-1.483016,-1.496750,-.926111,.161656,.161799,4.646295,4.641957,17.476686,17.476686,-.178039,-.179601,.162856,.061656
114,1,A,9,.063912,-.063755,-.063912,-1.545360,-1.557403,-.779293,.163755,.163912,4.949613,4.944760,17.476688,17.476688,-.174306,-.175732,.164775,.063755
115,1,A,9,.065637,-.065481,-.065637,-1.627455,-1.642354,-.915464,.165481,.165637,5.791069,5.785618,17.476692,17.476692,-.151913,-.153213,.166146,.065481
116,1,A,9,.066654,-.066512,-.066654,-1.711052,-1.720937,-.577702,.166512,.166654,5.917273,5.912158,17.476700,17.476700,-.161939,-.162535,.167422,.066512
117,1,A,9,.068191,-.068054,-.068191,-1.795801,-1.795805,-.000225,.168054,.168191,6.950743,6.945262,17.476717,17.476717,-.139579,-.139905,.168776,.068054
118,1,A,9,.069362,-.069241,-.069362,-1.877851,-1.885384,-.401106,.169241,.169362,8.027357,8.021897,17.476748,17.476748,-.126432,-.126955,.169414,.069241
119,1,A,9,.069465,-.069362,-.069465,-1.947972,-1.959592,-.596488,.169362,.169465,7.143822,7.139554,17.476811,17.476811,-.153203,-.153502,.169602,.069362
120,1,A,9,.069740,-.069641,-.069740,-2.013421,-2.013437,-.000785,.169641,.169740,5.523807,5.520795,17.476936,17.476936,-.178722,-.178756,.170174,.069641
121,1,A,9,.070608,-.070522,-.070608,-2.049946,-2.049957,-.000564,.170522,.170608,5.109998,5.107299,17.477127,17.477127,-.206845,-.206998,.170654,.070522
122,1,A,9,.070701,-.070610,-.070701,-2.075571,-2.094399,-.907133,.170610,.170701,4.743541,4.741539,17.477382,17.477382,-.249634,-.250939,.172251,.070610
123,1,A,9,.073801,-.073757,-.073801,-2.101947,-2.109998,-.383030,.173757,.173801,5.222970,5.221290,17.477729,17.477729,-.260696,-.261492,.176062,.073757
124,1,A,9,.078324,-.078265,-.078324,-2.144768,-2.144792,-.001110,.178265,.178324,7.073211,7.070484,17.478052,17.478052,-.177362,-.177760,.179690,.078265
125,1,A,9,.081056,-.080988,-.081056,-2.191767,-2.191788,-.000963,.180988,.181056,8.742653,8.739073,17.478565,17.478565,-.136287,-.136528,.181584,.080988
126,1,A,9,.082113,-.082043,-.082113,-2.252161,-2.252183,-.000968,.182043,.182113,9.930702,9.926454,17.479435,17.479435,-.121279,-.121478,.182464,.082043
127,1,A,9,.082814,-.082737,-.082814,-2.319208,-2.319237,-.001280,.182737,.182814,10.175874,10.171211,17.480854,17.480854,-.120632,-.120833,.183022,.082737
128,1,A,9,.083229,-.083141,-.083229,-2.392021,-2.392053,-.001346,.183141,.183229,9.606031,9.600941,17.482973,17.482973,-.136491,-.136690,.183569,.083141
129,1,A,9,.083909,-.083801,-.083909,-2.457697,-2.471923,-.578861,.183801,.183909,8.858492,8.852708,17.485938,17.485938,-.161074,-.161809,.184130,.083801
130,1,A,9,.084352,-.084233,-.084352,-2.565482,-2.565559,-.002980,.184233,.184352,8.329560,8.323433,17.489303,17.489303,-.178777,-.179030,.184957,.084233
131,1,A,9,.085563,-.085423,-.085563,-2.655681,-2.655760,-.002954,.185423,.185563,7.805349,7.798986,17.492989,17.492989,-.196570,-.196763,.186104,.085423
132,1,A,9,.086645,-.086490,-.086645,-2.756352,-2.756436,-.003077,.186490,.186645,7.512302,7.505689,17.496929,17.496929,-.214348,-.214605,.186982,.086490
133,1,A,9,.087319,-.087157,-.087319,-2.854092,-2.854146,-.001890,.187157,.187319,7.178255,7.172148,17.501175,17.501175,-.262620,-.263040,.188395,.087157
134,1,A,9,.089471,-.089316,-.089471,-2.939825,-2.939637,.006405,.189316,.189471,6.424270,6.419537,17.505454,17.505454,-.337674,-.338057,.194566,.089316
135,1,A,9,.099661,-.099543,-.099661,-2.996134,-2.996152,-.000581,.199543,.199661,6.911843,6.908037,17.508733,17.508733,-.311636,-.312717,.203508,.099543
136,1,A,9,.107355,-.107263,-.107355,-3.040178,-3.053838,-.449329,.207263,.207355,8.626927,8.623173,17.511720,17.511720,-.233576,-.234000,.209037,.107263
137,1,A,9,.110719,-.110645,-.110719,-3.108743,-3.108780,-.001179,.210645,.210719,9.993590,9.990046,17.516149,17.516149,-.185269,-.185173,.211440,.110645
138,1,A,9,.112161,-.112101,-.112161,-3.160112,-3.160152,-.001248,.212101,.212161,10.831159,10.828086,17.522190,17.522190,-.174672,-.174468,.213029,.112101
139,1,A,9,.113897,-.113854,-.113897,-3.200824,-3.200958,-.004174,.213854,.213897,13.813573,13.810328,17.529636,17.529636,-.148009,-.147857,.213818,.113854
140,1,A,9,.113739,-.113698,-.113739,-3.257457,-3.257508,-.001584,.213698,.213739,13.338093,13.335369,17.537657,17.537657,-.159310,-.159153,.214632,.113698
141,1,A,9,.115525,-.115490,-.115525,-3.282617,-3.282697,-.002425,.215490,.215525,12.617367,12.615085,17.548780,17.548780,-.169135,-.168966,.215945,.115490
142,1,A,9,.116365,-.116332,-.116365,-3.325841,-3.325964,-.003696,.216332,.216365,15.078365,15.075717,17.557260,17.557260,-.132496,-.132405,.216822,.116332
143,1,A,9,.117279,-.117245,-.117279,-3.361911,-3.362131,-.006531,.217245,.217279,16.910673,16.907702,17.568527,17.568527,-.113882,-.113898,.217420,.117245
144,1,A,9,.117561,-.117522,-.117561,-3.414741,-3.415098,-.010459,.217522,.217561,19.814807,19.810889,17.582041,17.582041,-.096969,-.097021,.217513,.117522
145,1,A,9,.117465,-.117421,-.117465,-3.479372,-3.479665,-.008435,.217421,.217465,17.491204,17.487620,17.599611,17.599611,-.108534,-.108575,.217673,.117421
146,1,A,9,.117881,-.117838,-.117881,-3.522337,-3.522596,-.007352,.217838,.217881,17.327974,17.324509,17.622217,17.622217,-.114416,-.114506,.217970,.117838
147,1,A,9,.118060,-.118017,-.118060,-3.583275,-3.583628,-.009859,.218017,.218060,21.727433,21.723032,17.642083,17.642083,-.094741,-.094800,.218111,.118017
148,1,A,9,.118161,-.118117,-.118161,-3.641703,-3.654647,-.355444,.218117,.218161,21.972695,21.968253,17.665486,17.665486,-.095917,-.096118,.218074,.118117
149,1,A,9,.117988,-.117945,-.117988,-3.716391,-3.716902,-.013740,.217945,.217988,21.019688,21.015275,17.693828,17.693828,-.104318,-.104247,.217927,.117945
150,1,A,9,.117866,-.117818,-.117866,-3.764451,-3.787024,-.599626,.217818,.217866,21.236113,21.231220,17.723470,17.723470,-.107084,-.107401,.217871,.117818
151,1,A,9,.117875,-.117826,-.117875,-3.840649,-3.863667,-.599321,.217826,.217875,23.233477,23.227539,17.753406,17.753406,-.099585,-.099863,.217751,.117826
152,1,A,9,.117626,-.117572,-.117626,-3.964473,-3.965168,-.017518,.217572,.217626,24.729371,24.721585,17.783586,17.783586,-.096139,-.096010,.217416,.117572
153,1,A,9,.117205,-.117135,-.117205,-4.077738,-4.097258,-.478702,.217135,.217205,20.755906,20.747240,17.816889,17.816889,-.121051,-.121094,.217123,.117135
154,1,A,9,.117040,-.116941,-.117040,-4.225055,-4.225161,-.002496,.216941,.217040,16.730207,16.720015,17.853843,17.853843,-.146115,-.146151,.217273,.116941
155,1,A,9,.117505,-.117354,-.117505,-4.382531,-4.403021,-.467537,.217354,.217505,16.929246,16.914702,17.883550,17.883550,-.154868,-.155703,.217643,.117354
156,1,A,9,.117782,-.117569,-.117782,-4.661788,-4.661480,.006616,.217569,.217782,16.261935,16.241316,17.908835,17.908835,-.170776,-.171720,.218704,.117569
157,1,A,9,.119626,-.119292,-.119626,-5.022358,-5.021605,.015006,.219292,.219626,15.333940,15.304095,17.934349,17.934349,-.194792,-.196409,.221204,.119292
158,1,A,9,.122782,-.122285,-.122782,-5.557849,-5.556842,.018129,.222285,.222782,17.022664,16.978847,17.957278,17.957278,-.195512,-.197859,.224544,.122285
159,1,A,9,.126307,-.125684,-.126307,-6.292783,-6.336091,-.688222,.225684,.226307,18.612622,18.557600,17.979648,17.979648,-.219057,-.222230,.228407,.125684
160,1,A,9,.130507,-.129855,-.130507,-7.209932,-7.207517,.033499,.229855,.230507,17.622696,17.571733,18.004348,18.004348,-.248087,-.250786,.233658,.129855
161,1,A,9,.136808,-.136228,-.136808,-7.866367,-7.864990,.017503,.236228,.236808,17.431495,17.393380,18.027750,18.027750,-.268676,-.270838,.238753,.136228
162,1,A,9,.140698,-.140293,-.140698,-8.352684,-8.350975,.020464,.240293,.240698,18.579938,18.553730,18.048143,18.048143,-.280289,-.281329,.243004,.140293
163,1,A,9,.145311,-.145072,-.145311,-8.652082,-8.651231,.009837,.245072,.245311,20.990587,20.971490,18.069148,18.069148,-.278450,-.278511,.246547,.145072
164,1,A,9,.147783,-.147613,-.147783,-8.924552,-8.923884,.007490,.247613,.247783,21.950041,21.935016,18.086492,18.086492,-.265027,-.264621,.248752,.147613
165,1,A,9,.149722,-.149582,-.149722,-9.006296,-9.101971,-1.062311,.249582,.249722,20.131993,20.121092,18.104918,18.104918,-.289747,-.289176,.249985,.149582
