 JDAY =    50.2077414320865     
QIN(JB):,.470000,.000000,.000000,.000000,
QTR:,.000000,.000000,.000000,
QDT(JB):,.000000,.000000,.000000,.000000,
QWD:,
QSUM(JB):,.000000,.000000,.000000,.000000,
QGT:,
QPI:,
QPU:,
QSP:,

SEG,BRANCH,ACTIVE,KT,WSE,SZ,Z,Q,QC,QERR,H2KT,H1KT,BHR1,BHR2,T1,T2,SUKT,UKT,AVHR,SELWS
166,1,A,9,.150247,-.150128,-.150247,-9.234726,-9.250901,-.175157,.250128,.250247,17.897183,17.890367,18.121625,18.121625,-.257243,-.256440,.251330,.150128
167,1,A,9,.152413,-.152365,-.152413,-9.305792,-9.306448,-.007050,.252365,.252413,19.004506,19.002142,18.136946,18.136946,-.215262,-.214605,.252077,.152365
168,1,A,9,.151741,-.151729,-.151741,-9.320763,-9.321837,-.011526,.251729,.251741,20.744881,20.744516,18.150736,18.150736,-.192291,-.191692,.251225,.151729
169,1,A,9,.150709,-.150712,-.150709,-9.272336,-9.317382,-.485817,.250712,.250709,17.367652,17.367659,18.168400,18.168400,-.248966,-.248216,.250724,.150712
170,1,A,9,.150738,-.150734,-.150738,-9.275335,-9.321621,-.499016,.250734,.250738,16.133113,16.132175,18.181352,18.181352,-.271571,-.270831,.250931,.150734
171,1,A,9,.151124,-.151103,-.151124,-9.346026,-9.345520,.005407,.251103,.251124,18.102144,18.099903,18.188595,18.188595,-.214020,-.213487,.251545,.151103
172,1,A,9,.151966,-.151929,-.151966,-9.388232,-9.388842,-.006497,.251929,.251966,21.674996,21.670740,18.195786,18.195786,-.179096,-.178716,.251720,.151929
173,1,A,9,.151474,-.151417,-.151474,-9.473063,-9.473199,-.001433,.251417,.251474,22.876729,22.869119,18.204185,18.204185,-.165177,-.164845,.251494,.151417
174,1,A,9,.151514,-.151421,-.151514,-9.603256,-9.617141,-.144581,.251421,.251514,22.208107,22.182776,18.213473,18.213473,-.174598,-.174627,.251732,.151421
175,1,A,9,.151950,-.151505,-.151950,-10.221356,-10.233139,-.115276,.251505,.251950,24.401544,24.224925,18.220450,18.220450,-.163428,-.166746,.254564,.151505
176,1,A,9,.157177,-.154109,-.157177,-14.944518,-14.915690,.192897,.254109,.257177,26.864855,26.046968,18.226052,18.226052,-.191160,-.216649,.273440,.154109
177,1,A,9,.189703,-.176261,-.189703,-34.910187,-34.769754,.402268,.276261,.289703,24.515339,23.588962,18.231143,18.231143,-.432149,-.519653,.322945,.176261
178,1,A,9,.256187,-.247551,-.256187,-110.445816,-42.707002,61.332169,.347551,.356187,12.741224,11.315445,18.234598,18.234598,-.870080,-3.969380,.177399,.247551
179,1,A,9,-.101390,.055712,.101390,-19.304191,-77.049333,-299.132673,.044288,-.001390,6.537728,5.881593,18.235415,18.235415,-2.122087,-2.018020,.106240,-.055712
180,1,A,9,.113870,-.135673,-.113870,4.065790,-61.897247,1622.391560,.235673,.213870,12.669971,12.801599,18.236038,18.236038,-.300970,-1.665405,.256263,.135673
181,1,A,9,.198655,-.185552,-.198655,-7.054810,-73.100503,-936.179624,.285552,.298655,16.509182,16.026052,18.236560,18.236560,-.133198,-1.130988,.282410,.185552
182,1,A,9,.166165,-.162828,-.166165,-10.379526,-76.391143,-635.979137,.262828,.266165,29.416307,29.251278,18.237488,18.237488,-.115060,-.778699,.263094,.162828
183,1,A,9,.160022,-.159375,-.160022,-12.049759,-78.051369,-547.742152,.259375,.260022,31.381789,31.310579,18.238456,18.238456,-.130283,-.834021,.259951,.159375
184,1,A,9,.159880,-.159493,-.159880,-12.527424,-78.527435,-526.844211,.259493,.259880,20.624071,20.596032,18.239536,18.239536,-.234680,-1.487241,.259912,.159493
185,1,A,9,.159944,-.159660,-.159944,-12.893055,-78.892555,-511.899620,.259660,.259944,21.561401,21.540548,18.239524,18.239524,-.254960,-1.591837,.260248,.159660
186,1,A,9,.160553,-.160363,-.160553,-13.154619,-79.153039,-501.712883,.260363,.260553,21.494242,21.482112,18.238877,18.238877,-.283096,-1.731335,.261594,.160363
187,1,A,9,.162636,-.162557,-.162636,-13.255786,-79.256463,-497.900913,.262557,.262636,21.188754,21.186035,18.238236,18.238236,-.290620,-1.791225,.262162,.162557
188,1,A,9,.161688,-.161704,-.161688,-13.239658,-79.234620,-498.464241,.261704,.261688,18.601010,18.607267,18.237620,18.237620,-.340145,-2.015151,.265631,.161704
189,1,A,9,.169574,-.169738,-.169574,-13.057231,-79.068759,-505.555351,.269738,.269574,18.477742,18.495334,18.236931,18.236931,-.259816,-1.579285,.269864,.169738
190,1,A,9,.170154,-.170398,-.170154,-12.707486,-78.706871,-519.374030,.270398,.270154,24.366966,24.394395,18.236249,18.236249,-.180654,-1.063309,.270404,.170398
191,1,A,9,.170654,-.170934,-.170654,-12.246918,-78.245902,-538.902792,.270934,.270654,30.038375,30.072517,18.235076,18.235076,-.137544,-.876493,.270999,.170934
192,1,A,9,.171345,-.171642,-.171345,-5.753120,-71.436767,-1141.704792,.271642,.271345,32.769340,32.804945,18.232843,18.232843,-.074058,-.708197,.270791,.171642
193,1,A,9,.170238,-.170509,-.170238,-4.931534,-70.931893,-1338.333125,.270509,.270238,23.856548,23.879057,18.226996,18.226996,-.077081,-.890208,.270044,.170509
194,1,A,9,.169851,-.170050,-.169851,-4.760923,-70.761503,-1386.298065,.270050,.269851,15.969407,15.977648,18.215017,18.215017,-.113371,-1.337472,.269488,.170050
195,1,A,9,.169126,-.169202,-.169126,-4.684483,-70.684650,-1408.910336,.269202,.269126,17.592812,17.593825,18.203833,18.203833,-.093519,-1.188542,.269028,.169202
196,1,A,9,.168929,-.168886,-.168929,-4.730989,-70.731115,-1395.059790,.268886,.268929,21.610761,21.602420,18.190182,18.190182,-.083012,-.973153,.268892,.168886
197,1,A,9,.168855,-.168711,-.168855,-4.934978,-70.934874,-1337.389742,.268711,.268855,27.691134,27.671971,18.170369,18.170369,-.072199,-.792258,.268885,.168711
198,1,A,9,.168915,-.168697,-.168915,-5.306067,-71.305999,-1243.857828,.268697,.268915,29.399116,29.371609,18.135726,18.135726,-.075679,-.779992,.268932,.168697
199,1,A,9,.168948,-.168675,-.168948,-5.760232,-71.760070,-1145.784340,.268675,.268948,21.317282,21.293730,18.075111,18.075111,-.094799,-1.064594,.269231,.168675
200,1,A,9,.169515,-.169197,-.169515,-6.007011,-72.012553,-1098.808370,.269197,.269515,21.415185,21.387280,17.981579,17.981579,-.132333,-1.210778,.269192,.169197
201,1,A,9,.168870,-.168528,-.168870,-6.596630,-72.597232,-1000.519920,.268528,.268870,21.250758,21.223783,17.916431,17.916431,-.130145,-1.298394,.268581,.168528
202,1,A,9,.168292,-.168016,-.168292,-6.821747,-72.821803,-967.494975,.268016,.268292,12.098399,12.089227,17.833924,17.833924,-.233727,-2.298532,.268267,.168016
203,1,A,9,.168241,-.168159,-.168241,-6.871698,-72.872410,-960.471609,.268159,.268241,11.667264,11.668007,17.782626,17.782626,-.221892,-2.083309,.267640,.168159
204,1,A,9,.167038,-.167137,-.167038,-6.799731,-72.799513,-970.623440,.267137,.267038,11.354487,11.361815,17.756320,17.756320,-.204919,-2.004123,.267239,.167137
205,1,A,9,.167441,-.167707,-.167441,-6.652157,-72.652564,-992.165516,.267707,.267441,12.198967,12.214437,17.722055,17.722055,-.206513,-1.975621,.267118,.167707
206,1,A,9,.166795,-.167175,-.166795,-6.334859,-72.335414,-1041.863117,.267175,.266795,15.612415,15.635789,17.695236,17.695236,-.154194,-1.584663,.266436,.167175
207,1,A,9,.166077,-.166478,-.166077,-5.950742,-71.951345,-1109.115556,.266478,.266077,16.047325,16.071169,17.667956,17.667956,-.142158,-1.530587,.265699,.166478
208,1,A,9,.165321,-.165669,-.165321,-5.619466,-71.620083,-1174.499818,.265669,.265321,16.636732,16.656211,17.639671,17.639671,-.132544,-1.504762,.264938,.165669
209,1,A,9,.164555,-.164798,-.164555,-5.366366,-71.366972,-1229.893841,.264798,.264555,21.007781,21.022752,17.616809,17.616809,-.101356,-1.193617,.264261,.164798
210,1,A,9,.163967,-.164106,-.163967,-5.170386,-71.170954,-1276.511547,.264106,.263967,28.859156,28.870089,17.594495,17.594495,-.070973,-.833540,.263781,.164106
211,1,A,9,.163595,-.163663,-.163595,-5.038798,-71.038974,-1309.839562,.263663,.263595,32.193855,32.200001,17.568614,17.568614,-.055219,-.671294,.263559,.163663
212,1,A,9,.163524,-.163553,-.163524,-4.986905,-70.986579,-1323.459703,.263553,.263524,29.393644,29.395832,17.536390,17.536390,-.052769,-.653605,.263625,.163553
213,1,A,9,.163727,-.163735,-.163727,-4.973681,-70.973327,-1326.977789,.263735,.263727,37.462627,37.463153,17.503552,17.503552,-.033406,-.463118,.263802,.163735
214,1,A,9,.163877,-.163878,-.163877,-4.971033,-70.970800,-1327.687065,.263878,.263877,47.052336,47.052420,17.486223,17.486223,-.018649,-.350801,.263939,.163878
215,1,A,9,.164000,-.164000,-.164000,.000000,.000000,.000000,.264000,.264000,47.063280,47.063280,17.400000,17.400000,.000000,.000000,.264000,.164000
216,2,I,9,2.000000,-.546599,-.546591,.000000,.000000,.000000,.646599,.646591,46.527686,46.528283,22.800000,22.800000,.000000,.000000,.646591,2.000000
217,2,A,9,.546591,-.546599,-.546591,.008959,.008959,.000702,.646599,.646591,66.296961,66.297829,18.091137,18.091137,.000162,.000162,.646591,.546599
218,2,A,9,.546591,-.546599,-.546591,.026033,.026033,.000250,.646599,.646591,88.793559,88.794734,18.091152,18.091152,.000296,.000296,.646591,.546599
219,2,A,9,.546591,-.546599,-.546591,.044210,.044209,.002232,.646599,.646591,57.409635,57.410393,18.091184,18.091184,.000615,.000615,.646591,.546599
220,2,A,9,.546591,-.546599,-.546591,.048754,.048753,.002460,.646599,.646591,35.013676,35.014141,18.091267,18.091267,.001132,.001132,.646590,.546599
221,2,A,9,.546590,-.546598,-.546590,.058175,.058174,.001088,.646598,.646590,58.160672,58.161454,18.091424,18.091424,.000973,.000973,.646590,.546598
222,2,A,9,.546590,-.546598,-.546590,.072229,.072228,.000960,.646598,.646590,67.184736,67.185628,18.091535,18.091535,.001052,.001052,.646590,.546598
223,2,A,9,.546590,-.546598,-.546590,.084949,.084948,.001548,.646598,.646590,52.108965,52.109651,18.091654,18.091654,.001431,.001431,.646590,.546598
224,2,A,9,.546589,-.546597,-.546589,.092826,.092824,.001847,.646597,.646589,42.364523,42.365115,18.091833,18.091833,.001853,.001853,.646589,.546597
225,2,A,9,.546588,-.546596,-.546588,.102689,.102688,.001232,.646596,.646588,50.137931,50.138679,18.092076,18.092076,.001833,.001833,.646588,.546596
226,2,A,9,.546588,-.546596,-.546588,.115269,.115268,.001344,.646596,.646588,52.439856,52.440638,18.092301,18.092301,.001940,.001940,.646588,.546596
227,2,A,9,.546588,-.546596,-.546588,.126144,.126142,.001542,.646596,.646588,59.343324,59.344255,18.092535,18.092535,.001852,.001852,.646587,.546596
228,2,A,9,.546587,-.546595,-.546587,.143210,.143210,.000592,.646595,.646587,92.122565,92.124005,18.092755,18.092755,.001434,.001434,.646587,.546595
229,2,A,9,.546587,-.546595,-.546587,.169332,.169331,.000650,.646595,.646587,95.870615,95.872019,18.092907,18.092907,.001511,.001511,.646587,.546595
230,2,A,9,.546587,-.546595,-.546587,.185350,.185348,.001282,.646595,.646587,76.516022,76.517148,18.093066,18.093066,.001836,.001836,.646587,.546595
231,2,A,9,.546587,-.546595,-.546587,.203122,.203121,.000677,.646595,.646587,88.660348,88.661862,18.093279,18.093279,.001758,.001759,.646587,.546595
232,2,A,9,.546587,-.546594,-.546587,.230762,.230761,.000494,.646594,.646587,89.113208,89.114771,18.093476,18.093476,.001942,.001942,.646587,.546594
233,2,A,9,.546587,-.546594,-.546587,.250002,.249999,.000952,.646594,.646587,66.560110,66.561253,18.093685,18.093685,.002626,.002626,.646586,.546594
234,2,A,9,.546586,-.546594,-.546586,.265053,.265049,.001292,.646594,.646586,56.791413,56.792566,18.093977,18.093977,.003134,.003134,.646585,.546594
235,2,A,9,.546584,-.546592,-.546584,.284606,.284605,.000382,.646592,.646584,87.871308,87.873564,18.094330,18.094330,.002233,.002233,.646584,.546592
236,2,A,9,.546584,-.546592,-.546584,.332722,.332722,.000121,.646592,.646584,100.179555,100.182215,18.094571,18.094571,.002356,.002356,.646585,.546592
237,2,A,9,.546585,-.546593,-.546585,.364408,.364404,.001223,.646593,.646585,69.273758,69.275507,18.094786,18.094786,.003754,.003754,.646584,.546593
238,2,A,9,.546583,-.546591,-.546583,.385214,.385210,.001065,.646591,.646583,64.785198,64.787040,18.095102,18.095102,.004057,.004057,.646582,.546591
239,2,A,9,.546581,-.546589,-.546581,.419673,.419672,.000373,.646589,.646581,76.482747,76.484936,18.095449,18.095449,.003712,.003712,.646581,.546589
240,2,A,9,.546581,-.546589,-.546581,.450874,.450871,.000733,.646589,.646581,77.552822,77.554851,18.095745,18.095745,.004018,.004018,.646580,.546589
241,2,A,9,.546580,-.546588,-.546580,.480559,.480556,.000725,.646588,.646580,89.561842,89.564078,18.096040,18.096040,.003792,.003792,.646579,.546588
242,2,A,9,.546579,-.546587,-.546579,.517957,.517956,.000216,.646587,.646579,117.096453,117.099178,18.096297,18.096297,.003210,.003210,.646579,.546587
243,2,A,9,.546579,-.546587,-.546579,.562304,.562301,.000479,.646587,.646579,128.601710,128.604466,18.096486,18.096486,.003241,.003241,.646579,.546587
244,2,A,9,.546579,-.546586,-.546579,.600631,.600631,-.000017,.646586,.646579,164.027186,164.030835,18.096642,18.096642,.002693,.002693,.646579,.546586
245,2,A,9,.546579,-.546587,-.546579,.671777,.671778,-.000122,.646587,.646579,144.062338,144.065701,18.096750,18.096750,.003294,.003294,.646579,.546587
246,2,A,9,.546580,-.546587,-.546580,.701522,.701513,.001277,.646587,.646580,76.482969,76.484715,18.096838,18.096838,.006183,.006183,.646577,.546587
247,2,A,9,.546575,-.546583,-.546575,.724176,.724171,.000741,.646583,.646575,65.296084,65.297578,18.096979,18.096979,.007147,.007146,.646573,.546583
248,2,A,9,.546572,-.546580,-.546572,.746346,.746344,.000312,.646580,.646572,59.288729,59.289939,18.097128,18.097128,.007378,.007378,.646571,.546580
249,2,A,9,.546571,-.546579,-.546571,.760462,.760462,-.000027,.646579,.646571,55.017443,55.018399,18.097275,18.097275,.007293,.007293,.646571,.546579
250,2,A,9,.546571,-.546579,-.546571,.775028,.775026,.000226,.646579,.646571,39.890702,39.891416,18.097415,18.097415,.009863,.009862,.646571,.546579
251,2,A,9,.546570,-.546578,-.546570,.781915,.781902,.001654,.646578,.646570,28.600726,28.601258,18.097590,18.097590,.012247,.012246,.646564,.546578
252,2,A,9,.546558,-.546566,-.546558,.790984,.790989,-.000667,.646566,.646558,34.445170,34.445855,18.097849,18.097849,.009939,.009939,.646560,.546566
253,2,A,9,.546561,-.546569,-.546561,.802469,.802468,.000130,.646569,.646561,43.330665,43.331874,18.098073,18.098073,.008411,.008410,.646561,.546569
254,2,A,9,.546561,-.546569,-.546561,.827266,.827267,-.000102,.646569,.646561,47.558571,47.560133,18.098253,18.098253,.008632,.008631,.646561,.546569
255,2,A,9,.546560,-.546568,-.546560,.849323,.849313,.001178,.646568,.646560,46.813397,46.815020,18.098412,18.098412,.009805,.009804,.646557,.546568
256,2,A,9,.546553,-.546561,-.546553,.875970,.875965,.000496,.646561,.646553,45.251910,45.253457,18.098572,18.098572,.009890,.009888,.646552,.546561
257,2,A,9,.546550,-.546558,-.546550,.895713,.895711,.000186,.646558,.646550,41.925230,41.926621,18.098729,18.098729,.010273,.010272,.646548,.546558
258,2,A,9,.546545,-.546553,-.546545,.917628,.917707,-.008640,.646553,.646545,41.071767,41.073243,18.098895,18.098895,.010966,.010964,.646543,.546553
259,2,A,9,.546541,-.546549,-.546541,.939996,.939987,.000905,.646549,.646541,42.115882,42.117246,18.099065,18.099065,.010817,.010816,.646538,.546549
260,2,A,9,.546535,-.546543,-.546535,.958614,.958613,.000089,.646543,.646535,42.330577,42.331858,18.099230,18.099230,.010517,.010515,.646535,.546543
261,2,A,9,.546535,-.546543,-.546535,.978416,.978429,-.001355,.646543,.646535,41.151952,41.153266,18.099391,18.099391,.011719,.011717,.646531,.546543
262,2,A,9,.546526,-.546534,-.546526,.998017,.998029,-.001148,.646534,.646526,37.169819,37.170980,18.099559,18.099559,.012024,.012021,.646526,.546534
263,2,A,9,.546526,-.546533,-.546526,1.013271,1.013258,.001346,.646533,.646526,36.573315,36.574519,18.099742,18.099742,.012593,.012591,.646520,.546533
264,2,A,9,.546515,-.546523,-.546515,1.034128,1.034131,-.000286,.646523,.646515,54.331020,54.332736,18.099939,18.099939,.008852,.008851,.646515,.546523
265,2,A,9,.546516,-.546523,-.546516,1.064744,1.064749,-.000504,.646523,.646516,66.349750,66.351555,18.100074,18.100074,.007945,.007944,.646517,.546523
266,2,A,9,.546518,-.546526,-.546518,1.088304,1.088299,.000462,.646526,.646518,58.270659,58.272048,18.100168,18.100168,.010136,.010135,.646517,.546526
267,2,A,9,.546515,-.546523,-.546515,1.106384,1.106415,-.002783,.646523,.646515,58.296047,58.297444,18.100258,18.100258,.011331,.011330,.646512,.546523
268,2,A,9,.546509,-.546517,-.546509,1.130219,1.130218,.000135,.646517,.646509,47.466083,47.467226,18.100341,18.100341,.014457,.014457,.646508,.546517
269,2,A,9,.546508,-.546516,-.546508,1.140749,1.140715,.003035,.646516,.646508,35.857245,35.858207,18.100421,18.100421,.018620,.018619,.646491,.546516
270,2,A,9,.546473,-.546481,-.546473,1.159067,1.159083,-.001328,.646481,.646473,37.509391,37.510529,18.100525,18.100525,.017645,.017643,.646472,.546481
271,2,A,9,.546472,-.546480,-.546472,1.174888,1.174861,.002257,.646480,.646472,30.612452,30.613464,18.100618,18.100618,.021496,.021493,.646456,.546480
272,2,A,9,.546441,-.546449,-.546441,1.189431,1.189425,.000496,.646449,.646441,27.413736,27.414731,18.100729,18.100729,.023909,.023905,.646421,.546449
273,2,A,9,.546401,-.546409,-.546401,1.204725,1.204702,.001946,.646409,.646401,26.488658,26.489655,18.100866,18.100866,.023754,.023749,.646385,.546409
274,2,A,9,.546369,-.546377,-.546369,1.219352,1.219327,.002034,.646377,.646369,28.697243,28.698330,18.101028,18.101028,.021676,.021672,.646355,.546377
275,2,A,9,.546340,-.546348,-.546340,1.237332,1.237322,.000772,.646348,.646340,23.949681,23.950551,18.101203,18.101203,.026521,.026513,.646333,.546348
276,2,A,9,.546326,-.546334,-.546326,1.245476,1.245424,.004154,.646334,.646326,17.925106,17.925717,18.101460,18.101460,.041135,.041128,.646241,.546334
277,2,A,9,.546157,-.546165,-.546157,1.255643,1.255639,.000277,.646165,.646157,29.856568,29.857648,18.102038,18.102038,.022910,.022905,.646155,.546165
278,2,A,9,.546153,-.546161,-.546153,1.277798,1.277811,-.000984,.646161,.646153,46.487104,46.488887,18.102580,18.102580,.014628,.014625,.646157,.546161
279,2,A,9,.546162,-.546170,-.546162,1.309152,1.309143,.000695,.646170,.646162,51.709238,51.711184,18.103006,18.103006,.014294,.014292,.646159,.546170
280,2,A,9,.546156,-.546164,-.546156,1.336192,1.336195,-.000248,.646164,.646156,54.937303,54.939366,18.103443,18.103443,.015451,.015449,.646147,.546164
281,2,A,9,.546138,-.546146,-.546138,1.371029,1.371011,.001365,.646146,.646138,67.674126,67.676706,18.103933,18.103933,.013454,.013453,.646133,.546146
282,2,A,9,.546127,-.546135,-.546127,1.413603,1.413597,.000437,.646135,.646127,84.389798,84.393031,18.104382,18.104382,.010907,.010906,.646125,.546135
283,2,A,9,.546124,-.546132,-.546124,1.467956,1.467984,-.001865,.646132,.646124,93.206179,93.209789,18.104751,18.104751,.010673,.010672,.646121,.546132
284,2,A,9,.546117,-.546125,-.546117,1.521886,1.521876,.000709,.646125,.646117,87.597195,87.600420,18.105071,18.105071,.011563,.011562,.646113,.546125
285,2,A,9,.546109,-.546117,-.546109,1.564754,1.564731,.001469,.646117,.646109,78.196914,78.199672,18.105384,18.105384,.012744,.012743,.646103,.546117
286,2,A,9,.546097,-.546105,-.546097,1.604614,1.604597,.001032,.646105,.646097,73.262391,73.264972,18.105708,18.105708,.013199,.013198,.646092,.546105
287,2,A,9,.546087,-.546095,-.546087,1.642191,1.642182,.000571,.646095,.646087,67.594545,67.596853,18.106024,18.106024,.014022,.014021,.646082,.546095
288,2,A,9,.546077,-.546085,-.546077,1.673849,1.673828,.001265,.646085,.646077,56.664624,56.666544,18.106330,18.106330,.016555,.016553,.646070,.546085
289,2,A,9,.546064,-.546072,-.546064,1.699844,1.699801,.002478,.646072,.646064,57.526818,57.529119,18.106666,18.106666,.017023,.017020,.646050,.546072
290,2,A,9,.546036,-.546044,-.546036,1.742814,1.742847,-.001934,.646044,.646036,56.055736,56.057976,18.107001,18.107001,.018033,.018029,.646030,.546044
291,2,A,9,.546023,-.546031,-.546023,1.767033,1.766994,.002237,.646031,.646023,47.182168,47.183885,18.107309,18.107309,.021835,.021831,.646002,.546031
292,2,A,9,.545981,-.545989,-.545981,1.794202,1.794356,-.008543,.645989,.645981,44.813943,44.815566,18.107673,18.107673,.024347,.024342,.645966,.545989
293,2,A,9,.545951,-.545959,-.545951,1.815738,1.815695,.002371,.645959,.645951,46.333996,46.335580,18.108076,18.108076,.023778,.023774,.645933,.545959
294,2,A,9,.545915,-.545923,-.545915,1.841912,1.841894,.000999,.645923,.645915,51.232187,51.233956,18.108504,18.108504,.022392,.022388,.645906,.545923
295,2,A,9,.545898,-.545906,-.545898,1.868784,1.868738,.002475,.645906,.645898,52.372689,52.374563,18.108906,18.108906,.023204,.023201,.645880,.545906
296,2,A,9,.545861,-.545869,-.545861,1.898149,1.898124,.001289,.645869,.645861,46.193670,46.195315,18.109307,18.109307,.025586,.025581,.645847,.545869
297,2,A,9,.545833,-.545841,-.545833,1.918153,1.918088,.003376,.645841,.645833,51.363623,51.365632,18.109761,18.109761,.022493,.022489,.645808,.545841
298,2,A,9,.545784,-.545792,-.545784,1.958398,1.958395,.000187,.645792,.645784,53.335111,53.337214,18.110211,18.110211,.020633,.020628,.645783,.545792
299,2,A,9,.545781,-.545789,-.545781,1.981258,1.981199,.002931,.645789,.645781,45.077274,45.079002,18.110586,18.110586,.023335,.023329,.645757,.545789
300,2,A,9,.545733,-.545741,-.545733,2.010260,2.010228,.001572,.645741,.645733,43.206065,43.207811,18.111003,18.111003,.024275,.024268,.645718,.545741
301,2,A,9,.545703,-.545710,-.545703,2.033122,2.033584,-.022714,.645710,.645703,38.254347,38.255855,18.111402,18.111402,.028516,.028507,.645677,.545710
302,2,A,9,.545651,-.545659,-.545651,2.055490,2.055467,.001138,.645659,.645651,36.741558,36.742934,18.111847,18.111847,.031097,.031087,.645620,.545659
303,2,A,9,.545589,-.545597,-.545589,2.074916,2.074861,.002672,.645597,.645589,36.005883,36.007125,18.112344,18.112344,.033141,.033132,.645560,.545597
304,2,A,9,.545531,-.545539,-.545531,2.092776,2.092731,.002166,.645539,.645531,40.095784,40.097074,18.112924,18.112924,.030663,.030656,.645510,.545539
305,2,A,9,.545488,-.545496,-.545488,2.113509,2.113548,-.001833,.645496,.645488,47.768442,47.769979,18.113542,18.113542,.026792,.026785,.645480,.545496
306,2,A,9,.545472,-.545480,-.545472,2.138567,2.138846,-.013044,.645480,.645472,50.157403,50.158992,18.114110,18.114110,.027553,.027548,.645457,.545480
307,2,A,9,.545443,-.545451,-.545443,2.161247,2.161204,.002007,.645451,.645443,46.044885,46.046327,18.114657,18.114657,.029845,.029838,.645424,.545451
308,2,A,9,.545404,-.545412,-.545404,2.182119,2.182092,.001249,.645412,.645404,48.139422,48.141121,18.115260,18.115260,.028801,.028795,.645374,.545412
309,2,A,9,.545344,-.545352,-.545344,2.211692,2.212169,-.021526,.645352,.645344,46.004830,46.006522,18.115888,18.115888,.030850,.030842,.645330,.545352
310,2,A,9,.545316,-.545324,-.545316,2.232949,2.232843,.004755,.645324,.645316,41.515264,41.516906,18.116544,18.116544,.033416,.033407,.645266,.545324
311,2,A,9,.545215,-.545223,-.545215,2.261128,2.261419,-.012866,.645223,.645215,48.447670,48.449805,18.117392,18.117392,.029147,.029137,.645191,.545223
312,2,A,9,.545167,-.545175,-.545167,2.296943,2.296881,.002715,.645175,.645167,52.455324,52.457706,18.118247,18.118247,.027822,.027812,.645142,.545175
313,2,A,9,.545117,-.545125,-.545117,2.332582,2.332878,-.012702,.645125,.645117,59.972730,59.975503,18.119109,18.119109,.026379,.026372,.645085,.545125
314,2,A,9,.545053,-.545061,-.545053,2.380108,2.380052,.002375,.645061,.645053,66.202906,66.205914,18.119925,18.119925,.023586,.023580,.645035,.545061
315,2,A,9,.545017,-.545025,-.545017,2.423188,2.423113,.003101,.645025,.645017,54.368883,54.371193,18.120593,18.120593,.028437,.028429,.644987,.545025
316,2,A,9,.544957,-.544965,-.544957,2.449538,2.449370,.006840,.644965,.644957,45.651448,45.653497,18.121269,18.121269,.035488,.035479,.644876,.544965
317,2,A,9,.544794,-.544802,-.544794,2.484661,2.484575,.003484,.644802,.644794,48.607127,48.609472,18.122118,18.122118,.030365,.030357,.644758,.544802
318,2,A,9,.544722,-.544730,-.544722,2.519792,2.519738,.002165,.644730,.644722,48.679935,48.682173,18.122947,18.122947,.027616,.027604,.644700,.544730
319,2,A,9,.544679,-.544686,-.544679,2.551831,2.551723,.004223,.644686,.644679,42.582930,42.584871,18.123708,18.123708,.032991,.032978,.644630,.544686
320,2,A,9,.544582,-.544590,-.544582,2.577927,2.577979,-.002019,.644590,.644582,37.572749,37.574593,18.124494,18.124494,.036523,.036506,.644515,.544590
321,2,A,9,.544448,-.544455,-.544448,2.607153,2.607043,.004233,.644455,.644448,38.682000,38.683958,18.125426,18.125426,.035696,.035678,.644393,.544455
322,2,A,9,.544339,-.544346,-.544339,2.636803,2.636728,.002845,.644346,.644339,44.843220,44.845298,18.126435,18.126435,.031758,.031745,.644299,.544346
323,2,A,9,.544260,-.544268,-.544260,2.669442,2.669389,.001985,.644268,.644260,43.118681,43.120559,18.127377,18.127377,.032853,.032838,.644236,.544268
324,2,A,9,.544213,-.544221,-.544213,2.693221,2.693063,.005885,.644221,.644213,37.095506,37.097225,18.128267,18.128267,.038512,.038495,.644134,.544221
325,2,A,9,.544056,-.544064,-.544056,2.720752,2.720956,-.007497,.644064,.644056,37.554690,37.556498,18.129390,18.129390,.039400,.039380,.643996,.544064
326,2,A,9,.543936,-.543944,-.543936,2.747413,2.747284,.004673,.643944,.643936,35.681654,35.683370,18.130751,18.130751,.043139,.043117,.643865,.543944
327,2,A,9,.543794,-.543802,-.543794,2.772430,2.772442,-.000423,.643802,.643794,48.698348,48.700788,18.132720,18.132720,.034594,.034579,.643734,.543802
328,2,A,9,.543675,-.543683,-.543675,2.820423,2.820471,-.001686,.643683,.643675,65.520885,65.524033,18.134928,18.134928,.027714,.027702,.643666,.543683
329,2,A,9,.543657,-.543665,-.543657,2.865127,2.866886,-.061416,.643665,.643657,79.886332,79.890661,18.136930,18.136930,.028182,.028179,.643610,.543665
330,2,A,9,.543564,-.543572,-.543564,2.950393,2.950334,.001986,.643572,.643564,74.042077,74.045706,18.138912,18.138912,.028338,.028331,.643544,.543572
331,2,A,9,.543525,-.543533,-.543525,2.975803,2.975770,.001098,.643533,.643525,111.450689,111.452976,18.141053,18.141053,.016904,.016902,.643518,.543533
332,2,A,9,.543512,-.543520,-.543512,3.018886,3.018947,-.002017,.643520,.643512,112.128012,112.131002,18.142563,18.142563,.018424,.018425,.643522,.543520
333,2,A,9,.543532,-.543540,-.543532,3.065956,3.065469,.015895,.643540,.643532,54.820826,54.824123,18.143173,18.143173,.044428,.044417,.643306,.543540
